Organism,Scaffold,Start,End,Score,CAB53319.1,CAB53320.1,CAB53321.1,CAB53322.1,CAB53323.1,CAB53324.1,CAB53325.1,CAB53326.1,CAB53327.1,CAB53328.1,CAB53329.1
Streptomyces olivaceus FXJ8.006,JAHSTO010000020.1,20000,43088,10.8756,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000017.1,20000,43088,10.8756,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus FXJ8.063,JAHSTQ010000017.1,20000,43088,10.8756,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000011.1,97795,120871,10.8743,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000023.1,97795,120871,10.8743,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000015.1,192575,215679,10.8752,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000001.1,695086,716453,8.9046,0,0,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000014.1,148786,171883,10.8751,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,7778658,7801761,10.8749,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000010.1,100560,123678,15.0408,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000016.1,18728,41807,10.8797,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus CGMCC 4.1369,JAHSTE010000016.1,18728,41807,10.8798,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000010.1,150436,173744,12.9787,1,1,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000012.1,525,21892,8.9071,0,0,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000008.1,194011,217090,12.9787,1,1,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000008.1,150437,173516,12.9787,1,1,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000008.1,237964,261043,12.9787,1,1,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000008.1,150437,173729,12.9787,1,1,1,1,1,0,0,0,0,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000005.1,18698,41777,10.8797,1,1,1,1,0,0,0,0,0,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000003.1,34899,58014,11.9379,1,1,1,1,0,1,0,0,0,1,1
Streptomyces olivaceus NRRL B-3009,JADOEJ010000003.1,34899,58014,11.9380,1,1,1,1,0,1,0,0,0,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,2816418,2839538,15.0366,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000001.1,197958,221080,15.0402,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR2,JAHSSI010000001.1,197958,221080,15.0403,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000001.1,910657,933761,11.9453,1,1,1,1,0,1,0,0,0,1,1
Streptomyces olivaceus CR3,JAHSSJ010000001.1,910657,933761,11.9454,1,1,1,1,0,1,0,0,0,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000001.1,527150,550272,15.0402,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR12,JAHSSL010000001.1,527150,550272,15.0403,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000002.1,135083,158265,17.0850,1,1,1,1,1,1,1,0,0,1,1
Streptomyces olivaceus CR18,JAHSSM010000002.1,135083,158265,17.0851,1,1,1,1,1,1,1,0,0,1,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000001.1,198666,221848,17.0850,1,1,1,1,1,1,1,0,0,1,1
Streptomyces olivaceus CR22,JAHSSN010000001.1,198666,221848,17.0851,1,1,1,1,1,1,1,0,0,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000008.1,210681,233786,15.0390,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR24,JAHSSO010000008.1,210681,233786,15.0390,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000001.1,178804,201918,15.0432,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR27,JAHSSP010000001.1,178804,201918,15.0433,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000077.1,277,21662,10.9695,0,0,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000013.1,197689,220802,15.0407,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000056.1,362,21738,10.9718,0,0,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000010.1,65655,88810,15.0390,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,250154,273257,11.9491,1,1,0,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000004.1,2262,25565,15.0418,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000009.1,1151,23073,12.9815,1,1,1,1,1,1,0,0,0,1,0
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000009.1,197806,220910,15.0418,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000001.1,197816,220920,15.0418,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000017.1,141674,164778,15.0418,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000001.1,197816,220920,15.0418,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000001.1,96296,119425,16.0916,1,1,1,1,1,1,0,1,0,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000004.1,96299,119428,16.0916,1,1,1,1,1,1,0,1,0,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000003.1,177563,200664,15.0416,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus CR8,JAHSSK010000003.1,177563,200664,15.0417,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000003.1,249617,272762,15.0394,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus DC10-5,BNEF01000003.1,249617,272762,15.0378,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000004.1,197081,220201,15.0395,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000001.1,1112727,1135847,15.0395,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000002.1,197081,220201,15.0395,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000004.1,629576,652696,15.0395,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000001.1,197081,220201,15.0395,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000009.1,145085,168198,15.0397,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000018.1,34,23141,15.0375,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000009.1,32976,56083,15.0375,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000009.1,224043,247150,15.0375,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000010.1,32973,56080,15.0375,1,1,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000100.1,57,21436,10.9667,0,0,1,1,1,1,0,0,0,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000001.1,178677,201790,15.0397,1,1,1,1,1,1,0,0,0,1,1
Streptomyces muensis DSM 103493,NZ_JAKEIP010000002.1,104841,126505,13.9403,1,1,0,1,0,1,1,1,1,1,0
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000002.1,365115,387973,16.0900,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000008.1,117482,140340,16.0903,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000006.1,128765,151623,16.0935,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000001.1,1398459,1421317,16.0903,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000001.1,1264797,1287655,16.0901,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000053.1,15409,38267,16.0915,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000006.1,237929,260787,16.0895,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000006.1,288685,311543,16.0898,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000025.1,82442,105300,19.1810,1,1,1,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC127099,NZ_JBHXFK010000012.1,9884,32742,16.0908,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000001.1,1160492,1183350,16.0896,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000010.1,237929,260787,16.0895,1,1,0,1,1,1,1,1,0,1,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000008.1,273598,296456,16.0898,1,1,0,1,1,1,1,1,0,1,1
Streptomyces lancefieldiae DSM 40712,NZ_JAVRFH010000002.1,162262,184941,12.9326,1,1,1,1,0,0,0,0,1,1,1
Streptomyces coeruleorubidus NPDC002993,NZ_JBEXNR010000004.1,160383,183165,13.9773,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC046585,NZ_JBEYZE010000002.1,336218,359000,13.9776,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus JCM 4292,NZ_BMSO01000018.1,167709,190543,13.9749,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus DM,NZ_CP118527.1,8565821,8588631,11.9218,1,1,1,1,0,0,1,0,0,1,1
Streptomyces coeruleorubidus CICC 11043,NZ_CP137524.1,141102,162707,11.9173,1,1,1,1,0,0,1,1,0,1,0
Streptomyces coeruleorubidus NPDC006533,NZ_JBEXOZ010000016.1,76836,98424,11.9260,1,1,1,1,0,0,1,1,0,1,0
Streptomyces coeruleorubidus NPDC013961,NZ_JBICAP010000001.1,532122,556922,11.9162,1,1,1,1,0,0,1,1,0,1,0
Streptomyces coeruleorubidus NPDC017947,NZ_JBIRHF010000004.1,505965,528777,13.9772,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus JCM 4359,NZ_BMTB01000005.1,397869,423978,13.9785,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus JCM 4359,BMTB01000005.1,397869,423978,13.9781,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus ATCC 13740,NZ_CP023694.1,8185225,8211334,13.9785,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus ATCC 13740,CP023694.1,8185225,8211334,13.9785,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC019882,NZ_JBEYAS010000005.1,150313,176373,13.9796,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC020515,NZ_JBFAEK010000003.1,109572,135681,13.9785,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC019885,NZ_JBIRXL010000002.1,150313,176373,13.9796,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC047188,NZ_JBEYUE010000017.1,51159,72756,11.9118,1,1,1,1,0,0,1,1,0,1,0
Streptomyces coeruleorubidus NPDC088741,NZ_JBIVLC010000001.1,832582,855398,13.9738,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC012922,NZ_JBIBBD010000001.1,1281118,1304116,13.9785,1,1,1,1,0,0,1,1,0,1,1
Streptomyces coeruleorubidus NPDC018020,NZ_JBIRGC010000005.1,524415,550512,11.9253,1,1,1,1,0,0,1,0,0,1,1
Streptomyces coeruleorubidus NPDC017888,NZ_JBIRHV010000002.1,795211,821281,8.8696,1,0,1,1,0,0,1,0,0,1,1
Streptomyces caelestis DSM 40084,NZ_JACHNE010000001.1,7827615,7850498,11.9146,1,1,1,1,0,0,1,0,0,1,1
Streptomyces caelestis DSM 40084,JACHNE010000001.1,7827615,7850498,11.9142,1,1,1,1,0,0,1,0,0,1,1
Streptomyces caelestis JCM 4566,NZ_JBHSYJ010000004.1,335212,358095,11.9146,1,1,1,1,0,0,1,0,0,1,1
Streptomyces caelestis JCM 4566,BMUR01000004.1,288555,311438,11.9146,1,1,1,1,0,0,1,0,0,1,1
Streptomyces caelestis NPDC088827,NZ_JBIVJI010000005.1,228745,251613,11.9140,1,1,1,1,0,0,1,0,0,1,1
Streptomyces afghaniensis NPDC018010,NZ_JBIRGJ010000001.1,1427557,1450332,16.0691,1,1,1,1,1,0,1,1,0,1,1
Streptomyces afghaniensis NPDC006242,NZ_JBEXSO010000033.1,12694,35441,14.0159,1,1,1,1,1,0,1,0,0,1,1
Streptomyces afghaniensis NPDC017953,NZ_JBIRHD010000001.1,880577,902131,11.9144,1,1,1,1,0,0,1,1,0,1,0
Streptomyces afghaniensis NPDC053553,NZ_JBITXJ010000010.1,190901,212503,14.0116,1,1,1,1,1,0,1,1,0,1,0
Streptomyces afghaniensis W1I20,NZ_JAUSZO010000002.1,1273123,1294943,13.9666,1,1,1,1,0,1,1,1,0,1,0
Streptomyces afghaniensis W1I20,JAUSZO010000002.1,1273123,1294943,13.9667,1,1,1,1,0,1,1,1,0,1,0
Streptomyces swartbergensis NPDC094001,NZ_JBIWIJ010000002.1,272114,293733,11.9148,1,1,1,1,0,0,1,1,0,1,0
Streptomyces africanus B3I12,NZ_JAUSYP010000001.1,7829231,7852840,13.9695,1,1,1,1,0,1,1,1,0,1,0
Streptomyces africanus B3I12,JAUSYP010000001.1,7829231,7852840,13.9695,1,1,1,1,0,1,1,1,0,1,0
Streptomyces africanus NRRL B-24243,NZ_MUKA01000021.1,48334,73093,17.0280,1,1,1,1,0,1,1,1,1,1,0
Streptomyces coelicoflavus NBC_00357,NZ_CP107977.1,7568543,7591560,19.1937,1,0,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus LM32,NZ_JBAGKW010000002.1,199784,222724,17.0766,1,0,0,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NBRC 15399,NZ_BEWB01000007.1,369666,392580,22.2382,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NBC_00099,NZ_CP108218.1,151049,173978,22.2617,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus SID14172,NZ_JAAGMB010000227.1,23560,46488,22.2390,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus SID14172,JAAGMB010000227.1,23560,46488,22.2399,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus S3018,NZ_JASDBW010000004.1,105603,128533,22.2610,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC001050,NZ_JBEPBG010000003.1,138429,161359,22.2444,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC060121,NZ_JBFBNC010000001.1,1356327,1379260,22.2626,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059661,NZ_JBHWEE010000009.1,189690,212614,22.2625,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059677,NZ_JBHWEQ010000011.1,105543,128473,22.2613,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC060156,NZ_JBHWYF010000018.1,105618,128551,22.2626,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC060157,NZ_JBHWYG010000004.1,538345,561278,22.2626,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC058541,NZ_JBHXOB010000011.1,112005,134935,22.2514,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059415,NZ_JBHYWE010000003.1,129024,152066,19.1470,1,1,1,1,0,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC003954,NZ_JBIANE010000001.1,138406,161350,22.2387,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC089661,NZ_JBIVHO010000013.1,152881,175813,22.2427,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus ZG0656,AHGS01000163.1,13383,34646,18.1801,0,0,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NBC_00465,NZ_JAPENQ010000002.1,1730374,1753304,22.2624,1,1,1,1,1,1,1,1,1,1,1
Streptomyces chartreusis NPDC006245,NZ_JBEXSN010000027.1,88653,111350,10.8811,1,0,0,1,0,1,1,1,0,1,1
Streptomyces chartreusis NRRL 12338,NZ_JH164864.1,131472,153058,9.8672,1,1,1,1,0,0,0,1,0,1,0
Streptomyces canus NPDC048437,NZ_JBICXO010000019.1,75863,101894,19.1299,1,1,1,1,1,0,1,1,1,1,1
Streptomyces canus NBC_00634,NZ_CP107730.1,10261978,10286831,14.9725,1,1,1,1,0,0,1,1,1,1,0
Streptomyces canus NBC_00632,NZ_CP107733.1,537674,562526,17.0264,1,1,1,1,0,1,1,1,1,1,0
Streptomyces canus NBC_00632,CP107733.1,537674,562526,13.9794,1,1,1,1,0,1,0,1,1,1,0
Streptomyces canus NBC_00277,NZ_CP108065.1,418472,443324,17.0301,1,1,1,1,0,1,1,1,1,1,0
Streptomyces canus NBC_00277,CP108065.1,418472,443324,13.9831,1,1,1,1,0,1,0,1,1,1,0
Streptomyces canus NBC_00002,NZ_CP108321.1,1057511,1082359,17.0296,1,1,1,1,0,1,1,1,1,1,0
Streptomyces canus NBC_00001,NZ_CP108322.1,431559,456419,17.0275,1,1,1,1,0,1,1,1,1,1,0
Streptomyces canus NBC_00001,CP108322.1,431559,456419,13.9805,1,1,1,1,0,1,0,1,1,1,0
Streptomyces canus NBC 00636,NZ_CP109050.1,10663469,10688321,17.0277,1,1,1,1,0,1,1,1,1,1,0
Streptomyces canus NBC 00636,CP109050.1,10663469,10688321,13.9807,1,1,1,1,0,1,0,1,1,1,0
Streptomyces canus NBC_00231,NZ_JAPEMR010000001.1,2381949,2406807,13.9771,1,1,1,1,0,1,1,0,1,1,0
Streptomyces canus NBC_01370,NZ_CP109574.1,470931,495787,17.0757,1,1,1,1,1,1,1,0,1,1,0
Streptomyces canus NPDC048273,NZ_JBEZLT010000031.1,14363,40397,19.1342,1,0,1,1,1,1,1,1,1,1,1
Streptomyces canus DSM 40017,NZ_KQ948656.1,177864,199602,14.0149,1,0,1,1,1,0,1,1,1,1,0
Streptomyces salinarius VRMG2420,NZ_JBITPR010000036.1,175952,198908,19.1830,1,0,1,1,1,1,1,1,1,1,1
Streptomyces salinarius SS06011,NZ_JACLZH010000013.1,167761,187368,16.0783,0,0,0,1,1,1,1,1,1,1,1
Streptomyces phyllanthi JCM 30865,NZ_BAABEQ010000013.1,51248,73093,10.8820,1,1,0,1,0,1,1,1,0,1,0
Streptomyces phyllanthi JCM 30865,BAABEQ010000013.1,51248,73093,8.8223,1,1,0,1,0,0,1,1,0,1,0
Streptomyces phyllanthi TISTR 2346,NZ_JBHUMN010000004.1,863748,885607,10.8820,1,1,0,1,0,1,1,1,0,1,0
Streptomyces plumbiresistens JCM 16924,NZ_BAAAZX010000017.1,114993,139832,13.9928,1,1,0,1,1,1,0,1,1,1,0
Streptomyces plumbiresistens JCM 16924,BAAAZX010000017.1,114993,139832,9.8843,1,1,0,1,1,1,0,0,0,1,0
Streptomyces coeruleofuscus JCM 4358,NZ_BAAASE010000001.1,1267518,1292370,11.9164,1,1,1,1,0,0,1,1,0,1,0
Streptomyces coeruleofuscus JCM 4358,BAAASE010000001.1,1267518,1292370,9.8648,1,1,1,1,0,0,1,0,0,1,0
Streptomyces chartreusis NRRL 3882,NZ_LT962942.1,1060765,1082351,9.8672,1,1,1,1,0,0,0,1,0,1,0
Streptomyces chartreusis NRRL 3882,LT963352.1,1060765,1082351,9.8668,1,1,1,1,0,0,0,1,0,1,0
Streptomyces ferrugineus CCTCC AA2014009,NZ_CP063373.1,6558628,6580153,17.0691,1,1,1,1,1,0,1,1,1,1,0
Streptomyces doebereineriae DSM 41640,NZ_JAVREZ010000001.1,793409,818236,13.9751,1,1,1,1,0,1,1,0,1,1,0
Streptomyces hygroscopicus NPDC007149,NZ_JBEYFG010000053.1,15841,38527,9.8310,1,1,0,1,0,0,0,0,1,1,1
Streptomyces cavernae SYSU K10008,NZ_RPDJ01000017.1,88606,110590,13.9746,1,0,1,1,0,1,1,1,1,1,0
Streptomyces rapamycinicus NRRL 5491,NC_022785.1,550157,572519,7.8192,0,1,0,1,0,0,0,0,1,1,1
Streptomyces rapamycinicus NRRL 5491,NZ_QYCY01000002.1,3331505,3353867,7.8192,0,1,0,1,0,0,0,0,1,1,1
Streptomyces rapamycinicus CQUSh011,NZ_CP157809.1,9575724,9598086,7.8192,0,1,0,1,0,0,0,0,1,1,1
Streptomyces rapamycinicus DSM 41530,NZ_JACHNG010000001.1,548385,570747,7.8192,0,1,0,1,0,0,0,0,1,1,1
Streptomyces endocoffeicus CA3R110,NZ_JAERRG010000001.1,284739,307545,7.7761,1,0,0,1,0,0,0,0,1,1,1
Streptomyces aurantiogriseus JCM 4346,NZ_BMSX01000011.1,44174,66878,13.9942,1,0,0,1,1,1,1,0,1,1,1
Streptomyces aurantiogriseus JCM 4346,BMSX01000011.1,44174,66878,11.9382,1,0,0,1,1,1,1,0,0,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000004.1,197736,220102,17.1449,0,1,1,1,1,1,1,0,1,1,1
Streptomyces thinghirensis JCM 18306,BAABJR010000004.1,197736,220102,12.0288,0,1,1,1,1,0,1,0,0,1,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000002.1,304410,325723,15.0623,0,1,1,1,1,0,1,1,1,1,0
Streptomyces sp. b94 B94,JAGPXM010000002.1,304410,325723,15.0623,0,1,1,1,1,0,1,1,1,1,0
Streptomyces dysideae RV15,NZ_KQ949097.1,100448,120074,12.9295,0,0,0,1,0,1,1,1,1,1,1
Streptomyces dysideae RV15,KQ949097.1,100448,120074,12.9294,0,0,0,1,0,1,1,1,1,1,1
