Organism,Scaffold,Start,End,Score,CAA16486.1,CAA16487.1,CAA16488.1,CAA16489.1,CAD55237.1,CAA16173.1,CAA16174.1,CAA16175.1,CAA16176.1,CAA16177.1,CAA16178.1,CAA16179.1,CAA16180.1,CAA16181.1,CAA16182.1,CAA16183.1,CAA16184.1,CAA16185.1,CAA16186.1,CAD55238.1,CAA16434.1,CAA16435.1
Streptomyces griseoaurantiacus NBC_01366,CP109581.1,2563973,2595965,38.9852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC006985,NZ_JBEYKY010000002.1,13962,45971,38.9755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC020520,NZ_JBFAFV010000020.1,104261,134791,36.9511,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC060309,NZ_JBHXBZ010000028.1,16138,48178,38.9846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC127590,NZ_JBHXWG010000003.1,344687,376727,38.9846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC058900,NZ_JBHYLR010000007.1,97566,129489,38.9857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC058763,NZ_JBHYPO010000005.1,259929,291963,38.9746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC008185,NZ_JBIBGZ010000007.1,226256,258160,38.9855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC017681,NZ_JBIRIZ010000004.1,160266,192241,38.9823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC017599,NZ_JBIRJH010000007.1,163811,195786,38.9823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC049727,NZ_JBITLK010000002.1,471297,503257,38.9820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC090028,NZ_JBIVFJ010000003.1,345546,377541,38.9846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus XQ-29,NZ_CP146837.1,2370895,2402727,38.9810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC006961,NZ_JBEYLA010000009.1,44716,76536,38.9853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC029026,NZ_JBFAFK010000011.1,155254,187157,38.9780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC058907,NZ_JBHYLM010000007.1,24759,56832,38.9776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces griseoaurantiacus NPDC020455,NZ_JBIRVF010000005.1,24339,56242,38.9784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00595,NZ_CP108324.1,5142200,5174090,38.9855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00595,CP108324.1,5142200,5174090,38.9861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00522,NZ_CP108325.1,2351422,2383312,38.9853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00522,CP108325.1,2351422,2383312,38.9859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00504,NZ_CP108329.1,2346041,2377944,38.9814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00504,CP108329.1,2346041,2377944,38.9853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00489,NZ_CP108330.1,2358909,2390799,38.9855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00489,CP108330.1,2358909,2390799,38.9861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00023,NZ_CP108339.1,2338740,2370656,38.9836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00023,CP108339.1,2338740,2370656,38.9875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00805,NZ_CP108895.1,5004456,5036305,38.9851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00805,CP108895.1,5004456,5036305,38.9857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis CGMCC 4.1859,FNAX01000004.1,139923,171977,38.9833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis CGMCC 4.1859,NZ_FNAX01000004.1,139923,171896,38.9806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00521,NZ_CP108326.1,5026657,5058577,38.9847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00521,CP108326.1,5026657,5058577,38.9853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00478,NZ_CP108343.1,2424525,2456459,38.9832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces jietaisiensis NBC_00478,CP108343.1,2424525,2456459,38.9838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces aurantiogriseus JCM 4346,NZ_BMSX01000019.1,94608,123873,37.0699,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces aurantiogriseus JCM 4346,BMSX01000019.1,94608,123873,37.0699,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces klenkii NPDC020873,NZ_JBFADQ010000051.1,16279,45922,39.1029,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces klenkii STD57,NZ_JBFBOQ010000005.1,185063,214678,39.1036,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces klenkii NPDC008256,NZ_JBIBGF010000015.1,28285,57931,39.1046,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces klenkii KCTC 29202,NZ_RBAM01000015.1,59417,89016,39.1047,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces klenkii KCTC 29202,RBAM01000015.1,59474,89016,39.1038,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces klenkii NPDC006652,NZ_JBEXOE010000038.1,32353,61916,39.1119,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces klenkii NPDC049569,NZ_JBFAPJ010000034.1,11207,40766,39.1103,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces nondiastaticus NPDC052563,NZ_JBFAUC010000022.1,61732,91383,39.1114,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces nondiastaticus NPDC001650,NZ_JBIAUT010000001.1,925777,955419,39.1083,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces tauricus JCM 4837,BMVY01000001.1,155042,187493,42.0668,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tauricus JCM 4837,NZ_BMVY01000001.1,155042,187469,42.0657,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tauricus Act25,NZ_JAPFQQ010000003.1,168632,201068,42.0679,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tauricus NBUD24,NZ_JBJKFA010000003.1,9525689,9558160,42.0667,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces aurantiacus NPDC000061,NZ_JBEPFO010000024.1,73824,104979,33.9727,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces aurantiacus JCM 4677,NZ_AP023440.1,8888047,8920375,42.0675,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces aurantiacus JCM 4677,AP023440.1,8888047,8920321,42.0658,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces aurantiacus NPDC020402,NZ_JBFAES010000041.1,50108,69083,17.6390,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
Streptomyces aurantiacus NRRL ISP-5412,NZ_LIPP01000038.1,15577,42937,34.8499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Streptomyces paludis GSSD-12,CP031194.1,7010074,7042020,42.0505,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces paludis GSSD-12,NZ_CP031194.1,7010074,7041996,42.0511,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces liliifuscus ZYC-3,CP066831.1,564708,596373,39.0673,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces liliifuscus ZYC-3,NZ_CP066831.1,564744,596373,39.0739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces smyrnaeus DSM 42105,NZ_JAFFZM010000011.1,131870,161794,39.1159,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus DSM 42105,JAFFZM010000011.1,131870,161794,39.1158,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC006345,NZ_JBEXQS010000006.1,106406,136277,39.1171,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC007131,NZ_JBEYFH010000011.1,91585,121491,39.1134,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC058837,NZ_JBHYNG010000096.1,53,30009,39.1144,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC058820,NZ_JBHYNV010000019.1,11842,41757,39.1149,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC058799,NZ_JBHYOO010000006.1,93591,123506,39.1149,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC022050,NZ_JBFACA010000009.1,132556,162484,39.1112,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC008199,NZ_JBIBGX010000010.1,132556,162484,39.1112,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC020989,NZ_JBIRQY010000007.1,107866,137734,39.1114,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces smyrnaeus NPDC020988,NZ_JBIRQZ010000011.1,93509,123377,39.1114,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces canus NBC_00994,JAPEOP010000001.1,3160039,3191802,42.0709,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces canus NBC_00994,NZ_JAPEOP010000001.1,3160039,3191754,41.0595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces canus NBC_01002,CP108709.1,10451612,10483375,42.0712,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces canus NBC_01002,NZ_CP108709.1,10451660,10483375,41.0598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces spectabilis NPDC050532,NZ_JBFAJF010000014.1,41465,71615,33.9632,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis JCM 4308,NZ_BMSQ01000016.1,133570,164034,36.9882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis JCM 4308,BMSQ01000016.1,133570,164034,36.9881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis ATCC 27465,NZ_CP023690.1,7909961,7940425,36.9882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis ATCC 27465,CP023690.1,7909961,7940425,36.9879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis CECT 3146,NZ_JACHJD010000011.1,244072,274536,36.9882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis CECT 3146,JACHJD010000011.1,244072,274536,36.9881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis KCTC9218,NZ_JALDMZ010000001.1,7797776,7828240,36.9882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis NPDC040948,NZ_JBEZCK010000005.1,93779,124243,36.9882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis NRRL 2792,CP040916.1,7597095,7627674,36.9862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spectabilis NRRL 2792,NZ_CP040916.1,7597095,7627644,36.9846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces longispororuber NPDC013387,NZ_JBEYDD010000007.1,205059,237018,33.9465,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces longispororuber NPDC013780,NZ_JBICBE010000006.1,221079,253155,33.9457,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces longispororuber JCM 4784,NZ_BNBT01000159.1,1510,19123,22.5685,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces spirodelae DW4-2,NZ_JAFFZN010000025.1,98911,129085,39.1043,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces spirodelae DW4-2,JAFFZN010000025.1,98911,129085,39.1056,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces ferrugineus CCTCC AA2014009,NZ_CP063373.1,6877211,6908752,41.0701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ferrugineus CCTCC AA2014009,CP063373.1,6877211,6908752,39.0603,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces diacarni LHW51701,NZ_QOIN01000046.1,201654,231554,39.0894,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces diacarni LHW51701,QOIN01000046.1,201696,231554,39.0867,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces diacarni NPDC047566,NZ_JBEYTF010000002.1,125858,155705,39.0886,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces tubbatahanensis DSD3025,NZ_CP093846.1,6437677,6467550,39.0846,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces actinocidus E95,CP176002.1,8274522,8305779,33.9747,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces liliiviolaceus BH-SS-21,NZ_JAGPYQ010000002.1,1884094,1915927,39.0595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces liliiviolaceus BH-SS-21,JAGPYQ010000002.1,1884094,1915927,39.0589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces dioscori A217,NZ_KZ679042.1,393558,425957,39.0510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces dioscori A217,KZ679042.1,393570,425957,39.0518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces oceani SCSIO 02100,NZ_LJGU01000130.1,16080,44933,37.0565,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces phaeochromogenes NPDC050987,NZ_JBFAGN010000010.1,209120,240738,39.0706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces phaeochromogenes NPDC050987,JBFAGN010000010.1,209120,240738,42.0800,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomyces phaeochromogenes NPDC048648,NZ_JBICVN010000012.1,117658,149307,41.0672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces phaeochromogenes NPDC048648,JBICVN010000012.1,117658,149307,42.0766,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Streptomycetaceae bacterium MP113-05,KI547045.1,136258,166162,39.0953,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomycetaceae bacterium MP113-05,AWQV01000559.1,8706,29419,23.7902,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces scabiei NPDC008167,NZ_JBIBHE010000021.1,9783,39677,39.0775,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Streptomyces sp. CG1 cg1,NZ_CP163518.1,1832611,1867289,32.9942,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura sp. B10D3,NZ_JBDPLY010000020.1,109406,138174,26.9073,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura latina NBRC 106108,NZ_BCQS01000011.1,4886,34021,29.9248,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura latina ATCC BAA-277,NZ_JAAXPI010000040.1,28220,57355,29.9248,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura latina ATCC BAA-277,JAAXPI010000040.1,28220,57355,29.9199,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinocrinis sp.,NZ_DASRBQ010000128.1,18164,49337,30.9357,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinocrinis sp.,DASRBQ010000128.1,18164,49337,30.9357,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinocrinis sp.,NZ_DATNGK010000196.1,5442,36621,30.9490,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura madurae NCTC11373,NZ_UAPP01000002.1,198917,226479,24.8633,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae NCTC11373,UAPP01000002.1,198917,226479,24.8632,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae LIID-AJ290,NZ_AWOO02000021.1,34019,61569,24.8632,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae DSM 43067,NZ_FOVH01000029.1,23424,50974,24.8651,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae DSM 43067,FOVH01000029.1,23424,50974,24.8650,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae ATCC 19425,NZ_CP083237.1,3729720,3757269,24.8642,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae ATCC 19425,CP083237.1,3729720,3756043,23.8484,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Actinomadura madurae MRC008,NZ_CP094265.1,3090012,3118753,29.8857,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura madurae MRC024,JAJQLD010000001.1,3241294,3268899,18.6309,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
Actinomadura bangladeshensis JCM 13933,NZ_BAAAMX010000054.1,3941,33208,29.9199,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura bangladeshensis JCM 13933,BAAAMX010000054.1,3941,33208,29.9201,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura spongiicola LHW52907,NZ_QVNQ01000010.1,231514,260310,26.9108,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura spongiicola LHW52907,QVNQ01000010.1,231514,260310,26.9091,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura pelletieri DSM 43383,NZ_RBWU01000001.1,1192687,1221908,26.9054,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinomadura pelletieri DSM 43383,RBWU01000001.1,1192687,1221908,26.9067,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Actinospica sp.,DATJIF010000040.1,87073,117309,28.9063,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
