Organism,Scaffold,Start,End,Score,CAB41566.1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000005.1,91779,93960,1.1379,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000002.1,42821,45002,1.1379,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000008.1,117468,119649,1.1379,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000019.1,20519,22700,1.1379,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000010.1,211247,213428,1.1379,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000001.1,141343,143524,1.1379,1
Streptomyces rochei NPDC004652,NZ_JBEXKT010000009.1,116373,118554,1.1379,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000001.1,1616749,1618930,1.1379,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000001.1,1772639,1774820,1.1379,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000008.1,107565,109746,1.1378,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000001.1,906578,908759,1.1378,1
Streptomyces rochei JK1,NZ_CP121271.1,6234294,6236475,1.1378,1
Streptomyces rochei SR1102,NZ_CP161948.1,1821319,1823500,1.1378,1
Streptomyces rochei SID8161,NZ_JAAGMZ010001244.1,122,2303,1.1378,1
Streptomyces rochei NS1,NZ_JAJIRV010000031.1,92692,94873,1.1378,1
Streptomyces rochei CC36,NZ_JASCXS010000053.1,19685,21866,1.1378,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000011.1,32904,35085,1.1378,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000006.1,112960,115141,1.1378,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000013.1,114337,116518,1.1378,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000008.1,289606,291787,1.1378,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000010.1,221606,223787,1.1378,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000071.1,20576,22757,1.1378,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000063.1,20581,22762,1.1378,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000009.1,213856,216037,1.1378,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000003.1,366363,368544,1.1378,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000003.1,140726,142907,1.1378,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000007.1,210754,212935,1.1378,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000003.1,139315,141496,1.1378,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000006.1,236263,238444,1.1378,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000009.1,141714,143895,1.1378,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000002.1,384561,386742,1.1378,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000006.1,411235,413416,1.1378,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000004.1,411360,413541,1.1378,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000005.1,143475,145656,1.1378,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000002.1,704001,706182,1.1378,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000005.1,220397,222578,1.1378,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000058.1,19612,21793,1.1378,1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000018.1,82438,84619,1.1377,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000008.1,20502,22683,1.1377,1
Streptomyces rochei NPDC057778,NZ_JBHVKP010000066.1,19547,21728,1.1377,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000009.1,20586,22767,1.1377,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000021.1,20501,22682,1.1377,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000005.1,178400,180581,1.1377,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000009.1,220333,222514,1.1377,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000001.1,139376,141557,1.1377,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000109.1,2843,5024,1.1377,1
Streptomyces rochei S32,CP133098.1,1880582,1882763,1.1377,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000010.1,209168,211349,1.1377,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000005.1,220476,222657,1.1377,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000024.1,20617,22798,1.1377,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000009.1,20588,22769,1.1377,1
Streptomyces rochei NPDC057773,NZ_JBHVKO010000013.1,20552,22733,1.1377,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000003.1,245820,248001,1.1377,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000008.1,187435,189616,1.1377,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000002.1,388954,391135,1.1377,1
Streptomyces rochei NPDC006395,NZ_JBEXQE010000016.1,76470,78651,1.1377,1
Streptomyces rochei D21E05,NZ_CP139824.1,6420848,6423029,1.1375,1
Streptomyces rochei ACT-15,JBIENZ020001076.1,0,2078,1.1303,1
Streptomyces geysiriensis S19,NZ_JAIFOQ010000349.1,398,2579,1.1380,1
Streptomyces geysiriensis JCM 4962,BMWF01000010.1,126951,129132,1.1378,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000003.1,372430,374611,1.1379,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,6176211,6178392,1.1379,1
Streptomyces sp. SHP22-7 SHP 22-7,QXMM01000007.1,250588,252769,1.1379,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000003.1,99381,101562,1.1378,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,5765108,5767289,1.1378,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,6030944,6033125,1.1378,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,6187207,6189388,1.1378,1
Streptomyces enissocaesilis NBF 715,CP118027.1,6297510,6299691,1.1377,1
Streptomyces ambofaciens ATCC 23877,NZ_CP012382.1,6269613,6271794,1.1372,1
Streptomyces ambofaciens DSM 40697,NZ_CP012949.1,6140444,6142625,1.1363,1
Streptomyces pactum ACT12,NZ_CP019724.1,2005414,2007598,1.1369,1
Streptomyces viridiviolaceus JCM 4855,NZ_BMWA01000002.1,328341,330525,1.1368,1
Streptomyces mutabilis TRM 76172,NZ_JAMYEN010000225.1,22179,24360,1.1366,1
Streptomyces mutabilis TRM76172,JAMYEN010000225.1,22179,24360,1.1366,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000001.1,616131,618312,1.1366,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000001.1,305790,307971,1.1366,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000012.1,126278,128459,1.1366,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000007.1,350147,352328,1.1366,1
Streptomyces mutabilis MPB24,NZ_CP176874.1,6107232,6109413,1.1365,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000002.1,119257,121438,1.1365,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000032.1,22047,24228,1.1365,1
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000008.1,132582,134763,1.1365,1
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000025.1,49759,51940,1.1365,1
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000009.1,21073,23254,1.1365,1
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000001.1,1282562,1284743,1.1365,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000065.1,26135,28316,1.1365,1
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000016.1,155456,157637,1.1365,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000047.1,4961,7142,1.1364,1
Streptomyces mutabilis NPDC058827,NZ_JBHYNQ010000007.1,21100,23281,1.1364,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000008.1,97611,99792,1.1362,1
Streptomyces mutabilis NPDC058354,NZ_JBHXIP010000006.1,302570,304751,1.1361,1
Streptomyces mutabilis NPDC058363,NZ_JBHXIX010000017.1,155262,157443,1.1361,1
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000015.1,106596,108777,1.1360,1
Streptomyces mutabilis TRM 45540,NZ_KN039947.1,831698,833879,1.1355,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000004.1,378722,380903,1.1350,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000025.1,36811,39010,1.1366,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000002.1,461460,463659,1.1365,1
Streptomyces parvulus 2297,NZ_QQBH01000019.1,121758,123957,1.1365,1
Streptomyces parvulus 2297,NZ_CP015866.1,5665569,5667768,1.1348,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000009.1,341319,343518,1.1364,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000009.1,34166,36365,1.1364,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000011.1,33417,35616,1.1364,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000003.1,128523,130722,1.1363,1
Streptomyces parvulus NPDC048620,NZ_JBEZHW010000015.1,33354,35553,1.1361,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000029.1,61551,63750,1.1361,1
Streptomyces parvulus A03,NZ_JAYMRR010000029.1,31577,33776,1.1356,1
Streptomyces parvulus NPDC048617,NZ_JBEZHY010000028.1,52141,54340,1.1356,1
Streptomyces parvulus NPDC004997,NZ_JBEXJC010000043.1,30536,32735,1.1356,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000013.1,37823,40022,1.1356,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000009.1,37997,40196,1.1356,1
Streptomyces parvulus NPDC005540,NZ_JBEXDJ010000034.1,37196,39395,1.1355,1
Streptomyces parvulus LP03,NZ_JAIWPL010000012.1,304377,306576,1.1353,1
Streptomyces parvulus NPDC003902,NZ_JBEXMQ010000049.1,17767,19966,1.1353,1
Streptomyces parvulus NPDC046875,NZ_JBEYXL010000017.1,159187,161386,1.1353,1
Streptomyces parvulus NPDC097689,NZ_JBEORZ010000012.1,37388,39587,1.1352,1
Streptomyces parvulus PBR36,NZ_JAMOLM010000067.1,29214,31413,1.1352,1
Streptomyces parvulus SX6,NZ_JAJJMU010000005.1,262548,264747,1.1352,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000012.1,104599,106798,1.1352,1
Streptomyces parvulus NPDC003845,NZ_JBEXMS010000023.1,52024,54223,1.1352,1
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000054.1,3738,5937,1.1352,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000035.1,29250,31449,1.1352,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000011.1,37775,39974,1.1352,1
Streptomyces parvulus NPDC048632,NZ_JBEZHT010000014.1,164656,166855,1.1352,1
Streptomyces parvulus NPDC052119,NZ_JBFAVZ010000025.1,52042,54241,1.1352,1
Streptomyces parvulus NPDC048712,NZ_JBEZGZ010000045.1,16696,18895,1.1350,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000027.1,51688,53887,1.1350,1
Streptomyces parvulus NPDC052306,NZ_JBIUBC010000013.1,29471,31670,1.1349,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000011.1,37396,39595,1.1348,1
Streptomyces flaveolus JCM 4032,NZ_BMRV01000010.1,268163,270347,1.1361,1
Streptomyces flaveolus NPDC086842,NZ_JBIVAR010000006.1,360307,362491,1.1360,1
Streptomyces flaveolus NPDC097624,NZ_JBEOSC010000013.1,103707,105891,1.1359,1
Streptomyces flaveolus NPDC005559,NZ_JBEXDF010000009.1,14132,16316,1.1355,1
Streptomyces flaveolus NPDC005910,NZ_JBEXVU010000069.1,14122,16306,1.1355,1
Streptomyces flaveolus NPDC102396,NZ_JBIWKU010000014.1,125513,127730,1.1352,1
Streptomyces flaveolus NPDC000175,NZ_JBEPEV010000003.1,201455,203639,1.1352,1
Streptomyces flaveolus NPDC018018,NZ_JBIRGE010000001.1,407845,410029,1.1352,1
Streptomyces flaveolus NPDC018017,NZ_JBIRGF010000001.1,407805,409989,1.1352,1
Streptomyces flaveolus NPDC014719,NZ_JBIBYT010000004.1,334379,336596,1.1352,1
Streptomyces flaveolus NPDC052248,NZ_JBFAUY010000019.1,72493,74710,1.1352,1
Streptomyces flaveolus NPDC052172,NZ_JBFAVR010000031.1,14505,16722,1.1352,1
Streptomyces flaveolus NPDC052219,NZ_JBFAVH010000008.1,14517,16734,1.1351,1
Streptomyces flaveolus NPDC014714,NZ_JBIBYU010000043.1,14813,17030,1.1350,1
Streptomyces flaveolus NPDC059703,NZ_JBHWFN010000012.1,72134,74351,1.1350,1
Streptomyces flaveolus NPDC000675,NZ_JBEPCO010000003.1,102919,105136,1.1350,1
Streptomyces flaveolus NPDC000632,NZ_JBEPCV010000072.1,14800,17017,1.1350,1
Streptomyces flaveolus NPDC044998,NZ_JBEZBB010000111.1,14814,17031,1.1350,1
Streptomyces flaveolus NPDC015091,NZ_JBIBVL010000003.1,326639,328856,1.1347,1
Streptomyces flaveolus NPDC047111,NZ_JBEYUO010000001.1,148183,150400,1.1335,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000002.1,203443,205627,1.1359,1
Streptomyces solaniscabiei FS75,NZ_JADGFX010000003.1,373028,375212,1.1357,1
Streptomyces solaniscabiei FS66,NZ_JADGFY010000022.1,97093,99277,1.1357,1
Streptomyces solaniscabiei N26,NZ_WQLR01000006.1,194182,196366,1.1357,1
Streptomyces solaniscabiei FS70,NZ_WQLU01000003.1,373028,375212,1.1357,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000057.1,15951,18135,1.1354,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000031.1,58426,60637,1.1350,1
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000010.1,58424,60635,1.1350,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000031.1,59942,62153,1.1350,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000027.1,52345,54556,1.1348,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000033.1,52345,54556,1.1348,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000011.1,286783,288994,1.1348,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000005.1,232795,235006,1.1348,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000015.1,133148,135359,1.1347,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000012.1,301310,303521,1.1347,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000012.1,69124,71335,1.1347,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000005.1,70379,72590,1.1347,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000001.1,324348,326559,1.1347,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000004.1,364224,366435,1.1347,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000014.1,133200,135411,1.1347,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000003.1,471095,473306,1.1347,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000006.1,304535,306746,1.1347,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000027.1,311249,313460,1.1347,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000010.1,77094,79305,1.1345,1
Streptomyces olivaceus B-81,NZ_CP098608.1,4375901,4378112,1.1347,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000002.1,439998,442209,1.1347,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000001.1,537630,539841,1.1347,1
Streptomyces olivaceus N11-26,NZ_BNEG01000003.1,392615,394826,1.1347,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000002.1,73831,76042,1.1346,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000002.1,139153,141364,1.1346,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000002.1,371992,374203,1.1346,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000014.1,71833,74044,1.1346,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000007.1,140264,142475,1.1346,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000012.1,177579,179790,1.1346,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000007.1,177579,179790,1.1346,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000008.1,295110,297321,1.1346,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000014.1,140454,142665,1.1346,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000012.1,177580,179791,1.1346,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000010.1,177579,179790,1.1346,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000009.1,177579,179790,1.1346,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000008.1,295059,297270,1.1346,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000011.1,140458,142669,1.1346,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000013.1,177579,179790,1.1346,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000006.1,243773,245984,1.1346,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000011.1,177580,179791,1.1346,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000012.1,140454,142665,1.1346,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000002.1,315038,317249,1.1346,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000003.1,370383,372594,1.1346,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000003.1,281104,283315,1.1346,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000002.1,597353,599564,1.1346,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000001.1,893638,895849,1.1346,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000001.1,1071810,1074021,1.1346,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000004.1,625591,627802,1.1346,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000001.1,1071797,1074008,1.1346,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000001.1,597302,599513,1.1346,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000005.1,326078,328289,1.1346,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000029.1,81130,83329,1.1345,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000003.1,111174,113373,1.1345,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000026.1,82144,84355,1.1345,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,6341230,6343441,1.1345,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000001.1,1095673,1097884,1.1345,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,2047426,2049637,1.1345,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000002.1,422541,424752,1.1345,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000002.1,21307,23518,1.1345,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000054.1,35536,37747,1.1345,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000002.1,148587,150798,1.1345,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000007.1,72895,75106,1.1345,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000005.1,327398,329609,1.1345,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000003.1,473741,475952,1.1345,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000005.1,72920,75131,1.1345,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000011.1,72995,75206,1.1345,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000001.1,1847464,1849675,1.1345,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000027.1,21347,23558,1.1345,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000028.1,21346,23557,1.1345,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000003.1,1835204,1837415,1.1345,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000001.1,481193,483404,1.1345,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000001.1,953756,955967,1.1345,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000004.1,106325,108536,1.1345,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000004.1,722585,724796,1.1345,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000001.1,953335,955546,1.1345,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000003.1,154693,156904,1.1345,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000021.1,35410,37621,1.1344,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000018.1,35391,37602,1.1344,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000045.1,21371,23582,1.1344,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000017.1,43444,45655,1.1344,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000030.1,21371,23582,1.1344,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000027.1,21393,23604,1.1344,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000018.1,43444,45655,1.1344,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000049.1,21371,23582,1.1344,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000006.1,283885,286096,1.1344,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000001.1,730984,733195,1.1344,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000021.1,148671,150882,1.1344,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000017.1,148694,150905,1.1344,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000002.1,275528,277739,1.1344,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000009.1,54376,56587,1.1343,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000032.1,76906,79117,1.1342,1
Streptomyces olivaceus NPDC127083,NZ_JBHXEZ010000031.1,706,2917,1.1341,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000005.1,70351,72562,1.1340,1
Streptomyces lancefieldiae DSM 40712,NZ_JAVRFH010000012.1,194104,196324,1.1350,1
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000038.1,33281,35465,1.1349,1
Streptomyces marokkonensis NPDC058328,NZ_JBHVZQ010000001.1,276165,278322,1.1317,1
Streptomyces marokkonensis OANH409,NZ_VSKS01000001.1,366271,368428,1.1315,1
Streptomyces griseomycini JCM 4382,NZ_BMTI01000005.1,180996,183153,1.1343,1
Streptomyces griseomycini JCM 4385,NZ_BMTK01000006.1,201398,203555,1.1343,1
Streptomyces griseomycini CECT 3273,NZ_JACHJI010000004.1,447740,449897,1.1343,1
Streptomyces griseomycini NPDC052024,NZ_JBFAWX010000028.1,8650,10807,1.1343,1
Streptomyces griseicoloratus TRM S81-3,NZ_JACVQF010000224.1,125680,127861,1.1341,1
Streptomyces calvus SAI-214,NZ_JBGBZY010000001.1,1374166,1376323,1.1331,1
Streptomyces calvus DSM 41692,NZ_JACJHU010000001.1,2470482,2472639,1.1328,1
Streptomyces calvus JCM 9947,NZ_JBHUDR010000032.1,60564,62721,1.1328,1
Streptomyces calvus NPDC048247,NZ_JBICZM010000001.1,857165,859322,1.1327,1
Streptomyces calvus JCM 4326,NZ_BMSU01000013.1,206559,208716,1.1326,1
Streptomyces calvus DSM 41452,NZ_CP022310.1,1466838,1468995,1.1326,1
Streptomyces calvus CECT 3271,NZ_JACJIE010000001.1,957896,960053,1.1326,1
Streptomyces calvus T3018,NZ_VCNP01000010.1,474688,476845,1.1326,1
Streptomyces atrovirens JCM 6913,NZ_BAAATG010000006.1,210896,213056,1.1329,1
Streptomyces atrovirens CGMCC 4.1595,NZ_JBHSKN010000014.1,210986,213146,1.1329,1
Streptomyces virens JCM 9095,NZ_BAAAUH010000002.1,251531,253688,1.1328,1
Streptomyces fimbriatus JCM 5080,NZ_BAAASS010000003.1,507701,509858,1.1323,1
Streptomyces fimbriatus CGMCC 4.1598,NZ_JBHSKL010000003.1,507670,509827,1.1323,1
Streptomyces griseoloalbus JCM 4480,NZ_BMUD01000009.1,199532,201689,1.1320,1
Streptomyces griseoloalbus NPDC005564,NZ_JBEXDC010000001.1,685608,687765,1.1317,1
Streptomyces griseoloalbus NPDC048274,NZ_JBEZLS010000013.1,35474,37631,1.1305,1
Streptomyces edwardsiae DSM 41636,NZ_JAVRFA010000017.1,12262,14422,1.1319,1
Streptomyces edwardsiae DSM 41635,NZ_JAVRFB010000004.1,323801,325961,1.1317,1
Streptomyces albaduncus JCM 4715,NZ_BMVH01000004.1,97944,100101,1.1319,1
Streptomyces albaduncus CECT 3226,NZ_JACHJE010000003.1,188313,190470,1.1319,1
Streptomyces malachitofuscus JCM 4493,BMUF01000012.1,267575,269732,1.1319,1
Streptomyces griseoflavus NPDC007022,NZ_JBEYGY010000001.1,479955,482112,1.1317,1
Streptomyces griseoflavus JCM 4479,NZ_BMUC01000006.1,271172,273329,1.1316,1
Streptomyces griseoflavus NPDC101220,NZ_JBIWOJ010000001.1,833732,835889,1.1316,1
Streptomyces griseoflavus NPDC003195,NZ_JBEXNI010000019.1,2261,4418,1.1316,1
Streptomyces griseoflavus NPDC003189,NZ_JBEXNJ010000001.1,318021,320178,1.1315,1
Streptomyces griseoflavus Tu4000,NZ_GG657758.1,1551501,1553658,1.1305,1
Streptomyces griseoincarnatus NPDC060297,JBHXBT010000005.1,184463,186620,1.1316,1
Streptomyces griseoincarnatus NPDC057160,JBHUVP010000014.1,86196,88353,1.1314,1
Streptomyces griseoincarnatus HNS054,CP139576.1,5934576,5936733,1.1313,1
Streptomyces griseoincarnatus RB7AG,NZ_JAMQBH010000001.1,440366,442523,1.1312,1
Streptomyces griseoincarnatus NPDC057247,JBHUXQ010000081.1,19142,21299,1.1312,1
Streptomyces griseoincarnatus NPDC057108,JBHUUF010000023.1,30744,32901,1.1312,1
Streptomyces griseoincarnatus NPDC057104,JBHUUB010000018.1,30739,32896,1.1312,1
Streptomyces griseoincarnatus NPDC057111,JBHUUH010000009.1,119691,121848,1.1312,1
Streptomyces griseoincarnatus NPDC050601,JBFARB010000004.1,254218,256375,1.1311,1
Streptomyces griseoincarnatus NPDC052465,JBFBCS010000001.1,299526,301683,1.1311,1
Streptomyces griseoincarnatus JCM 4381,BMTH01000004.1,397705,399862,1.1310,1
Streptomyces griseoincarnatus NPDC057351,JBHVAJ010000300.1,1018,3175,1.1310,1
Streptomyces althioticus NPDC013074,NZ_JBIBAM010000001.1,454529,456686,1.1315,1
Streptomyces althioticus NPDC020357,NZ_JBFAEU010000155.1,14663,16820,1.1313,1
Streptomyces althioticus NPDC020368,NZ_JBIRVU010000006.1,18962,21119,1.1313,1
Streptomyces althioticus NPDC020355,NZ_JBIRVX010000011.1,18962,21119,1.1313,1
Streptomyces althioticus NPDC020333,NZ_JBIRWB010000003.1,220248,222405,1.1312,1
Streptomyces althioticus NPDC020231,NZ_JBIRWW010000010.1,220248,222405,1.1312,1
Streptomyces althioticus NPDC005909,NZ_JBEXVV010000016.1,7562,9719,1.1311,1
Streptomyces althioticus NPDC017512,NZ_JBIRKG010000007.1,149582,151739,1.1310,1
Streptomyces althioticus NPDC007892,NZ_JBIADU010000004.1,219032,221189,1.1309,1
Streptomyces althioticus NPDC001673,NZ_JBEOZP010000005.1,190406,192563,1.1301,1
