Organism,Scaffold,Start,End,Score,CAB87217.1,CAB87218.1,CAB87219.1,CAB87220.1,CAB87221.1,CAB87222.1
Streptomyces flaveolus NPDC000175,NZ_JBEPEV010000008.1,351421,358565,11.4111,1,1,1,1,1,1
Streptomyces flaveolus NPDC018018,NZ_JBIRGE010000004.1,242632,249776,11.4111,1,1,1,1,1,1
Streptomyces flaveolus NPDC018017,NZ_JBIRGF010000002.1,583618,590762,11.4111,1,1,1,1,1,1
Streptomyces flaveolus NPDC097624,NZ_JBEOSC010000032.1,13601,20744,11.4092,1,1,1,1,1,1
Streptomyces flaveolus JCM 4032,NZ_BMRV01000006.1,180786,187932,11.4078,1,1,1,1,1,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000047.1,26098,33200,11.4259,1,1,1,1,1,1
Streptomyces ardesiacus 6G-OA-21,NZ_JAMHJP010000017.1,82309,89412,11.4259,1,1,1,1,1,1
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000005.1,250148,257251,11.4263,1,1,1,1,1,1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000001.1,128382,135484,11.4262,1,1,1,1,1,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000005.1,244852,251954,11.4262,1,1,1,1,1,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000125.1,5728,12829,11.4261,1,1,1,1,1,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000005.1,159759,166860,11.4263,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000009.1,250047,257150,11.4263,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000003.1,251294,258397,11.4256,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000006.1,245192,252295,11.4260,1,1,1,1,1,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000005.1,148485,155587,11.4261,1,1,1,1,1,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000007.1,560876,567981,11.4230,1,1,1,1,1,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000001.1,505121,512224,11.4227,1,1,1,1,1,1
Streptomyces ardesiacus NPDC127099,NZ_JBHXFK010000122.1,7821,14924,11.4220,1,1,1,1,1,1
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000005.1,36688,43791,11.4220,1,1,1,1,1,1
Streptomyces lancefieldiae DSM 40712,NZ_JAVRFH010000027.1,9502,16647,8.3871,1,1,1,1,0,1
Streptomyces violaceorubidus NRRL B-16381,NZ_JODM01000003.1,122685,129791,8.3874,1,1,1,1,0,1
Streptomyces olivaceus N11-26,NZ_BNEG01000005.1,802604,809019,8.3727,1,0,1,1,1,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000027.1,42943,49357,8.3724,1,0,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000020.1,24210,30623,8.3713,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000013.1,231439,237853,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000013.1,231439,237853,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000013.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000015.1,231439,237853,8.3714,1,0,1,1,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000013.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000005.1,30709,37123,8.3722,1,0,1,1,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000011.1,75579,81993,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000010.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000015.1,231439,237853,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000012.1,75579,81993,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000012.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000012.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000012.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000013.1,231420,237834,8.3714,1,0,1,1,1,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,2736360,2742774,8.3722,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000009.1,251584,257998,8.3720,1,0,1,1,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000005.1,298731,305271,8.3719,1,0,1,1,1,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000044.1,14293,20833,8.3723,1,0,1,1,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000004.1,50561,57101,8.3723,1,0,1,1,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000006.1,222195,228735,8.3710,1,0,1,1,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000003.1,170471,177011,8.3722,1,0,1,1,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000006.1,273331,279871,8.3719,1,0,1,1,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000004.1,273551,280091,8.3719,1,0,1,1,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000005.1,273331,279871,8.3719,1,0,1,1,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000005.1,273495,280035,8.3719,1,0,1,1,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000006.1,234467,241007,8.3719,1,0,1,1,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000006.1,234467,241007,8.3719,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000005.1,146129,152540,8.3689,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000006.1,30753,37164,8.3718,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000006.1,264831,271242,8.3718,1,0,1,1,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000005.1,272310,278721,8.3689,1,0,1,1,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000007.1,272310,278721,8.3689,1,0,1,1,1,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000005.1,282874,289285,8.3721,1,0,1,1,1,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000007.1,264972,271383,8.3713,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000006.1,146129,152540,8.3689,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000005.1,146129,152540,8.3689,1,0,1,1,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000003.1,268663,275074,8.3718,1,0,1,1,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000010.1,230539,236952,8.3713,1,0,1,1,1,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000015.1,85812,92225,8.3727,1,0,1,1,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000003.1,231669,238083,8.3715,1,0,1,1,1,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000001.1,292943,299480,8.3721,1,0,1,1,1,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000064.1,32758,39300,8.3697,1,0,1,1,1,1
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000085.1,13259,19801,8.3697,1,0,1,1,1,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000009.1,202238,208779,8.3692,1,0,1,1,1,1
Streptomyces rochei S32,CP133098.1,4978417,4985561,11.4240,1,1,1,1,1,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000005.1,433990,441137,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000043.1,47447,54594,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000026.1,65566,72713,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000003.1,626695,633842,11.4241,1,1,1,1,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000001.1,243243,250390,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000034.1,4890,12037,11.4245,1,1,1,1,1,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000010.1,65353,72500,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000004.1,54343,61490,11.4245,1,1,1,1,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000014.1,65575,72722,11.4243,1,1,1,1,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000005.1,65651,72798,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000010.1,65719,72866,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000003.1,627032,634179,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000002.1,532210,539357,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000002.1,46732,53879,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000004.1,319640,326787,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000002.1,65580,72727,11.4243,1,1,1,1,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000003.1,65639,72786,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000001.1,240646,247793,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000001.1,929682,936829,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000002.1,245739,252886,11.4241,1,1,1,1,1,1
Streptomyces rochei SID8161,NZ_JAAGMZ010000935.1,7564,14711,11.4243,1,1,1,1,1,1
Streptomyces rochei CC36,NZ_JASCXS010000030.1,119416,126563,11.4234,1,1,1,1,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000016.1,60835,67982,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000002.1,241505,248652,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000006.1,433381,440528,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000001.1,65734,72878,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000033.1,74807,81951,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000003.1,65756,72903,11.4243,1,1,1,1,1,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000004.1,632212,639359,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000003.1,433134,440281,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000011.1,65694,72841,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000016.1,65572,72719,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000037.1,4925,12072,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000046.1,4925,12072,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000013.1,161688,168835,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000028.1,47283,54430,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000067.1,41123,48270,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000054.1,47377,54521,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000021.1,89293,96440,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000105.1,238,7385,11.4237,1,1,1,1,1,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000006.1,430615,437762,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000039.1,4916,12060,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000033.1,41192,48339,11.4243,1,1,1,1,1,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000018.1,41142,48289,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC057773,NZ_JBHVKO010000041.1,41126,48270,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000021.1,89307,96451,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000037.1,4904,12051,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000004.1,65599,72746,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000005.1,65572,72719,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000016.1,65599,72746,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000005.1,65572,72719,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000009.1,131015,138162,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000004.1,241582,248729,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000004.1,632132,639279,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000038.1,65615,72762,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000042.1,234,7381,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000019.1,4900,12047,11.4247,1,1,1,1,1,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000014.1,257,7404,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000002.1,550987,558134,11.4245,1,1,1,1,1,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000012.1,232,7379,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000004.1,508552,515699,11.4246,1,1,1,1,1,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000002.1,65564,72711,11.4246,1,1,1,1,1,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000023.1,117161,124308,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000012.1,257593,264740,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000030.1,234,7381,11.4245,1,1,1,1,1,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000011.1,196574,203721,11.4245,1,1,1,1,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000003.1,260129,267276,11.4244,1,1,1,1,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000002.1,258962,266109,11.4237,1,1,1,1,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000001.1,261166,268313,11.4246,1,1,1,1,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000001.1,260345,267492,11.4245,1,1,1,1,1,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000001.1,65701,72848,11.4241,1,1,1,1,1,1
Streptomyces rochei SR1102,NZ_CP161948.1,4969654,4976801,11.4239,1,1,1,1,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000043.1,46639,53786,11.4248,1,1,1,1,1,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000025.1,4926,12073,11.4233,1,1,1,1,1,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000004.1,515111,522258,11.4237,1,1,1,1,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000004.1,65663,72810,11.4233,1,1,1,1,1,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000001.1,244697,251844,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000002.1,244904,252051,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000001.1,1022213,1029360,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000008.1,244774,251921,11.4242,1,1,1,1,1,1
Streptomyces rochei NS1,NZ_JAJIRV010000002.1,75595,82742,11.4238,1,1,1,1,1,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000017.1,72194,79341,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000024.1,4899,12046,11.4241,1,1,1,1,1,1
Streptomyces rochei MTOC-St3,NZ_JBIENY010000104.1,65554,72701,11.4241,1,1,1,1,1,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000022.1,64792,71939,11.4236,1,1,1,1,1,1
Streptomyces rochei JK1,NZ_CP121271.1,3055711,3062858,11.4237,1,1,1,1,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000003.1,65542,72689,11.4242,1,1,1,1,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000004.1,65608,72755,11.4240,1,1,1,1,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000001.1,514997,522144,11.4246,1,1,1,1,1,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000002.1,443171,450315,11.4230,1,1,1,1,1,1
Streptomyces rochei D21E05,NZ_CP139824.1,3289343,3296490,11.4232,1,1,1,1,1,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000045.1,4879,12023,11.4231,1,1,1,1,1,1
Streptomyces rochei NPDC057778,NZ_JBHVKP010000034.1,4864,12008,11.4231,1,1,1,1,1,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000017.1,4909,12056,11.4234,1,1,1,1,1,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000002.1,241167,248314,11.4234,1,1,1,1,1,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000009.1,121021,128168,11.4234,1,1,1,1,1,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000067.1,11231,18378,11.4234,1,1,1,1,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000002.1,513794,520938,11.4232,1,1,1,1,1,1
Streptomyces rochei NPDC006395,NZ_JBEXQE010000002.1,515658,522802,11.4236,1,1,1,1,1,1
Streptomyces rochei NPDC004652,NZ_JBEXKT010000056.1,41194,48341,11.4234,1,1,1,1,1,1
Streptomyces rochei ACT-15,JBIENZ020000015.1,5053,11127,9.3657,0,1,1,1,1,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,2830448,2837595,8.3910,1,1,1,1,0,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000007.1,131896,139043,11.4244,1,1,1,1,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,2895054,2902201,11.4245,1,1,1,1,1,1
Streptomyces geysiriensis JCM 4962,BMWF01000007.1,244970,252117,11.4242,1,1,1,1,1,1
Streptomyces geysiriensis S19,NZ_JAIFOQ010000024.1,24559,31706,11.4241,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000002.1,597482,604629,11.4248,1,1,1,1,1,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,3109857,3117004,11.4241,1,1,1,1,1,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,2966928,2974075,11.4240,1,1,1,1,1,1
Streptomyces enissocaesilis NBF 715,CP118027.1,3075361,3082508,11.4234,1,1,1,1,1,1
Streptomyces mutabilis MPB24,NZ_CP176874.1,2858757,2865901,8.3779,1,0,1,1,1,1
Streptomyces mutabilis TRM 76172,NZ_JAMYEN010000212.1,27756,34900,11.4206,1,1,1,1,1,1
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000017.1,86172,93317,11.4220,1,1,1,1,1,1
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000002.1,421670,428816,11.4216,1,1,1,1,1,1
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000009.1,411638,418782,11.4212,1,1,1,1,1,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000014.1,212132,219278,11.4211,1,1,1,1,1,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000021.1,3279,10423,11.4209,1,1,1,1,1,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000028.1,87603,94746,11.4224,1,1,1,1,1,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000014.1,87700,94843,11.4220,1,1,1,1,1,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000060.1,3217,10360,11.4217,1,1,1,1,1,1
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000023.1,9242,16385,11.4220,1,1,1,1,1,1
Streptomyces mutabilis NPDC058827,NZ_JBHYNQ010000048.1,3229,10373,11.4210,1,1,1,1,1,1
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000022.1,3250,10393,11.4224,1,1,1,1,1,1
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000017.1,3233,10376,11.4224,1,1,1,1,1,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000001.1,282771,289917,11.4240,1,1,1,1,1,1
Streptomyces mutabilis TRM76172,JAMYEN010000212.1,27756,34900,11.4206,1,1,1,1,1,1
Streptomyces mutabilis NPDC058354,NZ_JBHXIP010000010.1,3241,10387,11.4209,1,1,1,1,1,1
Streptomyces mutabilis NPDC058363,NZ_JBHXIX010000031.1,74256,81402,11.4209,1,1,1,1,1,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000002.1,209658,216802,11.4211,1,1,1,1,1,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000003.1,1071291,1078435,11.4211,1,1,1,1,1,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000002.1,301279,308423,11.4211,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000001.1,700356,707499,11.4204,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_JBHLVD010000001.1,68335,75478,11.4204,1,1,1,1,1,1
Streptomyces mutabilis TRM 45540,NZ_KN039946.1,959645,966787,11.4190,1,1,1,1,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000001.1,164218,171365,11.4204,1,1,1,1,1,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000001.1,1056708,1063843,11.4141,1,1,1,1,1,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000010.1,137904,145039,11.4133,1,1,1,1,1,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000007.1,176931,184068,11.4146,1,1,1,1,1,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000002.1,1076656,1083802,11.4143,1,1,1,1,1,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000002.1,270731,277865,11.4134,1,1,1,1,1,1
Streptomyces parvulus 2297,NZ_QQBH01000013.1,157634,164772,11.4146,1,1,1,1,1,1
Streptomyces parvulus 2297,QQBH01000013.1,157634,164772,11.4147,1,1,1,1,1,1
Streptomyces parvulus 2297,NZ_CP015866.1,2584147,2591282,8.3221,1,1,0,1,1,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000005.1,194222,201356,11.4142,1,1,1,1,1,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000005.1,189166,196301,8.3221,1,1,0,1,1,1
Streptomyces parvulus LP03,NZ_JAIWPL010000001.1,642478,649607,8.3217,1,1,0,1,1,1
Streptomyces parvulus SX6,NZ_JAJJMU010000009.1,164118,171253,8.3222,1,1,0,1,1,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000001.1,163965,171100,8.3222,1,1,0,1,1,1
Streptomyces parvulus PBR36,NZ_JAMOLM010000014.1,28709,35844,8.3222,1,1,0,1,1,1
Streptomyces parvulus A03,NZ_JAYMRR010000009.1,70061,77196,8.3219,1,1,0,1,1,1
Streptomyces parvulus NPDC097689,NZ_JBEORZ010000001.1,8702,15834,8.3214,1,1,0,1,1,1
Streptomyces parvulus NPDC005540,NZ_JBEXDJ010000008.1,69982,77113,8.3220,1,1,0,1,1,1
Streptomyces parvulus NPDC004997,NZ_JBEXJC010000004.1,194836,201968,8.3220,1,1,0,1,1,1
Streptomyces parvulus NPDC003902,NZ_JBEXMQ010000002.1,111428,118560,8.3214,1,1,0,1,1,1
Streptomyces parvulus NPDC003845,NZ_JBEXMS010000001.1,269808,276940,8.3218,1,1,0,1,1,1
Streptomyces parvulus NPDC046875,NZ_JBEYXL010000003.1,266419,273549,8.3221,1,1,0,1,1,1
Streptomyces parvulus NPDC048712,NZ_JBEZGZ010000001.1,461611,468743,8.3222,1,1,0,1,1,1
Streptomyces parvulus NPDC048632,NZ_JBEZHT010000006.1,279594,286727,8.3224,1,1,0,1,1,1
Streptomyces parvulus NPDC048617,NZ_JBEZHY010000010.1,179808,186940,8.3218,1,1,0,1,1,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000003.1,241311,248443,8.3221,1,1,0,1,1,1
Streptomyces parvulus NPDC052119,NZ_JBFAVZ010000001.1,516505,523637,8.3219,1,1,0,1,1,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000023.1,70092,77227,11.4124,1,1,1,1,1,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000002.1,269808,276940,8.3218,1,1,0,1,1,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000001.1,283743,290878,8.3219,1,1,0,1,1,1
Streptomyces parvulus NPDC052306,NZ_JBIUBC010000035.1,44371,51503,8.3218,1,1,0,1,1,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000002.1,614059,621191,8.3217,1,1,0,1,1,1
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000033.1,70537,77669,8.3219,1,1,0,1,1,1
Streptomyces parvulus NPDC048620,NZ_JBEZHW010000001.1,245812,252944,11.4100,1,1,1,1,1,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000012.1,52078,59210,11.4102,1,1,1,1,1,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000031.1,9830,16984,11.4187,1,1,1,1,1,1
Streptomyces ambofaciens ATCC 23877,NZ_CP012382.1,2979856,2987004,11.4151,1,1,1,1,1,1
Streptomyces ambofaciens DSM 40697,NZ_CP012949.1,2930269,2937415,11.4145,1,1,1,1,1,1
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000020.1,27053,34172,8.3863,1,1,1,1,0,1
Streptomyces poriticola C6-003,NZ_JBAGKH010000007.1,183059,190328,11.4045,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000002.1,95114,102240,11.4224,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_JBHUEU010000002.1,2748207,2755333,11.4224,1,1,1,1,1,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,6731415,6738541,11.4224,1,1,1,1,1,1
Streptomyces griseicoloratus TRM S81-3,NZ_JACVQF010000190.1,17221,24330,8.3777,1,1,1,1,0,1
Streptomyces viridiviolaceus JCM 4855,NZ_BMWA01000003.1,238584,245710,11.4089,1,1,1,1,1,1
Streptomyces solaniscabiei FS75,NZ_JADGFX010000023.1,33047,40193,11.4106,1,1,1,1,1,1
