Organism,Scaffold,Start,End,Score,CAB60184.1,CAB60185.1
Streptomyces globisporus NPDC017420,NZ_JBEYKD010000022.1,18834,20575,3.0667,1,1
Streptomyces globisporus NPDC007109,NZ_JBEYKT010000015.1,94615,96356,3.0657,1,1
Streptomyces globisporus NPDC048682,NZ_JBEZJW010000035.1,4806,6547,3.0667,1,1
Streptomyces globisporus NPDC029786,NZ_JBFAFJ010000013.1,124009,125750,3.0666,1,1
Streptomyces globisporus NPDC020346,NZ_JBFAFW010000021.1,4710,6451,3.0654,1,1
Streptomyces globisporus NPDC020318,NZ_JBFAFX010000059.1,4718,6459,3.0654,1,1
Streptomyces globisporus NPDC012598,NZ_JBIBEA010000006.1,97470,99211,3.0667,1,1
Streptomyces globisporus NPDC015151,NZ_JBIBUT010000005.1,94303,96044,3.0654,1,1
Streptomyces globisporus NPDC013833,NZ_JBICAX010000006.1,376892,378633,3.0657,1,1
Streptomyces globisporus NPDC017548,NZ_JBIRJR010000022.1,25950,27691,3.0654,1,1
Streptomyces globisporus NPDC017537,NZ_JBIRJW010000007.1,100773,102514,3.0669,1,1
Streptomyces globisporus NPDC017489,NZ_JBIRKQ010000012.1,115554,117295,3.0654,1,1
Streptomyces globisporus NPDC017463,NZ_JBIRLG010000005.1,410711,412452,3.0654,1,1
Streptomyces globisporus NPDC017426,NZ_JBIRLS010000010.1,239894,241635,3.0654,1,1
Streptomyces globisporus NPDC017423,NZ_JBIRLU010000012.1,156242,157983,3.0654,1,1
Streptomyces globisporus NPDC017400,NZ_JBIRMA010000017.1,23457,25198,3.0654,1,1
Streptomyces globisporus NPDC017276,NZ_JBIRMG010000014.1,207315,209056,3.0667,1,1
Streptomyces globisporus NPDC017273,NZ_JBIRMJ010000013.1,207299,209040,3.0667,1,1
Streptomyces globisporus NPDC020518,NZ_JBIRUV010000005.1,122538,124279,3.0654,1,1
Streptomyces globisporus NPDC020372,NZ_JBIRVT010000016.1,143802,145543,3.0654,1,1
Streptomyces globisporus NPDC019569,NZ_JBIRYA010000008.1,141812,143553,3.0657,1,1
Streptomyces globisporus NPDC087979,NZ_JBIUTR010000005.1,141290,143031,3.0654,1,1
Streptomyces globisporus NPDC092037,NZ_JBIVSE010000003.1,98110,99851,3.0654,1,1
Streptomyces globisporus NPDC091877,NZ_JBIVTB010000006.1,141290,143031,3.0654,1,1
Streptomyces globisporus NPDC102398,NZ_JBIWKT010000002.1,794021,795762,3.0654,1,1
Streptomyces globisporus 1912-4Crt,NZ_QWFA01000085.1,14288,16032,3.0658,1,1
Streptomyces globisporus 1912-4Crt,QWFA01000085.1,14288,16032,3.0671,1,1
Streptomyces globisporus NBC_01078,NZ_CP108664.1,7789447,7791188,3.0656,1,1
Streptomyces globisporus NBC_01078,CP108664.1,7789447,7791188,3.0668,1,1
Streptomyces globisporus NPDC017421,NZ_JBEYKC010000010.1,100642,102383,3.0653,1,1
Streptomyces globisporus NPDC047211,NZ_JBEYUC010000007.1,372647,374388,3.0653,1,1
Streptomyces globisporus NPDC017464,NZ_JBIRLF010000018.1,100573,102314,3.0653,1,1
Streptomyces globisporus NPDC017404,NZ_JBIRLY010000005.1,100582,102323,3.0653,1,1
Streptomyces globisporus NPDC017196,NZ_JBIRNT010000021.1,45236,46977,3.0653,1,1
Streptomyces globisporus NPDC017194,NZ_JBIRNU010000009.1,222045,223786,3.0650,1,1
Streptomyces globisporus NPDC017461,NZ_JBIRLI010000007.1,369356,371097,3.0653,1,1
Streptomyces globisporus NBC 01745,NZ_CP109146.1,7700136,7701877,3.0656,1,1
Streptomyces globisporus NBC 01745,CP109146.1,7700136,7701877,3.0668,1,1
Streptomyces globisporus NPDC017555,NZ_JBIRJP010000001.1,132259,134000,3.0656,1,1
Streptomyces globisporus NPDC017539,NZ_JBIRJV010000006.1,104548,106289,3.0656,1,1
Streptomyces globisporus NPDC017456,NZ_JBIRLJ010000003.1,382092,383833,3.0656,1,1
Streptomyces globisporus NPDC017427,NZ_JBIRLR010000006.1,287773,289514,3.0656,1,1
Streptomyces globisporus NPDC058132,NZ_JBHVTX010000013.1,125481,127223,3.0649,1,1
Streptomyces globisporus NPDC058570,NZ_JBHXOZ010000005.1,161391,163132,3.0656,1,1
Streptomyces globisporus NPDC059200,NZ_JBHZBC010000094.1,25859,27600,3.0656,1,1
Streptomyces globisporus NPDC015003,NZ_JBIBVT010000004.1,255159,256903,3.0660,1,1
Streptomyces globisporus NPDC102349,NZ_JBIWLM010000018.1,25936,27647,3.0645,1,1
Streptomyces badius JCM 4350,NZ_BMSZ01000028.1,42788,44532,3.0670,1,1
Streptomyces badius JCM 4350,BMSZ01000028.1,42788,44532,3.0683,1,1
Streptomyces badius SF7B6,LWMP01000001.1,7388553,7390294,3.0668,1,1
Streptomyces badius SP6C4,LWMQ01000001.1,7381529,7383270,3.0668,1,1
Streptomyces sp. DSS69,NZ_CP142147.1,120768,122514,3.0662,1,1
Streptomyces rubiginosohelvolus NPDC004781,NZ_JBEXJO010000025.1,83796,85540,3.0680,1,1
Streptomyces rubiginosohelvolus NPDC049009,NZ_JBEZFF010000017.1,83926,85670,3.0680,1,1
Streptomyces rubiginosohelvolus NPDC091196,NZ_JBFBGE010000008.1,277123,278867,3.0668,1,1
Streptomyces rubiginosohelvolus NPDC089515,NZ_JBFBGV010000060.1,25863,27607,3.0683,1,1
Streptomyces rubiginosohelvolus NPDC014852,NZ_JBIBWW010000009.1,66275,68019,3.0668,1,1
Streptomyces rubiginosohelvolus NPDC090107,NZ_JBIVDR010000013.1,57527,59271,3.0680,1,1
Streptomyces rubiginosohelvolus NPDC005518,NZ_JBEXDO010000030.1,75671,77415,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC046680,NZ_JBEYZB010000016.1,83917,85661,3.0666,1,1
Streptomyces rubiginosohelvolus NPDC021677,NZ_JBFACI010000016.1,96610,98354,3.0666,1,1
Streptomyces rubiginosohelvolus NPDC056369,NZ_JBHJQB010000030.1,4072,5816,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC056205,NZ_JBHJTS010000044.1,25897,27641,3.0679,1,1
Streptomyces rubiginosohelvolus NPDC056018,NZ_JBHJXF010000305.1,2042,3786,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC056017,NZ_JBHJXG010000301.1,4083,5827,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC055999,NZ_JBHJXT010000079.1,4081,5825,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC055981,NZ_JBHJYB010000019.1,4091,5835,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC059351,NZ_JBHYXR010000025.1,83143,84887,3.0682,1,1
Streptomyces rubiginosohelvolus NPDC001077,NZ_JBIAYC010000021.1,67742,69486,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC087280,NZ_JBIUYO010000007.1,83986,85730,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC090447,NZ_JBIVXU010000012.1,77596,79340,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC101148,NZ_JBIWPS010000014.1,156411,158155,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC090102,NZ_JBIVDU010000011.1,71762,73506,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC091001,NZ_JBIVWR010000005.1,65840,67584,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC058566,NZ_JBHXOV010000017.1,82004,83748,3.0679,1,1
Streptomyces rubiginosohelvolus NPDC058567,NZ_JBHXOW010000031.1,32456,34200,3.0679,1,1
Streptomyces rubiginosohelvolus NPDC055972,NZ_JBHJYG010000029.1,4728,6472,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC060270,NZ_JBHXBF010000018.1,75895,77639,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC057693,NZ_JBHVIW010000281.1,409,2153,3.0684,1,1
Streptomyces rubiginosohelvolus NPDC127056,NZ_JBHXED010000079.1,25786,27530,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC058428,NZ_JBHXKZ010000037.1,4046,5790,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC058445,NZ_JBHXLM010000013.1,84053,85797,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC059332,NZ_JBHYYA010000007.1,4143,5887,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC002508,NZ_JBIARF010000011.1,83970,85714,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC001066,NZ_JBIAYE010000002.1,179253,180996,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC004595,NZ_JBEXLD010000017.1,75301,77045,3.0670,1,1
Streptomyces rubiginosohelvolus NPDC049865,NZ_JBITKY010000006.1,38627,40371,3.0661,1,1
Streptomyces rubiginosohelvolus NPDC056239,NZ_JBHJTB010000063.1,2041,3785,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC055906,NZ_JBHJZV010000072.1,32983,34727,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC056469,NZ_JBHTRT010000005.1,492446,494190,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC058455,NZ_JBHXLS010000012.1,32923,34667,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC001645,NZ_JBIAUU010000002.1,282899,284643,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC014731,NZ_JBIBYP010000011.1,235958,237702,3.0666,1,1
Streptomyces rubiginosohelvolus NPDC048373,NZ_JBICYG010000020.1,40243,41987,3.0669,1,1
Streptomyces rubiginosohelvolus NPDC020217,NZ_JBIRWZ010000015.1,102534,104278,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC004571,NZ_JBEXLK010000009.1,224727,226471,3.0696,1,1
Streptomyces rubiginosohelvolus NPDC020302,NZ_JBIRWK010000007.1,65405,67149,3.0664,1,1
Streptomyces rubiginosohelvolus NPDC058607,NZ_JBHXQC010000020.1,77731,79475,3.0665,1,1
Streptomyces rubiginosohelvolus JCM 4415,NZ_BMTW01000019.1,66376,68120,3.0665,1,1
Streptomyces rubiginosohelvolus JCM 4415,BMTW01000019.1,66376,68120,3.0677,1,1
Streptomyces rubiginosohelvolus NBC_01139,NZ_CP108625.1,107223,108967,3.0665,1,1
Streptomyces rubiginosohelvolus NBC_01139,CP108625.1,107223,108967,3.0677,1,1
Streptomyces rubiginosohelvolus NPDC007871,NZ_JBEYEG010000099.1,28397,30141,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC046682,NZ_JBEYZA010000167.1,4947,6691,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC088324,NZ_JBFBIQ010000023.1,66410,68154,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC057269,NZ_JBHUYH010000011.1,63606,65350,3.0663,1,1
Streptomyces rubiginosohelvolus NPDC007870,NZ_JBIAEB010000012.1,67480,69224,3.0677,1,1
Streptomyces rubiginosohelvolus NPDC008009,NZ_JBIBIW010000007.1,368619,370363,3.0677,1,1
Streptomyces rubiginosohelvolus NPDC007998,NZ_JBIBJA010000006.1,67480,69224,3.0677,1,1
Streptomyces rubiginosohelvolus NPDC007911,NZ_JBIBKO010000013.1,82352,84096,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC085615,NZ_JBITSY010000001.1,1288280,1290024,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC090063,NZ_JBIVEN010000016.1,68171,69915,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC006028,NZ_JBEXUB010000025.1,29833,31577,3.0679,1,1
Streptomyces rubiginosohelvolus NPDC008053,NZ_JBIBIG010000010.1,160415,162159,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC008012,NZ_JBIBIV010000011.1,160618,162362,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC008008,NZ_JBIBIX010000013.1,99220,100964,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC008002,NZ_JBIBIY010000012.1,160569,162313,3.0667,1,1
Streptomyces rubiginosohelvolus NPDC059453,NZ_JBHYVD010000003.1,165192,166936,3.0659,1,1
Streptomyces rubiginosohelvolus NPDC059430,NZ_JBHYVX010000064.1,35977,37721,3.0659,1,1
Streptomyces rubiginosohelvolus NPDC051783,NZ_JBITCG010000006.1,68999,70743,3.0676,1,1
Streptomyces rubiginosohelvolus NPDC048624,NZ_JBICVR010000008.1,86404,88149,3.0665,1,1
Streptomyces rubiginosohelvolus NPDC057973,NZ_JBHVQD010000007.1,126205,127948,3.0658,1,1
Streptomyces rubiginosohelvolus NPDC057932,NZ_JBHVOZ010000023.1,4687,6428,3.0686,1,1
Streptomyces rubiginosohelvolus NPDC004576,NZ_JBEXLJ010000034.1,46816,48559,3.0662,1,1
Streptomyces rubiginosohelvolus NPDC020397,NZ_JBIRVO010000009.1,78151,79894,3.0663,1,1
Streptomyces sindenensis JCM 4164,NZ_BMSG01000004.1,299481,301243,3.0688,1,1
Streptomyces sindenensis NPDC058462,NZ_JBHXLY010000015.1,84655,86417,3.0688,1,1
Streptomyces sindenensis NPDC058546,NZ_JBHXOF010000019.1,73760,75522,3.0688,1,1
Streptomyces sindenensis NPDC058558,NZ_JBHXOQ010000010.1,91551,93313,3.0688,1,1
Streptomyces sindenensis NPDC058562,NZ_JBHXOT010000040.1,18931,20693,3.0688,1,1
Streptomyces sindenensis NPDC059192,NZ_JBHZBJ010000074.1,18917,20679,3.0688,1,1
Streptomyces griseus subsp. griseus ATCC 13273,NZ_CP032543.1,130631,132377,3.0658,1,1
Streptomyces griseus subsp. griseus NRRL F-5144,NZ_JOGA01000022.1,66434,68178,3.0665,1,1
Streptomyces sp. ID01-15D ID01-15d,NZ_JARAZK010000020.1,73794,75538,3.0682,1,1
Streptomyces globisporus subsp. globisporus NRRL B-2709,NZ_JNZK01000017.1,73771,75515,3.0682,1,1
Streptomyces pakalii ENCB-J15,NZ_JARWAF010000006.1,35470,37214,3.0661,1,1
Streptomyces pluricolorescens JCM 4602,NZ_BMUW01000005.1,390819,392563,3.0665,1,1
Streptomyces pluricolorescens JCM 4602,BMUW01000005.1,390819,392563,3.0677,1,1
Streptomyces pratensis TRM74023,NZ_JBBBEN010000089.1,80545,82293,3.0705,1,1
Streptomyces mediolani NRRL WC-3934,NZ_JOJK01000015.1,125647,127388,3.0667,1,1
Streptomyces sp. KY70,NZ_LR881952.1,7684560,7686296,3.0667,1,1
Streptomyces sp. KY70,LR881952.1,7684560,7686296,3.0653,1,1
Streptomyces sp. KY75,NZ_LR881953.1,151804,153540,3.0667,1,1
Streptomyces sp. KY75,LR881953.1,151804,153540,3.0653,1,1
Streptomyces microflavus JCM 4496,NZ_BMUG01000005.1,429269,431004,3.0648,1,1
Streptomyces microflavus JCM 4496,BMUG01000005.1,429269,431004,3.0650,1,1
Streptomyces microflavus NBC 01684,NZ_CP109210.1,384601,386336,3.0648,1,1
Streptomyces microflavus NBC 01684,CP109210.1,384601,386336,3.0660,1,1
Streptomyces microflavus NPDC000791,NZ_JBEPCA010000003.1,429305,431040,3.0648,1,1
Streptomyces microflavus NBRC 13062,BLWD01000002.1,297873,299608,3.0650,1,1
Streptomyces microflavus NPDC094459,NZ_JBEOTO010000002.1,428373,430108,3.0644,1,1
Streptomyces microflavus NPDC093812,NZ_JBFBDL010000002.1,292826,294561,3.0644,1,1
Streptomyces microflavus NPDC093811,NZ_JBFBDM010000002.1,561632,563367,3.0644,1,1
Streptomyces microflavus NPDC086000,NZ_JBITSC010000013.1,110839,112574,3.0644,1,1
Streptomyces microflavus NPDC093501,NZ_JBIWJN010000003.1,23694,25429,3.0644,1,1
Streptomyces microflavus DSM 40593,NC_021177.1,295336,297071,3.0642,1,1
Streptomyces microflavus DSM 40593,CP005080.1,295336,297071,3.0654,1,1
Streptomyces microflavus NBC_01184,NZ_CP108588.1,8175986,8177721,3.0643,1,1
Streptomyces microflavus NBC_01184,CP108588.1,8175986,8177721,3.0655,1,1
Streptomyces microflavus NBC_01168,NZ_CP108611.1,278793,280528,3.0643,1,1
Streptomyces microflavus NBC_01168,CP108611.1,278793,280528,3.0655,1,1
Streptomyces microflavus NBC 01798,NZ_CP109077.1,220601,222336,3.0646,1,1
Streptomyces microflavus NBC 01798,CP109077.1,220601,222336,3.0658,1,1
Streptomyces microflavus NBC 01683,NZ_CP109211.1,8148368,8150103,3.0643,1,1
Streptomyces microflavus NBC 01683,CP109211.1,8148368,8150103,3.0655,1,1
Streptomyces microflavus NPDC000403,NZ_JBEPDO010000021.1,21510,23245,3.0646,1,1
Streptomyces microflavus NPDC049948,NZ_JBFALY010000032.1,63560,65295,3.0643,1,1
Streptomyces microflavus NPDC051363,NZ_JBFBAI010000010.1,110799,112534,3.0643,1,1
Streptomyces microflavus NPDC093790,NZ_JBFBDS010000005.1,144568,146303,3.0640,1,1
Streptomyces microflavus NPDC093173,NZ_JBFBET010000003.1,119142,120877,3.0643,1,1
Streptomyces microflavus NPDC000100,NZ_JBIAZR010000004.1,640628,642363,3.0646,1,1
Streptomyces microflavus NPDC088257,NZ_JBIURO010000007.1,192206,193941,3.0643,1,1
Streptomyces microflavus NPDC087914,NZ_JBIUTV010000004.1,143803,145538,3.0643,1,1
Streptomyces microflavus NPDC087855,NZ_JBIUUW010000012.1,167051,168786,3.0643,1,1
Streptomyces microflavus NPDC093172,NZ_JBIVOK010000003.1,784105,785840,3.0643,1,1
Streptomyces microflavus NPDC094138,NZ_JBIWHV010000017.1,22895,24630,3.0646,1,1
Streptomyces microflavus NPDC059760,NZ_JBHWHE010000100.1,21547,23282,3.0664,1,1
Streptomyces microflavus NPDC059779,NZ_JBHWHP010000005.1,418321,420056,3.0664,1,1
Streptomyces microflavus NPDC060331,NZ_JBHXCM010000056.1,12347,14082,3.0664,1,1
Streptomyces microflavus NPDC005824,NZ_JBEXXD010000019.1,115221,116956,3.0641,1,1
Streptomyces microflavus NPDC005797,NZ_JBIAIM010000016.1,193032,194767,3.0641,1,1
Streptomyces microflavus NPDC005247,NZ_JBEXHF010000009.1,140807,142542,3.0638,1,1
Streptomyces microflavus NPDC005186,NZ_JBEXIC010000091.1,21533,23268,3.0638,1,1
Streptomyces microflavus NPDC099113,NZ_JBIWAB010000012.1,85775,87511,3.0641,1,1
Streptomyces microflavus NBC_01391,NZ_CP109550.1,7886916,7888651,3.0637,1,1
Streptomyces microflavus NBC_01391,CP109550.1,7886916,7888651,3.0650,1,1
Streptomyces microflavus NPDC005536,NZ_JBEXDL010000024.1,94413,96148,3.0637,1,1
Streptomyces microflavus NPDC005179,NZ_JBEXIF010000002.1,408955,410690,3.0634,1,1
Streptomyces microflavus NPDC005052,NZ_JBEXIY010000020.1,21524,23259,3.0637,1,1
Streptomyces microflavus NPDC006159,NZ_JBEXTO010000015.1,114364,116099,3.0637,1,1
Streptomyces microflavus NPDC026671,NZ_JBEZXT010000042.1,42386,44121,3.0637,1,1
Streptomyces microflavus NPDC049961,NZ_JBFALR010000018.1,42478,44213,3.0660,1,1
Streptomyces microflavus NPDC006157,NZ_JBIAIC010000006.1,114364,116099,3.0637,1,1
Streptomyces microflavus NPDC005471,NZ_JBIAJV010000017.1,61576,63311,3.0637,1,1
Streptomyces microflavus NPDC005235,NZ_JBIAKR010000013.1,160806,162541,3.0637,1,1
Streptomyces microflavus NPDC008230,NZ_JBIBGN010000004.1,673645,675380,3.0634,1,1
Streptomyces microflavus NPDC093091,NZ_JBIVOZ010000014.1,128172,129907,3.0638,1,1
Streptomyces microflavus NPDC102443,NZ_JBIWKF010000020.1,42697,44432,3.0637,1,1
Streptomyces microflavus ACT2_R2a,NZ_JAMYEK010000001.1,651344,653079,3.0649,1,1
Streptomyces microflavus ACT2_R2a,JAMYEK010000001.1,651344,653079,3.0662,1,1
Streptomyces microflavus NPDC005818,NZ_JBEXXG010000036.1,20852,22587,3.0649,1,1
Streptomyces microflavus NPDC088154,NZ_JBIUSW010000004.1,478666,480401,3.0647,1,1
Streptomyces microflavus NPDC087916,NZ_JBIUTU010000013.1,146987,148722,3.0647,1,1
Streptomyces microflavus NPDC006317,NZ_JBEXRK010000106.1,20916,22642,3.0638,1,1
Streptomyces microflavus NPDC006310,NZ_JBEXRN010000274.1,4862,6588,3.0638,1,1
Streptomyces microflavus NPDC006182,NZ_JBEXTG010000012.1,148891,150617,3.0638,1,1
Streptomyces microflavus NPDC006316,NZ_JBIAHU010000014.1,148891,150617,3.0638,1,1
Streptomyces microflavus NBC_01424,NZ_JAPEPL010000001.1,154186,155921,3.0636,1,1
Streptomyces microflavus NBC_01424,JAPEPL010000001.1,154186,155921,3.0648,1,1
Streptomyces microflavus NA06532,NZ_CP054926.1,168245,169980,3.0632,1,1
Streptomyces microflavus NA06532,CP054926.1,168245,169980,3.0645,1,1
Streptomyces microflavus NBC_01346,NZ_CP108360.1,473628,475363,3.0632,1,1
Streptomyces microflavus NBC_01346,CP108360.1,473628,475363,3.0645,1,1
Streptomyces microflavus NBC_01194,NZ_CP108575.1,679302,681037,3.0632,1,1
Streptomyces microflavus NBC_01194,CP108575.1,679302,681037,3.0645,1,1
Streptomyces microflavus NBC_01595,NZ_CP109320.1,331058,332793,3.0632,1,1
Streptomyces microflavus NBC_01595,CP109320.1,331058,332793,3.0645,1,1
Streptomyces microflavus SID14438,NZ_JAAGME010000001.1,5642,7377,3.0632,1,1
Streptomyces microflavus SID14438,JAAGME010000001.1,5642,7377,3.0645,1,1
Streptomyces microflavus WY141,NZ_JBEJUE010000006.1,245169,246904,3.0632,1,1
Streptomyces microflavus NPDC000973,NZ_JBEPBN010000005.1,451249,452984,3.0632,1,1
Streptomyces microflavus NPDC005465,NZ_JBEXEJ010000029.1,41995,43730,3.0632,1,1
Streptomyces microflavus NPDC006318,NZ_JBEXRJ010000002.1,451299,453034,3.0632,1,1
Streptomyces microflavus NPDC029310,NZ_JBEZWJ010000011.1,128778,130513,3.0632,1,1
Streptomyces microflavus NPDC049953,NZ_JBFALT010000020.1,115058,116793,3.0632,1,1
Streptomyces microflavus NPDC093504,NZ_JBFBEG010000017.1,136827,138562,3.0632,1,1
Streptomyces microflavus NPDC093503,NZ_JBFBEH010000004.1,451223,452958,3.0632,1,1
Streptomyces microflavus NPDC088389,NZ_JBFBIE010000008.1,131073,132808,3.0632,1,1
Streptomyces microflavus NPDC056381,NZ_JBHJPR010000066.1,4018,5753,3.0632,1,1
Streptomyces microflavus NPDC056319,NZ_JBHJRG010000019.1,18361,20096,3.0632,1,1
Streptomyces microflavus NPDC056318,NZ_JBHJRH010000143.1,11782,13517,3.0632,1,1
Streptomyces microflavus NPDC056317,NZ_JBHJRI010000012.1,162311,164046,3.0632,1,1
Streptomyces microflavus NPDC056429,NZ_JBHJRK010000102.1,21032,22767,3.0632,1,1
Streptomyces microflavus NPDC056263,NZ_JBHJSM010000076.1,4018,5753,3.0632,1,1
Streptomyces microflavus NPDC056262,NZ_JBHJSN010000014.1,4013,5748,3.0632,1,1
Streptomyces microflavus NPDC056215,NZ_JBHJTN010000014.1,16671,18406,3.0632,1,1
Streptomyces microflavus NPDC056006,NZ_JBHJXO010000008.1,4018,5753,3.0632,1,1
Streptomyces microflavus NPDC055997,NZ_JBHJXU010000002.1,132627,134362,3.0632,1,1
Streptomyces microflavus NPDC057106,NZ_JBHUUD010000051.1,45565,47300,3.0632,1,1
Streptomyces microflavus NPDC059667,NZ_JBHWEK010000017.1,138707,140442,3.0632,1,1
Streptomyces microflavus NPDC059748,NZ_JBHWGW010000067.1,21032,22767,3.0632,1,1
Streptomyces microflavus NPDC059921,NZ_JBHWLF010000097.1,4012,5747,3.0632,1,1
Streptomyces microflavus NPDC058581,NZ_JBHXPJ010000039.1,45707,47442,3.0632,1,1
Streptomyces microflavus NPDC058587,NZ_JBHXPP010000049.1,16479,18214,3.0632,1,1
Streptomyces microflavus NPDC058624,NZ_JBHXQS010000064.1,4018,5753,3.0632,1,1
Streptomyces microflavus NPDC058725,NZ_JBHYQV010000003.1,451351,453086,3.0632,1,1
Streptomyces microflavus NPDC058723,NZ_JBHYQW010000037.1,45594,47329,3.0632,1,1
Streptomyces microflavus NPDC059522,NZ_JBHYTL010000149.1,1940,3674,3.0632,1,1
Streptomyces microflavus NPDC059448,NZ_JBHYVH010000043.1,36670,38405,3.0632,1,1
Streptomyces microflavus NPDC059182,NZ_JBHZBS010000024.1,36925,38660,3.0632,1,1
Streptomyces microflavus NPDC012530,NZ_JBIBEI010000007.1,147438,149173,3.0632,1,1
Streptomyces microflavus NPDC017253,NZ_JBIRMR010000012.1,136772,138507,3.0632,1,1
Streptomyces microflavus NPDC017250,NZ_JBIRMT010000012.1,201510,203245,3.0632,1,1
Streptomyces microflavus NPDC017118,NZ_JBIROM010000004.1,136772,138507,3.0632,1,1
Streptomyces microflavus NPDC020435,NZ_JBIRVI010000007.1,136215,137950,3.0632,1,1
Streptomyces microflavus NPDC020404,NZ_JBIRVM010000005.1,155552,157287,3.0632,1,1
Streptomyces microflavus NPDC085951,NZ_JBITSD010000005.1,466068,467803,3.0632,1,1
Streptomyces microflavus NPDC085608,NZ_JBITTB010000007.1,466290,468025,3.0632,1,1
Streptomyces microflavus NPDC087871,NZ_JBIUUL010000007.1,135716,137451,3.0632,1,1
Streptomyces microflavus NPDC087860,NZ_JBIUUT010000011.1,161867,163602,3.0632,1,1
Streptomyces microflavus NPDC086089,NZ_JBIVCI010000003.1,467258,468993,3.0631,1,1
Streptomyces microflavus NPDC086088,NZ_JBIVCJ010000006.1,466146,467881,3.0632,1,1
Streptomyces microflavus NPDC093162,NZ_JBIVOL010000006.1,451140,452875,3.0631,1,1
Streptomyces microflavus NPDC101222,NZ_JBIWOH010000014.1,45674,47409,3.0632,1,1
Streptomyces microflavus NPDC029270,NZ_JBEZWK010000002.1,464339,466074,3.0632,1,1
Streptomyces microflavus NPDC059729,NZ_JBHWGH010000047.1,42064,43799,3.0631,1,1
Streptomyces microflavus NPDC005421,NZ_JBEXEU010000040.1,37499,39234,3.0648,1,1
Streptomyces microflavus NPDC005809,NZ_JBEXXM010000047.1,1880,3615,3.0648,1,1
Streptomyces microflavus DF,CP068598.1,162997,164732,3.0644,1,1
Streptomyces microflavus NPDC059655,NZ_JBHWDZ010000106.1,22534,24269,3.0629,1,1
Streptomyces microflavus NPDC056311,NZ_JBHJRM010000013.1,120256,121991,3.0632,1,1
Streptomyces microflavus NPDC056212,NZ_JBHJTO010000003.1,479707,481442,3.0632,1,1
Streptomyces alboviridis NRRL B-1579,NZ_JNWU01000003.1,428391,430126,3.0648,1,1
Streptomyces arboris TRM68085,NZ_VYUA01000029.1,44796,46532,3.0659,1,1
Streptomyces arboris NPDC057098,NZ_JBHUTW010000018.1,63332,65068,3.0656,1,1
Streptomyces arboris NPDC057105,NZ_JBHUUC010000028.1,21909,23645,3.0656,1,1
Streptomyces noboritoensis JCM 4557,NZ_JBHMQV010000009.1,5520116,5521884,3.0604,1,1
Streptomyces melanogenes NPDC020836,NZ_JBIRSL010000006.1,6443,8211,3.0604,1,1
Streptomyces melanogenes JCM 4398,NZ_BMTS01000015.1,195848,197616,3.0597,1,1
Streptomyces melanogenes JCM 4398,BMTS01000015.1,195848,197616,3.0598,1,1
Streptomyces melanogenes NPDC020788,NZ_JBIRSZ010000041.1,3145,4913,3.0608,1,1
Streptomyces melanogenes NBC_00668,NZ_CP109019.1,3086506,3088274,3.0607,1,1
Streptomyces griseobrunneus 181728,CP177080.1,7861650,7863386,3.0641,1,1
Streptomyces griseobrunneus Ahn75,JAJQWZ010000023.1,43121,44864,3.0649,1,1
Streptomyces crystallinus JCM 5067,NZ_BAAACA010000011.1,131335,133103,3.0600,1,1
Streptomyces crystallinus JCM 5067,BAAACA010000011.1,131335,133103,3.0600,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000006.1,418812,420622,3.0590,1,1
Streptomyces sp. (2019) 196,NZ_WSTF01000015.1,44586,46329,3.0635,1,1
