Organism,Scaffold,Start,End,Score,CAC01488.1,CAC01489.1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000013.1,180139,182541,3.1427,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000004.1,46811,49213,3.1427,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000013.1,41830,44232,3.1429,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000004.1,400666,403068,3.1429,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000003.1,899217,901619,3.1428,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000006.1,303036,305438,3.1428,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000004.1,541693,544095,3.1428,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000014.1,134974,137376,3.1428,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000015.1,158640,161042,3.1428,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000002.1,899623,902025,3.1428,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000001.1,484692,487094,3.1426,1,1
Streptomyces olivaceus NRRL B-3009,JADOEJ010000057.1,654,2978,3.1428,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000057.1,654,3056,3.1428,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000006.1,399005,401407,3.1429,1,1
Streptomyces olivaceus FXJ2.420,JAHSSY010000006.1,399083,401407,3.1428,1,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,919757,922081,3.1427,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000008.1,23711,26113,3.1425,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000017.1,154249,156651,3.1428,1,1
Streptomyces olivaceus CR8,JAHSSK010000017.1,154249,156573,3.1428,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000015.1,98519,100921,3.1427,1,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000017.1,23815,26217,3.1427,1,1
Streptomyces olivaceus DC10-5,BNEF01000005.1,2085567,2087891,3.1430,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000005.1,2085567,2087969,3.1430,1,1
Streptomyces olivaceus CR3,JAHSSJ010000012.1,233789,236113,3.1430,1,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000012.1,233711,236113,3.1430,1,1
Streptomyces olivaceus CR2,JAHSSI010000022.1,157093,159417,3.1431,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000022.1,157093,159495,3.1431,1,1
Streptomyces olivaceus CR12,JAHSSL010000020.1,22722,25046,3.1431,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000020.1,22644,25046,3.1431,1,1
Streptomyces olivaceus CR22,JAHSSN010000022.1,157169,159493,3.1429,1,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000022.1,157169,159571,3.1429,1,1
Streptomyces olivaceus CR18,JAHSSM010000026.1,23107,25431,3.1429,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000026.1,23029,25431,3.1429,1,1
Streptomyces olivaceus CR27,JAHSSP010000020.1,157266,159590,3.1430,1,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000020.1,157266,159668,3.1430,1,1
Streptomyces olivaceus CR24,JAHSSO010000022.1,157484,159808,3.1430,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000022.1,157484,159886,3.1430,1,1
Streptomyces olivaceus B-81,CP098608.1,1131101,1133425,3.1431,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,1131023,1133425,3.1431,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,7346918,7349320,3.1427,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000077.1,21601,24003,3.1431,1,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000008.1,157043,159445,3.1430,1,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000039.1,647,3049,3.1426,1,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000028.1,45525,47927,3.1426,1,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000041.1,647,3049,3.1426,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000004.1,454588,456990,3.1426,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000001.1,1011683,1014085,3.1426,1,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000045.1,45495,47897,3.1426,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000035.1,641,3043,3.1426,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000060.1,641,3043,3.1426,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000007.1,210433,212835,3.1430,1,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000021.1,53679,56081,3.1430,1,1
Streptomyces olivaceus NPDC127083,NZ_JBHXEZ010000834.1,154,2556,3.1430,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000101.1,23075,25477,3.1427,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000093.1,23035,25437,3.1427,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000047.1,23075,25477,3.1427,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000016.1,23075,25477,3.1427,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000012.1,180294,182696,3.1427,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000023.1,23075,25477,3.1427,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000016.1,162207,164609,3.1431,1,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000015.1,159936,162338,3.1425,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000026.1,691,3093,3.1427,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000015.1,21668,24070,3.1430,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000019.1,651,3053,3.1427,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000036.1,21719,24121,3.1427,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000031.1,21719,24121,3.1427,1,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000026.1,651,3053,3.1427,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000031.1,21719,24121,3.1427,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000038.1,653,3055,3.1427,1,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000003.1,151255,153633,3.1441,1,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000001.1,150999,153332,3.1438,1,1
Streptomyces rochei D21E05,NZ_CP139824.1,1560307,1562685,3.1438,1,1
Streptomyces rochei SID8161,NZ_JAAGMZ010000757.1,9566,11944,3.1439,1,1
Streptomyces rochei SID8161,JAAGMZ010000757.1,9566,11884,3.1439,1,1
Streptomyces rochei NS1,NZ_JAJIRV010000013.1,142798,145176,3.1439,1,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000029.1,32071,34449,3.1435,1,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000006.1,242834,245212,3.1438,1,1
Streptomyces rochei NPDC004652,NZ_JBEXKT010000002.1,130854,133232,3.1437,1,1
Streptomyces rochei NPDC006395,NZ_JBEXQE010000011.1,119037,121415,3.1439,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000005.1,170530,172908,3.1438,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000007.1,127800,130178,3.1439,1,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000007.1,132169,134547,3.1436,1,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000002.1,151095,153473,3.1436,1,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000008.1,150772,153150,3.1438,1,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000003.1,130713,133091,3.1438,1,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000005.1,155987,158365,3.1439,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000006.1,307290,309668,3.1437,1,1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000041.1,41020,43398,3.1438,1,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000037.1,17117,19495,3.1438,1,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000010.1,6705,9083,3.1439,1,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000008.1,79068,81446,3.1439,1,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000007.1,94981,97359,3.1439,1,1
Streptomyces rochei NPDC057773,NZ_JBHVKO010000120.1,6688,9066,3.1438,1,1
Streptomyces rochei NPDC057778,NZ_JBHVKP010000134.1,17109,19487,3.1439,1,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000012.1,150772,153150,3.1438,1,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000040.1,41042,43420,3.1439,1,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000032.1,17096,19474,3.1439,1,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000012.1,6661,9039,3.1438,1,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000016.1,6692,9070,3.1439,1,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000007.1,41152,43530,3.1439,1,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000011.1,150892,153270,3.1439,1,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000009.1,73146,75524,3.1438,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000010.1,151107,153485,3.1439,1,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000002.1,151175,153553,3.1439,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000020.1,41192,43570,3.1439,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000010.1,151122,153500,3.1439,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000007.1,143175,145553,3.1439,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000003.1,953566,955944,3.1436,1,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000006.1,251341,253719,3.1439,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000006.1,292040,294418,3.1437,1,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000003.1,155916,158294,3.1439,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000002.1,151038,153416,3.1436,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000006.1,417130,419508,3.1433,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000007.1,343519,345897,3.1439,1,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000010.1,225934,228312,3.1439,1,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000003.1,627739,630117,3.1439,1,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000002.1,150958,153336,3.1439,1,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000002.1,678653,681031,3.1439,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000002.1,926252,928630,3.1436,1,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000004.1,708956,711334,3.1439,1,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000166.1,22375,24753,3.1439,1,1
Streptomyces rochei ACT-15,JBIENZ020000115.1,4425,6803,3.1439,1,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000015.1,77747,80125,3.1439,1,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000015.1,41031,43409,3.1439,1,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000016.1,40980,43358,3.1439,1,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000013.1,150974,153352,3.1439,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000007.1,150925,153303,3.1438,1,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000014.1,41279,43657,3.1437,1,1
Streptomyces rochei JK1,NZ_CP121271.1,1402688,1405066,3.1437,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000010.1,96213,98591,3.1437,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000009.1,150744,153122,3.1437,1,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000004.1,363234,365612,3.1438,1,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000001.1,1512517,1514895,3.1438,1,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000016.1,41155,43533,3.1438,1,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000018.1,41249,43627,3.1438,1,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000004.1,41146,43524,3.1438,1,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000015.1,41168,43546,3.1438,1,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000013.1,150011,152389,3.1438,1,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000014.1,41167,43545,3.1438,1,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000025.1,17114,19492,3.1438,1,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000014.1,73303,75681,3.1438,1,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000057.1,41172,43550,3.1438,1,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000003.1,436486,438864,3.1438,1,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000005.1,28276,30654,3.1438,1,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000093.1,17141,19519,3.1438,1,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000015.1,41040,43418,3.1438,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000006.1,314411,316789,3.1438,1,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000012.1,41167,43545,3.1438,1,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000016.1,41186,43564,3.1438,1,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000015.1,150011,152389,3.1438,1,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000004.1,437307,439685,3.1438,1,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000006.1,41146,43524,3.1438,1,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000013.1,150011,152389,3.1438,1,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000001.1,150193,152571,3.1438,1,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000049.1,17235,19613,3.1438,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000014.1,38331,40709,3.1435,1,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000005.1,151153,153531,3.1435,1,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000011.1,142843,145221,3.1438,1,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000003.1,699196,701574,3.1438,1,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000017.1,150859,153237,3.1438,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000004.1,150245,152623,3.1438,1,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000002.1,150946,153324,3.1438,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000009.1,150861,153239,3.1438,1,1
Streptomyces rochei CC36,NZ_JASCXS010000001.1,131899,134277,3.1437,1,1
Streptomyces rochei MTOC-St3,NZ_JBIENY010000559.1,54535,56913,3.1437,1,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000006.1,73322,75700,3.1438,1,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000001.1,362837,365215,3.1434,1,1
Streptomyces rochei SR1102,NZ_CP161948.1,6655269,6657647,3.1437,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000005.1,960,3338,3.1437,1,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000012.1,149909,152287,3.1437,1,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000004.1,478092,480470,3.1433,1,1
Streptomyces rochei S32,CP133098.1,6649678,6652056,3.1435,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000003.1,71198,73570,3.1443,1,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000004.1,150905,153283,3.1438,1,1
Streptomyces plicatus JCM 4504,NZ_JBHSUW010000001.1,1307759,1310137,3.1438,1,1
Streptomyces plicatus JCM 4504,BMUJ01000004.1,150905,153199,3.1420,1,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,1240909,1243287,3.1433,1,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000010.1,131826,134204,3.1437,1,1
Streptomyces vinaceusdrappus JCM 4529,BMUN01000010.1,131910,134204,3.1420,1,1
Streptomyces geysiriensis S19,NZ_JAIFOQ010000022.1,26958,29336,3.1436,1,1
Streptomyces geysiriensis S19,JAIFOQ010000022.1,26958,29276,3.1436,1,1
Streptomyces geysiriensis JCM 4962,BMWF01000002.1,420983,423277,3.1417,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,1223870,1226248,3.1439,1,1
Streptomyces sp. SudanB91_2054,OZ186793.1,1223930,1226248,3.1439,1,1
Streptomyces enissocaesilis NBF 715,CP118027.1,1383473,1385851,3.1439,1,1
Streptomyces sp. SHP22-7 SHP 22-7,QXMM01000011.1,39699,42017,3.1439,1,1
Streptomyces sp. SudanB5_2050,OZ186760.1,1305726,1308044,3.1433,1,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,1305666,1308044,3.1433,1,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,1469173,1471551,3.1436,1,1
Streptomyces sp. SudanB135_2055,OZ186791.1,1469233,1471551,3.1435,1,1
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000161.1,1775,4129,3.1435,1,1
Streptomyces fumanus NPDC048122,NZ_JBEZMZ010000017.1,144143,146458,3.1379,1,1
Streptomyces fumanus JCM 4477,NZ_BNBI01000018.1,142699,145014,3.1376,1,1
Streptomyces fumanus NPDC000738,NZ_JBEPCF010000019.1,22264,24579,3.1376,1,1
Streptomyces griseoviridis DSM 40229,NZ_JAURUD010000001.1,1156599,1158992,3.1398,1,1
Streptomyces griseoviridis DSM 40229,JAURUD010000001.1,1156728,1158992,3.1382,1,1
Streptomyces griseoviridis NPDC030835,NZ_JBEZVV010000013.1,13119,15512,3.1399,1,1
Streptomyces griseoviridis JCM 4250,NZ_BMSM01000016.1,144102,146594,3.1398,1,1
Streptomyces niveoruber JCM 4234,NZ_BMSL01000013.1,143171,145663,3.1399,1,1
Streptomyces daghestanicus JCM 4365,NZ_BMTC01000020.1,143973,146465,3.1397,1,1
Streptomyces daghestanicus NBRC 12762,NZ_BNDX01000002.1,780705,783197,3.1397,1,1
Streptomyces sp. TRM 76130 TRM76130,JAMYEO010010263.1,162,2450,3.1374,1,1
Streptomyces ziwulingensis JCM 18081,NZ_BAABIG010000018.1,19712,22000,3.1379,1,1
Streptomyces lincolnensis L4,NZ_JAIHON010000011.1,183844,186174,3.1355,1,1
Streptomyces lincolnensis NPDC053378,NZ_JBITYH010000006.1,407135,409654,3.1367,1,1
Streptomyces lincolnensis B48,CP046024.1,1634874,1637183,3.1365,1,1
Streptomyces lincolnensis B48,NZ_CP046024.1,1634664,1637183,3.1362,1,1
Streptomyces lincolnensis NRRL 2936,NZ_CP016438.1,1666511,1669030,3.1362,1,1
Streptomyces lincolnensis LC-G,NZ_CP022744.1,1666504,1669023,3.1362,1,1
Streptomyces lincolnensis NPDC039676,NZ_JBEZCN010000042.1,69631,72150,3.1362,1,1
Streptomyces lincolnensis NPDC017905,NZ_JBIRHQ010000011.1,219565,222084,3.1362,1,1
Streptomyces misionensis NPDC059464,NZ_JBHYUS010000088.1,10994,13285,3.1350,1,1
Streptomyces griseicoloratus TRM S81-3,JACVQF010000199.1,167609,170046,3.1376,1,1
Streptomyces berlinensis 14.2,CP115393.1,7977,10277,3.1349,1,1
Streptomyces variegatus NRRL B-16380,JYJH01000013.1,90063,92341,3.1349,1,1
Streptomyces albidocamelliae HUAS 14-6,NZ_CP106795.1,1460591,1462870,3.1354,1,1
Streptomyces sp900105245 NPDC001620,NZ_JBEOZW010000014.1,4139,6418,3.1354,1,1
Streptomyces sp900105245 NPDC001602,NZ_JBEPAB010000041.1,38087,40366,3.1354,1,1
Streptomyces sp900105245 NPDC001192,NZ_JBEPAW010000056.1,33860,36139,3.1354,1,1
Streptomyces sp900105245 NPDC001166,NZ_JBEPAZ010000001.1,134932,137211,3.1354,1,1
Streptomyces sp900105245 NPDC001996,NZ_JBEOYA010000006.1,116106,118385,3.1353,1,1
Streptomyces puniciscabiei DSM 41929,NZ_VFNX01000001.1,6291285,6293621,3.1354,1,1
Streptomyces puniciscabiei DSM 41929,VFNX01000001.1,6291285,6293573,3.1353,1,1
Streptomyces puniciscabiei NPDC000818,NZ_JBEPBZ010000044.1,59118,61406,3.1351,1,1
Streptomyces puniciscabiei NPDC020932,NZ_JBIRRO010000003.1,173404,175692,3.1351,1,1
Streptomyces puniciscabiei NRRL B-24456,NZ_LIRI01000268.1,18824,21112,3.1353,1,1
Streptomyces pluripotens MUSC 135,NZ_CP021080.1,528254,530541,3.1352,1,1
Streptomyces pluripotens MUSC 137,NZ_CP022433.1,791475,793762,3.1352,1,1
Streptomyces fodineus TW1S1,NZ_CP017248.1,8208589,8210876,3.1348,1,1
Streptomyces roseochromogenus subsp. oscitans DS 12.976,NZ_CM002285.1,8298041,8300328,3.1345,1,1
Streptomyces prunicolor NBC_01021,NZ_CP108676.1,1514960,1517247,3.1351,1,1
Streptomyces prunicolor NPDC052262,NZ_JBFAUV010000007.1,278054,280341,3.1351,1,1
Streptomyces alanosinicus JCM 4714,NZ_BMVG01000005.1,77393,79680,3.1350,1,1
Streptomyces alanosinicus JCM 4714,BMVG01000005.1,77393,79680,3.1351,1,1
Streptomyces incarnatus NRRL 8089,NZ_CP011497.1,7322467,7324755,3.1351,1,1
Streptomyces barringtoniae JA03,NZ_JAJHNP010000002.1,180499,182787,3.1355,1,1
Streptomyces justiciae 3R004,NZ_JADDXU010000002.1,695444,697746,3.1348,1,1
Streptomyces justiciae 3R004,JADDXU010000002.1,695468,697746,3.1346,1,1
Streptomyces justiciae RA-WS2,NZ_JAMXPJ020000008.1,213845,216147,3.1348,1,1
Streptomyces justiciae WPN32,NZ_JAVTLL010000024.1,111249,113551,3.1342,1,1
Streptomyces aquilus GGCR-6,CP034463.1,1841481,1843759,3.1346,1,1
Streptomyces aquilus GGCR-6,NZ_CP034463.1,1841457,1843759,3.1346,1,1
Streptomyces aquilus NPDC085448,NZ_JBITTR010000016.1,199870,202172,3.1346,1,1
Streptomyces bungoensis NPDC089182,NZ_JBFBHN010000014.1,147864,150140,3.1343,1,1
Streptomyces bungoensis NPDC058959,NZ_JBHYKL010000052.1,41037,43313,3.1343,1,1
Streptomyces fulvoviolaceus ASQP_80,NZ_JAODTW010000007.1,75723,78025,3.1357,1,1
Streptomyces fulvoviolaceus NRRL B-2870,NZ_JOEY01000041.1,40291,42593,3.1361,1,1
Streptomyces broussonetiae A57,NZ_JAYMRP010000033.1,42071,44382,3.1350,1,1
Streptomyces pseudovenezuelae GGS1,JARXVH010000008.1,352807,355088,3.1341,1,1
Streptomyces collinus NPDC001542,NZ_JBEPAJ010000061.1,10942,13230,3.1352,1,1
Streptomyces davaonensis JCM 4913,NC_020504.1,8256366,8258666,3.1348,1,1
