Organism,Scaffold,Start,End,Score,CAB92267.1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000002.1,356567,357152,1.0200,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000272.1,622,1231,1.0200,1
Streptomyces rochei NPDC057778,NZ_JBHVKP010000335.1,610,1219,1.0200,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000002.1,338768,339377,1.0200,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000002.1,163187,163796,1.0200,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000002.1,339201,339810,1.0200,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000003.1,535585,536194,1.0200,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000001.1,838576,839185,1.0200,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000034.1,63707,64316,1.0199,1
Streptomyces rochei CC36,NZ_JASCXS010000030.1,28113,28722,1.0199,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000065.1,1352,1868,1.0198,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000060.1,1358,1874,1.0198,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000004.1,163301,163910,1.0199,1
Streptomyces rochei NS1,NZ_JAJIRV010000002.1,173252,173861,1.0199,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000004.1,541039,541519,1.0197,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000034.1,79045,79654,1.0198,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000002.1,352140,352620,1.0197,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000004.1,104754,105363,1.0198,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000040.1,69313,69922,1.0198,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000001.1,545156,545765,1.0198,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000005.1,163275,163884,1.0198,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000002.1,459729,460338,1.0198,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000001.1,90465,91074,1.0198,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000004.1,417249,417858,1.0198,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000002.1,163202,163811,1.0198,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000002.1,90465,91074,1.0198,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000013.1,1361,1970,1.0198,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000003.1,535946,536555,1.0198,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000002.1,440889,441498,1.0198,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000001.1,860516,861125,1.0198,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000003.1,459709,460318,1.0198,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000002.1,144554,145163,1.0198,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000005.1,25897,26506,1.0198,1
Streptomyces rochei D21E05,NZ_CP139824.1,3198263,3198872,1.0198,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000001.1,163334,163943,1.0198,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000016.1,15787,16396,1.0198,1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000042.1,1264,1873,1.0198,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000029.1,1262,1871,1.0198,1
Streptomyces rochei NPDC057773,NZ_JBHVKO010000289.1,887,1496,1.0198,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000010.1,294043,294652,1.0198,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000005.1,342900,343509,1.0198,1
Streptomyces rochei JK1,NZ_CP121271.1,2964614,2965223,1.0198,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000003.1,163411,164020,1.0198,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000070.1,37980,38589,1.0198,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000293.1,576,1185,1.0198,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000009.1,29968,30577,1.0198,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000591.1,2280,2889,1.0198,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000110.1,1378,1987,1.0198,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000016.1,158528,159137,1.0198,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000070.1,31800,32409,1.0198,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000285.1,559,1168,1.0198,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000266.1,900,1509,1.0198,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000004.1,417455,417935,1.0196,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000001.1,338423,338903,1.0196,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000002.1,90507,91116,1.0197,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000003.1,357764,358373,1.0197,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000046.1,68189,68798,1.0197,1
Streptomyces rochei ACT-15,JBIENZ020001477.1,733,1213,1.0196,1
Streptomyces rochei S32,CP133098.1,5076079,5076688,1.0197,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000042.1,66074,66683,1.0197,1
Streptomyces rochei NPDC006395,NZ_JBEXQE010000002.1,424486,425095,1.0196,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000001.1,163351,163960,1.0196,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000005.1,208001,208610,1.0196,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000002.1,343374,343995,1.0196,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000006.1,339312,339921,1.0196,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000001.1,423797,424406,1.0196,1
Streptomyces vinaceusdrappus AC-40,CP104697.1,2742183,2742792,1.0220,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,2742183,2742663,1.0216,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000007.1,229589,230198,1.0198,1
Streptomyces sp. SudanB135_2055,OZ186791.1,3018749,3019358,1.0220,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,3018749,3019229,1.0216,1
Streptomyces ambofaciens ATCC 23877,NZ_CP012382.1,2878095,2878623,1.0219,1
Streptomyces ambofaciens DSM 40697,NZ_CP012949.1,2839094,2839622,1.0218,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000009.1,149293,149920,1.0209,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000006.1,383322,383949,1.0207,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000004.1,383345,383972,1.0207,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000005.1,383222,383849,1.0207,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000005.1,383486,384113,1.0207,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000006.1,130389,131016,1.0207,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000006.1,130389,131016,1.0207,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000003.1,278885,279512,1.0207,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000013.1,129907,130534,1.0207,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000013.1,129907,130534,1.0207,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000013.1,129888,130515,1.0207,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000005.1,43296,43923,1.0207,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000020.1,104118,104745,1.0207,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000016.1,104118,104745,1.0207,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000006.1,139490,140117,1.0207,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000006.1,373568,374195,1.0207,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000015.1,129907,130534,1.0207,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000005.1,380927,381554,1.0207,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000007.1,380927,381554,1.0207,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000013.1,129888,130515,1.0207,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000005.1,391618,392245,1.0207,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000005.1,138318,138945,1.0207,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000011.1,182898,183525,1.0207,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000010.1,129888,130515,1.0207,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000015.1,129907,130534,1.0207,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000012.1,182898,183525,1.0207,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000012.1,129888,130515,1.0207,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000012.1,129888,130515,1.0207,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000012.1,129888,130515,1.0207,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000006.1,43296,43923,1.0207,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000013.1,129888,130515,1.0207,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000005.1,43296,43923,1.0207,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000019.1,86037,86664,1.0207,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000004.1,157638,158265,1.0207,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000003.1,377263,377890,1.0207,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000102.1,11000,11627,1.0207,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000003.1,129988,130615,1.0207,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000010.1,128576,129203,1.0206,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000015.1,195532,196159,1.0206,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000006.1,331665,332292,1.0206,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000020.1,132039,132666,1.0206,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000011.1,136563,137190,1.0194,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000005.1,405983,406610,1.0206,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,2634589,2635084,1.0204,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000007.1,390323,390950,1.0205,1
Streptomyces olivaceus N11-26,NZ_BNEG01000005.1,910197,910824,1.0205,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000007.1,373582,374209,1.0205,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000011.1,115107,115734,1.0205,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000001.1,399176,399803,1.0204,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000009.1,85799,86426,1.0204,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000008.1,377444,378071,1.0199,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000020.1,23374,24001,1.0198,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000013.1,42715,43342,1.0196,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000005.1,143565,144192,1.0196,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000124.1,23273,23900,1.0196,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000412.1,854,1481,1.0196,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000001.1,308083,308710,1.0196,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000003.1,404723,405350,1.0196,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000005.1,404597,405224,1.0196,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000334.1,918,1545,1.0196,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000005.1,334898,335525,1.0196,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000033.1,71887,72514,1.0196,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,5721929,5722556,1.0196,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000023.1,80094,80721,1.0196,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000001.1,257490,258117,1.0196,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000003.1,324317,324944,1.0196,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000006.1,395064,395691,1.0196,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000014.1,135426,136053,1.0196,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000005.1,140290,140917,1.0196,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000005.1,447752,448379,1.0195,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000004.1,167131,167758,1.0195,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000010.1,298301,298928,1.0194,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000003.1,402670,403297,1.0194,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000010.1,163213,163840,1.0194,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000018.1,163213,163840,1.0194,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000004.1,140226,140853,1.0194,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000009.1,276369,276996,1.0194,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000012.1,150858,151485,1.0194,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000007.1,150858,151485,1.0194,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000007.1,276414,277041,1.0194,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000019.1,52009,52636,1.0194,1
Streptomyces olivaceus B-81,NZ_CP098608.1,6251651,6252278,1.0193,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000004.1,393715,394342,1.0193,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000003.1,131153,131780,1.0193,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000006.1,138925,139552,1.0193,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000007.1,268805,269432,1.0193,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000004.1,130457,131084,1.0193,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000002.1,476369,476996,1.0193,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000009.1,110678,111320,1.0192,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000048.1,8783,9410,1.0190,1
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000007.1,119525,120152,1.0190,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000059.1,7933,8512,1.0206,1
Streptomyces sp. SHP22-7 SHP 22-7,QXMM01000003.1,444,936,1.0199,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000002.1,506324,506933,1.0200,1
Streptomyces parvulus JS,JACWUR010000011.1,19968,20577,1.0199,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000005.1,102842,103349,1.0193,1
Streptomyces parvulus 2297,NZ_CP015866.1,2497823,2498330,1.0193,1
Streptomyces parvulus 2297,NZ_QQBH01000013.1,71330,71837,1.0174,1
Streptomyces parvulus LP03,NZ_JAIWPL010000001.1,556391,556898,1.0193,1
Streptomyces parvulus SX6,NZ_JAJJMU010000009.1,259371,259878,1.0193,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000001.1,259218,259725,1.0193,1
Streptomyces parvulus PBR36,NZ_JAMOLM010000186.1,7376,7883,1.0193,1
Streptomyces parvulus A03,NZ_JAYMRR010000005.1,429879,430386,1.0193,1
Streptomyces parvulus NPDC097689,NZ_JBEORZ010000001.1,104081,104588,1.0193,1
Streptomyces parvulus NPDC005540,NZ_JBEXDJ010000007.1,15552,16059,1.0193,1
Streptomyces parvulus NPDC004997,NZ_JBEXJC010000025.1,101056,101563,1.0193,1
Streptomyces parvulus NPDC003902,NZ_JBEXMQ010000002.1,206741,207248,1.0193,1
Streptomyces parvulus NPDC003845,NZ_JBEXMS010000001.1,363011,363518,1.0193,1
Streptomyces parvulus NPDC048712,NZ_JBEZGZ010000001.1,374506,375013,1.0193,1
Streptomyces parvulus NPDC048632,NZ_JBEZHT010000006.1,372666,373173,1.0193,1
Streptomyces parvulus NPDC048617,NZ_JBEZHY010000002.1,31820,32327,1.0193,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000003.1,152360,152867,1.0193,1
Streptomyces parvulus NPDC052119,NZ_JBFAVZ010000001.1,430184,430691,1.0193,1
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000065.1,15447,15954,1.0193,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000029.1,72574,73081,1.0193,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000002.1,363011,363518,1.0193,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000001.1,376342,376849,1.0193,1
Streptomyces parvulus NPDC052306,NZ_JBIUBC010000030.1,41652,42159,1.0193,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000002.1,527664,528171,1.0193,1
Streptomyces parvulus NPDC046875,NZ_JBEYXL010000003.1,360164,360671,1.0190,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000010.1,230800,231307,1.0175,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000002.1,378875,379382,1.0174,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000001.1,970023,970530,1.0174,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000007.1,91379,91886,1.0174,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000002.1,987964,988471,1.0172,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000005.1,287774,288281,1.0171,1
Streptomyces parvulus NPDC048620,NZ_JBEZHW010000001.1,336656,337163,1.0170,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000012.1,143191,143698,1.0170,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,2875857,2876466,1.0198,1
Streptomyces enissocaesilis NBF 715,CP118027.1,2984296,2984905,1.0198,1
Streptomyces geysiriensis JCM 4962,BMWF01000006.1,403163,403772,1.0198,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,2803930,2804539,1.0198,1
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000342.1,591,1158,1.0175,1
Streptomyces sviceus NPDC058259,NZ_JBHVXL010000005.1,136821,137301,1.0164,1
Streptomyces sviceus ATCC 29083,CM000951.1,3452482,3452845,1.0145,1
Streptomyces sviceus ATCC 29083,NZ_CM000951.1,3452482,3452962,1.0144,1
Streptomyces sviceus NPDC089671,NZ_JBIVHN010000001.1,365900,366380,1.0146,1
Streptomyces sviceus NPDC001862,NZ_JBIATM010000001.1,661865,662345,1.0141,1
Streptomyces tagetis RG38,NZ_JAGPNL010000006.1,316207,316753,1.0165,1
Streptomyces sp900105755 NPDC001694,NZ_JBEOZM010000012.1,115879,116359,1.0157,1
Streptomyces sp900105755 NPDC001751,NZ_JBEOZH010000069.1,11121,11601,1.0157,1
Streptomyces sp900105755 NPDC001629,NZ_JBEOZV010000229.1,11220,11700,1.0153,1
Streptomyces canus NBC_00231,NZ_JAPEMR010000005.1,766459,766936,1.0157,1
Streptomyces canus NPDC007969,NZ_JBIBJL010000001.1,680326,680827,1.0153,1
Streptomyces canus NPDC007968,NZ_JBIBJM010000001.1,18531,19032,1.0153,1
Streptomyces canus 299MFChir4.1,NZ_KB911582.1,773214,773694,1.0144,1
Streptomyces canus NPDC059261,NZ_JBHYZK010000001.1,390745,391237,1.0140,1
Streptomyces canus NPDC008039,NZ_JBIBIN010000001.1,1674094,1674583,1.0140,1
Streptomyces poriticola C6-003,NZ_JBAGKH010000007.1,105781,106297,1.0156,1
Bacillus cereus NPDC057765,NZ_JBHVKH010000012.1,43446,43845,1.0153,1
Streptomyces mutabilis TRM 45540,NZ_KN039946.1,1051891,1052458,1.0154,1
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000002.1,331750,332326,1.0153,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000014.1,122043,122619,1.0152,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000001.1,613980,614547,1.0152,1
Streptomyces mutabilis TRM 76172,NZ_JAMYEN010000238.1,14944,15520,1.0151,1
Streptomyces mutabilis TRM76172,JAMYEN010000238.1,14944,15520,1.0151,1
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000021.1,138341,138926,1.0144,1
Streptomyces mutabilis MPB24,NZ_CP176874.1,2769912,2770479,1.0144,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000104.1,28136,28703,1.0144,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000108.1,748,1315,1.0144,1
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000023.1,104907,105474,1.0144,1
Streptomyces mutabilis NPDC058827,NZ_JBHYNQ010000099.1,28183,28750,1.0144,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000070.1,28090,28657,1.0144,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000075.1,748,1315,1.0144,1
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000022.1,98741,99308,1.0144,1
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000110.1,665,1232,1.0144,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000002.1,306223,306799,1.0144,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000003.1,981294,981870,1.0144,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000002.1,397844,398420,1.0144,1
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000009.1,321617,322193,1.0143,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000001.1,377813,378389,1.0141,1
Streptomyces cinnabarinus DSM 40467,NZ_CP114413.1,3401361,3401832,1.0151,1
Streptomyces barringtoniae JA03,NZ_JAJHNP010000010.1,12718,13216,1.0151,1
Streptomyces lincolnensis L4,NZ_JAIHON010000026.1,70780,71269,1.0150,1
Streptomyces griseoruber DSM 40281,NZ_KQ948769.1,314845,315349,1.0147,1
Streptomyces griseoruber NRRL B-1818,NZ_LIQS01000311.1,4286,4790,1.0147,1
Streptomyces griseoruber NPDC020928,NZ_JBIRRP010000010.1,249600,250104,1.0145,1
Streptomyces griseoruber NPDC020702,NZ_JBIRTR010000006.1,88511,89015,1.0145,1
Streptomyces pharetrae NPDC057707,NZ_JBHVJF010000012.1,18255,18804,1.0147,1
Streptomyces pharetrae NPDC059860,NZ_JBHWJP010000003.1,109918,110467,1.0147,1
Streptomyces pharetrae NPDC060369,NZ_JBHXDE010000042.1,1395,1944,1.0147,1
Streptomyces pharetrae NPDC058719,NZ_JBHYQZ010000009.1,113859,114408,1.0147,1
Streptomyces pharetrae NPDC052505,NZ_JBFBCR010000050.1,16862,17411,1.0144,1
Streptomyces pharetrae NPDC059858,NZ_JBHWJO010000072.1,1396,1945,1.0141,1
Streptomyces griseoluteus NPDC093259,NZ_JBIVNP010000003.1,858296,858779,1.0145,1
Streptomyces griseoluteus NPDC093798,NZ_JBFBDR010000008.1,285407,285890,1.0143,1
Streptomyces bauhiniae NPDC094017,NZ_JBEOUJ010000002.1,351670,352150,1.0145,1
Streptomyces bauhiniae NPDC004693,NZ_JBEXJV010000003.1,299920,300403,1.0142,1
Streptomyces bauhiniae NPDC057059,NZ_JBHUSY010000018.1,108774,109257,1.0141,1
Streptomyces bauhiniae NPDC004257,NZ_JBIAMN010000004.1,16148,16631,1.0141,1
Streptomyces pseudovenezuelae GGS1,NZ_JARXVH010000004.1,600065,600560,1.0144,1
Streptomyces pseudovenezuelae NPDC046510,NZ_JBEYZI010000116.1,6915,7395,1.0141,1
Streptomyces pseudovenezuelae NBC_00598,NZ_CP107755.1,6307248,6307728,1.0141,1
Streptomyces pseudovenezuelae NBC_00686,NZ_CP109011.1,3704294,3704774,1.0141,1
Streptomyces pseudovenezuelae NBC_00666,NZ_CP109024.1,6029529,6030009,1.0141,1
Streptomyces pseudovenezuelae NPDC008110,NZ_JBIBHV010000012.1,217889,218369,1.0141,1
Streptomyces pseudovenezuelae NPDC008052,NZ_JBIBIH010000010.1,296502,296982,1.0141,1
Streptomyces pseudovenezuelae NPDC089399,NZ_JBIVIB010000007.1,392246,392726,1.0141,1
Streptomyces pseudovenezuelae NPDC088750,NZ_JBIVKX010000029.1,54659,55139,1.0141,1
Streptomyces pseudovenezuelae DSM 40212,NZ_KQ948144.1,391145,391625,1.0141,1
Streptomyces pseudovenezuelae NPDC048388,NZ_JBICYC010000010.1,126909,127389,1.0141,1
Streptomyces pseudovenezuelae NPDC008291,NZ_JBIBFY010000003.1,439081,439561,1.0141,1
Streptomyces pseudovenezuelae NBC_00713,NZ_CP108992.1,6204077,6204557,1.0140,1
Streptomyces pseudovenezuelae NBC 00661,NZ_CP109030.1,3705763,3706243,1.0140,1
Streptomyces pseudovenezuelae NPDC008041,NZ_JBIBIM010000005.1,270775,271255,1.0140,1
Streptomyces glaucescens,NZ_CAWNHH010000546.1,1831,2380,1.0144,1
Streptomyces glaucescens NRRL B-2706,NZ_MUND01000465.1,1831,2380,1.0144,1
Streptomyces glaucescens GLA.O,NZ_CP009438.1,2825775,2826324,1.0140,1
Streptomyces bungoensis E-12,AP038332.1,2899809,2900307,1.0143,1
Streptomyces bungoensis NPDC089182,NZ_JBFBHN010000002.1,627714,628212,1.0140,1
Streptomyces echinatus NPDC021167,NZ_JBIRQC010000006.1,125834,126317,1.0142,1
Streptomyces echinatus NPDC088904,NZ_JBIVIY010000002.1,729492,729975,1.0142,1
Streptomyces echinatus NPDC018592,NZ_JBISAM010000001.1,862945,863428,1.0142,1
Streptomyces andamanensis PCU 347,NZ_JBHSDP010000027.1,155184,155727,1.0143,1
Streptomyces ziwulingensis JCM 18081,NZ_BAABIG010000026.1,36044,36536,1.0140,1
Streptomyces massasporeus NPDC019889,NZ_JBEYAR010000003.1,737914,738394,1.0140,1
Streptomyces paradoxus NPDC053801,NZ_JBITWV010000023.1,60431,60917,1.0140,1
Streptomyces phaeofaciens NPDC001881,NZ_JBIATI010000004.1,369795,370284,1.0139,1
Streptomyces plumbiresistens JCM 16924,NZ_BAAAZX010000031.1,3356,3863,1.0140,1
