Organism,Scaffold,Start,End,Score,NP_626681.1,NP_626682.1,NP_626683.1,NP_626684.1,NP_626685.1,NP_626686.1,NP_626687.1,NP_626688.1,NP_626689.1,NP_626690.1,NP_626691.1,NP_626692.1,NP_626693.1,NP_626694.1
Streptomyces sp. UP1A-1,JAWLJW010000001.1,5434289,5454992,9.4475,0,1,0,1,0,1,0,0,0,1,1,0,1,1
Streptomyces sp. HMX87,NZ_JBKKQY010000001.1,5214513,5245898,16.6702,0,0,1,1,0,0,0,1,1,1,1,1,1,1
Streptomyces sp. NPDC090994,NZ_JBIVWS010000010.1,175724,195193,14.6661,0,0,1,0,1,0,1,1,1,1,0,1,1,1
Streptomyces sp. NPDC023723,NZ_JBFAAP010000042.1,43813,63273,10.5328,0,0,1,0,1,0,0,1,1,1,0,1,1,0
Streptomyces sp. NPDC005876,NZ_JBEXWM010000003.1,161612,179873,11.4439,0,0,1,0,0,0,0,1,0,1,1,1,1,1
Streptomyces sp. NPDC000134,NZ_JBIAZN010000001.1,373220,391481,11.4435,0,0,1,0,0,0,0,1,0,1,1,1,1,1
Streptomyces sp. NPDC050619,NZ_JBFAIR010000001.1,607575,620899,11.4671,0,0,0,0,1,1,0,1,0,0,1,1,1,1
Streptomyces sp. NPDC057623,NZ_JBHVGZ010000013.1,26337,40137,12.4467,0,0,0,0,0,1,1,0,0,1,1,1,1,1
Streptomyces violaceolatus JCM 4531,NZ_BAAASK010000020.1,73940,95732,28.3164,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces violaceolatus JCM 4531,BAAASK010000020.1,73982,95732,28.3163,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NPDC085456,NZ_JBITTP010000004.1,33260,55003,28.2626,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NPDC059658,NZ_JBHWEC010000008.1,287149,308907,28.2625,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NPDC058346,NZ_JBHXIH010000010.1,34784,56548,28.2615,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NPDC090058,NZ_JBIVEP010000001.1,33213,54995,28.2637,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NPDC018032,NZ_JBIRFS010000022.1,33208,54984,28.2648,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NPDC014811,NZ_JBIBXB010000021.1,33803,55552,28.2645,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NBRC 15455,NZ_BEWD01000005.1,33421,55204,28.2582,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rubrogriseus NBRC 15455,NZ_CP116256.1,1563745,1585528,25.1725,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC089661,NZ_JBIVHO010000014.1,75456,90118,18.7785,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC058541,NZ_JBHXOB010000010.1,50639,65327,18.7724,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC059415,NZ_JBHYWE010000004.1,6099,20849,18.7782,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NBC_00465,NZ_JAPENQ010000001.1,3849710,3864266,18.7812,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus S3018,NZ_JASDBW010000003.1,403216,417802,18.7766,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC059677,NZ_JBHWEQ010000003.1,6099,20717,18.7777,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC003954,NZ_JBIANE010000002.1,640242,654870,18.7731,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NBC_00099,NZ_CP108218.1,5749647,5764210,18.7740,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NBRC 15399,NZ_BEWB01000002.1,625987,640595,18.7746,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC057274,NZ_JBHUYM010000076.1,242,9398,15.4981,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces coelicoflavus NPDC060121,NZ_JBFBNC010000002.1,444730,459294,18.7758,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC060156,NZ_JBHWYF010000001.1,287548,302112,18.7758,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC060157,NZ_JBHWYG010000002.1,426650,441214,18.7758,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC001050,NZ_JBEPBG010000025.1,59,13164,16.6974,0,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NBC_00357,NZ_CP107977.1,2222676,2237786,18.7766,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC056535,NZ_JBHTTY010000009.1,169590,184355,18.7749,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC059661,NZ_JBHWEE010000001.1,663151,677734,18.7742,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus DBR11,NZ_JAMOLO010000105.1,13300,26443,17.7147,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces coelicoflavus LM32,NZ_JBAGKW010000014.1,29998,59723,13.6502,1,1,1,1,0,0,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC056610,NZ_JBHTVU010000001.1,258937,273422,18.7648,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces coelicoflavus NPDC056964,NZ_JBHURH010000057.1,241,9334,15.4858,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces coelicoflavus NPDC059674,NZ_JBHWEO010000214.1,1253,12296,15.6034,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces tendae NPDC047797,NZ_JBEYSE010000035.1,7959,29674,28.1621,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC057553,NZ_JBHVFK010000243.1,181,9232,15.5062,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces tendae NPDC003948,NZ_JBIANF010000013.1,263901,285624,28.1658,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC087198,NZ_JBIUZH010000015.1,8134,29803,28.1630,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC047796,NZ_JBEYSF010000009.1,265474,287137,28.1646,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC013796,NZ_JBICBD010000013.1,8065,29794,28.1667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048075,NZ_JBIDBF010000012.1,287108,308837,28.1667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048071,NZ_JBEZNE010000020.1,3697,25384,28.1591,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC004977,NZ_JBEXJE010000005.1,61657,83435,28.1698,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC052110,NZ_JBFAWE010000009.1,53515,75333,28.1734,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC018039,NZ_JBIRFN010000001.1,579476,601237,28.1631,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC018027,NZ_JBIRFX010000002.1,579603,601364,28.1631,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC018015,NZ_JBIRGG010000002.1,324423,346184,28.1631,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC101120,NZ_JBIVZF010000010.1,61559,83331,28.1660,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae JCM 4610,NZ_BMUY01000003.1,76083,97843,28.1407,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae JCM 4610,BMUY01000003.1,76083,97843,28.1437,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae CALK1-4,NZ_JBIQWK010000002.1,631317,653113,28.1647,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058331,NZ_JBHXHT010000008.1,235722,257513,28.1627,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048173,NZ_JBEZMQ010000004.1,694517,716309,28.1583,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048183,NZ_JBIDAP010000002.1,61485,83340,28.1723,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003768,NZ_JBEXMU010000003.1,65746,87656,28.1611,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae UTMC 3329,NZ_RSEG01000013.1,67516,89334,28.1611,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058343,NZ_JBHXIE010000007.1,235238,257017,28.1628,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058356,NZ_JBHXIR010000004.1,73957,95750,28.1621,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048226,NZ_JBICZZ010000015.1,210691,232620,28.1610,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC004691,NZ_JBEXJW010000006.1,213018,234877,28.1643,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC004678,NZ_JBEXJY010000004.1,192841,214700,28.1643,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC057734,NZ_JBHVJS010000006.1,223723,245549,28.1674,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC057753,NZ_JBHVKB010000008.1,223488,245314,28.1674,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003786,NZ_JBIANS010000010.1,157908,179746,28.1592,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003747,NZ_JBIANV010000009.1,230404,252262,28.1620,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058912,NZ_JBHYLJ010000001.1,146193,167954,28.1677,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058889,NZ_JBHYLW010000001.1,422047,443808,28.1677,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae SAI-227,NZ_JBIYET010000001.1,2505123,2526864,25.1182,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Streptomyces tendae SAI-227,JBIYET010000001.1,2505123,2526864,25.1213,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048588,NZ_JBICWD010000006.1,209628,231482,28.1676,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC092921,NZ_JBIVPV010000008.1,427266,449058,28.1682,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae VITAKN,NZ_JAAIFS010000002.1,652905,674786,28.1617,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058332,NZ_JBHXHU010000004.1,183815,205548,28.1645,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058359,NZ_JBHXIU010000003.1,300168,321937,28.1627,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC006280,NZ_JBEXSB010000002.1,421733,443578,28.1631,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048598,NZ_JBEZID010000020.1,69108,90954,28.1664,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003773,NZ_JBIANU010000001.1,765709,787591,28.1615,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC052220,NZ_JBFAVG010000001.1,294238,316071,28.1622,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC059847,NZ_JBHWJF010000006.1,165466,187304,28.1700,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058950,NZ_JBHYKQ010000005.1,3645,25335,28.1614,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058749,NZ_JBHYQA010000017.1,8006,29708,28.1608,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC049647,NZ_JBITLT010000003.1,683769,705622,28.1539,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC001382,NZ_JBEPAR010000013.1,131266,153098,28.1617,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC001029,NZ_JBIAYI010000002.1,715475,737307,28.1596,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae,NZ_CANLXQ010000002.1,229851,251627,28.1602,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC059843,NZ_JBHWJC010000024.1,34228,56036,28.1600,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC087193,NZ_JBIUZI010000013.1,7819,29553,28.1597,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048237,NZ_JBICZR010000019.1,77775,99536,28.1736,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048238,NZ_JBICZQ010000012.1,75873,97634,28.1729,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003830,NZ_JBIANO010000007.1,70445,92191,28.1634,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces hyderabadensis JCM 17657,NZ_BAABIV010000029.1,78872,100555,28.1372,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces hyderabadensis JCM 17657,NZ_JAIOJZ010000049.1,32574,54257,28.1372,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces hyderabadensis JCM 17657,BAABIV010000029.1,78872,100513,28.1364,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces salinarius CS29,NZ_JAVCWJ010000013.1,62704,77377,18.7981,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces salinarius Lnu-12,NZ_JAXLNW010000007.1,276393,291025,18.7976,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces salinarius VRMG2420,NZ_JBITPR010000050.1,69334,84459,18.7799,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces salinarius SS06011,NZ_JACLZH010000002.1,581467,596578,18.7842,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces pactum ACT12,NZ_CP019724.1,5890606,5914359,28.0803,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces pactum ACT12,NZ_LIQD01000001.1,1179286,1204166,28.0802,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces pactum ACT12,CP019724.1,5890606,5914359,24.9144,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Streptomyces mutabilis TRM 76172,NZ_JAMYEN010000122.1,45149,67406,25.0251,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis TRM76172,JAMYEN010000122.1,45149,67406,25.0251,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000002.1,43306,65592,25.0240,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000001.1,634554,656843,25.0276,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000001.1,236107,259375,25.0064,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,BMTT01000001.1,236107,259375,25.0064,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_JBHLVD010000001.1,516469,538266,19.7813,0,1,0,1,1,1,1,1,1,1,1,1,0,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000002.1,560959,583200,25.0277,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000003.1,704893,727134,25.0277,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000002.1,652580,674821,25.0277,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000011.1,195415,217676,25.0218,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058354,NZ_JBHXIP010000020.1,75013,97265,25.0256,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058363,NZ_JBHXIX010000027.1,45344,67596,25.0256,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000010.1,33306,55508,28.0730,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000005.1,71049,93251,28.0730,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058827,NZ_JBHYNQ010000013.1,519,9065,13.3997,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Streptomyces mutabilis TRM 45540,NZ_KN039946.1,1357424,1380719,25.0017,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis TRM 45540,JNFQ01000001.1,1357424,1380719,21.8507,1,1,0,1,1,1,1,1,1,1,1,1,0,1
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000013.1,49708,71912,25.0262,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000017.1,49614,71835,28.0715,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000009.1,43334,65541,25.0252,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000010.1,71098,93321,28.0724,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000013.1,74404,96816,25.0241,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000114.1,18537,28443,15.4719,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces mutabilis MPB24,NZ_CP176874.1,2498766,2520969,28.0764,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000013.1,55455,77658,28.0706,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000040.1,13558,32574,20.7668,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000006.1,60192,79208,20.7668,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000004.1,724929,743930,20.7686,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus N11-26,NZ_BNEG01000005.1,1259129,1278144,20.7691,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000011.1,141015,160055,20.7692,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000016.1,114722,133746,20.7698,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000005.1,229310,248271,20.7693,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000002.1,682142,701212,20.7707,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000019.1,65451,84542,20.7691,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000007.1,49300,68370,20.7707,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000018.1,70852,89878,20.7678,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NRRL B-3009,JADOEJ010000018.1,70852,89878,22.7836,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000009.1,140635,159604,20.7689,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000009.1,143587,162617,20.7686,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000075.1,14769,33772,20.7680,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000009.1,195107,214096,20.7683,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000004.1,243318,262353,20.7685,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000010.1,69515,88550,20.7685,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000003.1,690183,709218,20.7685,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000002.1,243381,262416,20.7685,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000002.1,243318,262353,20.7685,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000003.1,661662,680697,20.7685,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000008.1,297021,315225,20.7699,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000010.1,134293,153348,20.7661,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000009.1,134293,153348,20.7661,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000005.1,235226,254498,20.7663,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000009.1,4635,23895,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000117.1,14862,22903,13.3913,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000014.1,57005,76265,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000018.1,86663,105923,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000016.1,57005,76265,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000010.1,4602,23862,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000020.1,86663,105923,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000041.1,57005,76265,22.7825,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000011.1,138290,157286,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000010.1,138290,157286,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000012.1,138746,157742,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000009.1,140819,159802,20.7677,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000008.1,140919,159902,20.7677,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000008.1,221037,240032,20.7682,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000009.1,221037,240032,20.7682,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000013.1,138122,157118,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000011.1,195093,214089,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000009.1,195093,214089,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000008.1,138182,157178,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000012.1,195093,214089,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000010.1,138746,157743,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000011.1,195093,214089,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000011.1,137950,156946,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000010.1,195093,214089,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000010.1,195093,214089,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000005.1,221403,240404,20.7683,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000004.1,587698,606710,22.7852,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000011.1,133490,152494,22.7843,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000011.1,198377,217381,22.7843,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000005.1,805444,824444,20.7639,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus DC10-5,BNEF01000005.1,805444,824402,20.7637,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000005.1,374664,393652,20.7653,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000009.1,56757,75745,20.7653,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000010.1,203062,222050,20.7653,1,1,1,1,1,1,1,0,0,0,1,1,1,1
