Organism,Scaffold,Start,End,Score,CAB60185.1
Streptomyces baarnensis assi-23TB,NZ_JBAJJN010000023.1,30523,31468,1.0410,1
Streptomyces griseus subsp. griseus NBRC 13350,NC_010572.1,8273443,8274388,1.0403,1
Streptomyces griseus subsp. griseus 54,NZ_QKJW01000029.1,482433,483378,1.0403,1
Streptomyces griseus subsp. griseus 51e,NZ_QKJY01000006.1,121952,122897,1.0403,1
Streptomyces griseus subsp. griseus 48,NZ_QKJZ01000005.1,121952,122897,1.0403,1
Streptomyces griseus subsp. griseus 30,NZ_QKKA01000006.1,121952,122897,1.0403,1
Streptomyces griseus subsp. griseus NRRL WC-3480,NZ_JOBR01000008.1,488168,489113,1.0400,1
Streptomyces griseus subsp. griseus NRRL F-2227,NZ_JOIT01000006.1,69165,70110,1.0372,1
Streptomyces griseus subsp. griseus ATCC 12648,LVHX01000042.1,6828,7773,1.0365,1
Streptomyces griseus subsp. griseus NRRL F-5144,NZ_JOGA01000022.1,67290,68178,1.0362,1
Streptomyces griseus subsp. griseus ATCC 13273,NZ_CP032543.1,130631,131501,1.0353,1
Streptomyces sp. ACT-1 XylebKG-1,NZ_GL877172.1,8519891,8520836,1.0403,1
Streptomyces pratensis TRM74023,NZ_JBBBEN010000089.1,80545,81490,1.0403,1
Streptomyces cyaneofuscatus NBC 01792,CP109083.1,68377,69328,1.0398,1
Streptomyces cyaneofuscatus NBC 01792,NZ_CP109083.1,68377,69247,1.0385,1
Streptomyces cyaneofuscatus NBC 01749,CP109140.1,7873661,7874612,1.0398,1
Streptomyces cyaneofuscatus NBC 01749,NZ_CP109140.1,7873742,7874612,1.0385,1
Streptomyces cyaneofuscatus NBC_00835,CP108861.1,8158911,8159862,1.0398,1
Streptomyces cyaneofuscatus NBC_00835,NZ_CP108861.1,8158992,8159862,1.0385,1
Streptomyces cyaneofuscatus SID10855,JAAGLO010000001.1,467012,467963,1.0378,1
Streptomyces cyaneofuscatus SID10855,NZ_JAAGLO010000001.1,467093,467963,1.0366,1
Streptomyces cyaneofuscatus NBC_01606,CP109309.1,8135720,8136671,1.0376,1
Streptomyces cyaneofuscatus NBC_01606,NZ_CP109309.1,8135801,8136671,1.0365,1
Streptomyces cyaneofuscatus NBC_01338,CP108367.1,166029,166980,1.0375,1
Streptomyces cyaneofuscatus NBC_01338,NZ_CP108367.1,166029,166899,1.0364,1
Streptomyces cyaneofuscatus NPDC098670,NZ_JBIWAO010000012.1,139458,140328,1.0374,1
Streptomyces cyaneofuscatus NPDC091069,NZ_JBIVWK010000004.1,794764,795634,1.0369,1
Streptomyces cyaneofuscatus NPDC058031,NZ_JBHVRJ010000022.1,42578,43448,1.0369,1
Streptomyces cyaneofuscatus NPDC006179,NZ_JBEXTH010000057.1,42176,43046,1.0369,1
Streptomyces cyaneofuscatus NPDC001906,NZ_JBIASX010000003.1,821525,822395,1.0369,1
Streptomyces cyaneofuscatus NPDC058627,NZ_JBHXQV010000055.1,42257,43127,1.0369,1
Streptomyces cyaneofuscatus NPDC058634,NZ_JBHXRB010000032.1,37873,38743,1.0369,1
Streptomyces cyaneofuscatus NPDC058635,NZ_JBHXRC010000011.1,267794,268664,1.0369,1
Streptomyces cyaneofuscatus NPDC050083,NZ_JBITKA010000014.1,36689,37559,1.0368,1
Streptomyces cyaneofuscatus NPDC059645,NZ_JBHWDR010000031.1,41753,42623,1.0368,1
Streptomyces cyaneofuscatus NPDC088753,NZ_JBFBHX010000055.1,1059,1929,1.0368,1
Streptomyces cyaneofuscatus NPDC008151,NZ_JBIBHI010000020.1,32684,33554,1.0368,1
Streptomyces cyaneofuscatus NPDC088912,NZ_JBIVIT010000023.1,32684,33554,1.0368,1
Streptomyces cyaneofuscatus NPDC088718,NZ_JBIVLT010000026.1,32684,33554,1.0368,1
Streptomyces cyaneofuscatus NPDC088697,NZ_JBIVLX010000024.1,32684,33554,1.0368,1
Streptomyces cyaneofuscatus NPDC101403,NZ_JBIWNQ010000012.1,121733,122603,1.0368,1
Streptomyces cyaneofuscatus CTM50504,NZ_JAYXBL010000056.1,23327,24197,1.0368,1
Streptomyces cyaneofuscatus NPDC101785,NZ_JBIWMQ010000011.1,163596,164466,1.0368,1
Streptomyces cyaneofuscatus NPDC093168,NZ_JBFBEU010000016.1,52053,52923,1.0367,1
Streptomyces cyaneofuscatus NPDC088751,NZ_JBFBHZ010000025.1,32682,33552,1.0367,1
Streptomyces cyaneofuscatus NPDC006880,NZ_JBEYII010000208.1,4471,5341,1.0367,1
Streptomyces cyaneofuscatus NPDC007842,NZ_JBIAEG010000025.1,32446,33316,1.0367,1
Streptomyces cyaneofuscatus NPDC006253,NZ_JBEXSK010000046.1,56253,57123,1.0367,1
Streptomyces cyaneofuscatus NEB1061,NZ_CP141532.1,163223,164093,1.0366,1
Streptomyces cyaneofuscatus NPDC057264,NZ_JBHUYD010000008.1,176518,177388,1.0366,1
Streptomyces cyaneofuscatus NPDC057270,NZ_JBHUYI010000061.1,4458,5328,1.0366,1
Streptomyces cyaneofuscatus NPDC008029,NZ_JBIBIR010000006.1,466301,467171,1.0366,1
Streptomyces cyaneofuscatus NPDC085641,NZ_JBITSU010000018.1,41497,42367,1.0366,1
Streptomyces cyaneofuscatus NPDC005911,NZ_JBEXVT010000005.1,42942,43812,1.0366,1
Streptomyces cyaneofuscatus NPDC024065,NZ_JBEZYW010000033.1,42245,43115,1.0366,1
Streptomyces cyaneofuscatus NPDC093536,NZ_JBFBEB010000036.1,22458,23328,1.0366,1
Streptomyces cyaneofuscatus UTDF22-4-2,NZ_JBFLVF010000035.1,4525,5395,1.0366,1
Streptomyces cyaneofuscatus NPDC057087,NZ_JBHUTP010000062.1,4461,5331,1.0366,1
Streptomyces cyaneofuscatus NRRL B-2570,NZ_JOEM01000008.1,40894,41764,1.0366,1
Streptomyces cyaneofuscatus NPDC059107,NZ_JBHZDY010000015.1,165136,166006,1.0365,1
Streptomyces cyaneofuscatus NPDC059106,NZ_JBHZDZ010000077.1,4543,5413,1.0365,1
Streptomyces cyaneofuscatus 89-2-2,NZ_CP137002.1,8018512,8019382,1.0365,1
Streptomyces cyaneofuscatus NPDC058531,NZ_JBHXNT010000037.1,41494,42364,1.0365,1
Streptomyces cyaneofuscatus NPDC005326,NZ_JBEXGD010000009.1,86245,87115,1.0365,1
Streptomyces cyaneofuscatus NPDC007888,NZ_JBIADX010000009.1,161803,162673,1.0365,1
Streptomyces cyaneofuscatus NPDC007919,NZ_JBIBKI010000014.1,161784,162654,1.0365,1
Streptomyces cyaneofuscatus NPDC057947,NZ_JBHVPM010000054.1,4456,5326,1.0365,1
Streptomyces cyaneofuscatus NPDC058024,NZ_JBHVRH010000027.1,41918,42788,1.0365,1
Streptomyces cyaneofuscatus NPDC058050,NZ_JBHVRV010000017.1,41694,42564,1.0365,1
Streptomyces cyaneofuscatus NPDC058069,NZ_JBHVSJ010000027.1,41694,42564,1.0365,1
Streptomyces cyaneofuscatus NPDC058616,NZ_JBHXQK010000017.1,42605,43475,1.0365,1
Streptomyces cyaneofuscatus NPDC058630,NZ_JBHXQX010000020.1,81890,82760,1.0365,1
Streptomyces cyaneofuscatus NPDC058702,NZ_JBHXSZ010000027.1,42610,43480,1.0365,1
Streptomyces cyaneofuscatus NPDC059940,NZ_JBHWLP010000009.1,136739,137609,1.0365,1
Streptomyces cyaneofuscatus NPDC060087,NZ_JBHWXA010000114.1,4007,4877,1.0365,1
Streptomyces cyaneofuscatus NPDC001580,NZ_JBEPAG010000018.1,143823,144693,1.0364,1
Streptomyces cyaneofuscatus NPDC060323,NZ_JBHXCJ010000066.1,33506,34376,1.0364,1
Streptomyces cyaneofuscatus NPDC018052,NZ_JBIRFF010000011.1,87536,88406,1.0364,1
Streptomyces cyaneofuscatus NPDC051557,NZ_JBITDO010000015.1,175612,176482,1.0364,1
Streptomyces cyaneofuscatus NPDC102474,NZ_JBIWJX010000007.1,42621,43491,1.0364,1
Streptomyces cyaneofuscatus NPDC006282,NZ_JBEXSA010000001.1,59727,60597,1.0364,1
Streptomyces cyaneofuscatus NPDC051594,NZ_JBITDD010000004.1,50460,51330,1.0364,1
Streptomyces cyaneofuscatus NPDC048744,NZ_JBEZGU010000016.1,55468,56338,1.0364,1
Streptomyces cyaneofuscatus NPDC059719,NZ_JBHWGB010000018.1,110510,111380,1.0364,1
Streptomyces cyaneofuscatus NPDC059435,NZ_JBHYVS010000063.1,4040,4910,1.0364,1
Streptomyces cyaneofuscatus NPDC056507,NZ_JBHTSX010000063.1,4007,4877,1.0363,1
Streptomyces cyaneofuscatus NPDC056518,NZ_JBHTTI010000064.1,4007,4877,1.0363,1
Streptomyces cyaneofuscatus NPDC056655,NZ_JBHTXA010000050.1,43024,43894,1.0363,1
Streptomyces cyaneofuscatus NPDC056674,NZ_JBHTXP010000039.1,43043,43913,1.0363,1
Streptomyces cyaneofuscatus NPDC056842,NZ_JBHUBD010000033.1,42932,43802,1.0363,1
Streptomyces cyaneofuscatus NPDC058744,NZ_JBHYQF010000003.1,110578,111448,1.0363,1
Streptomyces cyaneofuscatus NPDC004112,NZ_JBEXMG010000025.1,41556,42426,1.0362,1
Streptomyces cyaneofuscatus NPDC086092,NZ_JBIVCG010000012.1,57276,58146,1.0362,1
Streptomyces cyaneofuscatus NPDC053817,NZ_JBFASC010000006.1,38869,39739,1.0362,1
Streptomyces cyaneofuscatus NPDC057930,NZ_JBHVOY010000002.1,72240,73110,1.0361,1
Streptomyces cyaneofuscatus NPDC058568,NZ_JBHXOX010000019.1,166692,167562,1.0361,1
Streptomyces cyaneofuscatus NPDC058569,NZ_JBHXOY010000042.1,42571,43441,1.0361,1
Streptomyces parvus PH33,NZ_JANFDD010000041.1,60217,61162,1.0398,1
Streptomyces parvus NPDC004663,NZ_JBEXKE010000038.1,27541,28486,1.0398,1
Streptomyces parvus NPDC007064,NZ_JBEYGI010000071.1,9010,9955,1.0398,1
Streptomyces parvus NPDC046730,NZ_JBEYYQ010000013.1,133110,134055,1.0398,1
Streptomyces parvus NPDC059047,NZ_JBHYIB010000014.1,99693,100638,1.0398,1
Streptomyces parvus NPDC059044,NZ_JBHYID010000021.1,99526,100471,1.0398,1
Streptomyces parvus NPDC090019,NZ_JBIVFQ010000018.1,50407,51352,1.0398,1
Streptomyces parvus NPDC047996,NZ_JBIDBP010000017.1,120225,121170,1.0398,1
Streptomyces parvus NPDC000962,NZ_JBEPBR010000017.1,25844,26789,1.0397,1
Streptomyces parvus C05,VSZQ01000067.1,16544,17489,1.0397,1
Streptomyces parvus C05,NZ_VSZQ01000067.1,16544,17432,1.0384,1
Streptomyces parvus NPDC056348,NZ_JBHJQO010000075.1,28954,29899,1.0396,1
Streptomyces parvus NPDC046884,NZ_JBEYXI010000020.1,50747,51692,1.0396,1
Streptomyces parvus JCM 4069,NZ_BMRY01000018.1,47004,47949,1.0395,1
Streptomyces parvus NPDC000402,NZ_JBEPDP010000024.1,46972,47917,1.0395,1
Streptomyces parvus NPDC051835,NZ_JBFAYJ010000031.1,62359,63304,1.0395,1
Streptomyces parvus NPDC085581,NZ_JBFBKC010000014.1,128238,129183,1.0395,1
Streptomyces parvus NPDC057161,NZ_JBHUVQ010000024.1,99199,100144,1.0395,1
Streptomyces parvus NRRL B-1455,VXCD01000030.1,38993,39938,1.0395,1
Streptomyces parvus NRRL B-1455,NZ_VXCD01000030.1,38993,39881,1.0384,1
Streptomyces parvus NPDC048004,NZ_JBEZNK010000019.1,121079,121967,1.0386,1
Streptomyces parvus NPDC090030,NZ_JBIVFH010000021.1,119887,120775,1.0386,1
Streptomyces parvus NPDC090020,NZ_JBIVFP010000019.1,51436,52324,1.0386,1
Streptomyces parvus NPDC020978,NZ_JBIRRC010000013.1,174012,174900,1.0384,1
Streptomyces parvus NPDC020977,NZ_JBIRRD010000004.1,435543,436431,1.0384,1
Streptomyces parvus NPDC060125,NZ_JBHWXS010000037.1,29021,29909,1.0384,1
Streptomyces parvus NPDC027710,NZ_JBEZXJ010000023.1,67572,68460,1.0384,1
Streptomyces parvus A612,CP159802.1,8098762,8099650,1.0382,1
Streptomyces parvus NPDC127115,NZ_JBHXTK010000027.1,45154,46099,1.0381,1
Streptomyces parvus NPDC056008,NZ_JBHJXM010000091.1,2836,3781,1.0380,1
Streptomyces parvus SID7590,JAAGMP010000603.1,2311,3256,1.0379,1
Streptomyces parvus SID7590,NZ_JAAGMP010000603.1,2368,3256,1.0367,1
Streptomyces parvus NPDC022163,NZ_JBFABY010000022.1,46930,47893,1.0376,1
Streptomyces parvus NPDC021496,NZ_JBFACR010000011.1,63328,64273,1.0371,1
Streptomyces parvus NPDC007921,NZ_JBIBKG010000009.1,63328,64273,1.0371,1
Streptomyces parvus NPDC057162,NZ_JBHUVR010000008.1,238308,239253,1.0369,1
Streptomyces parvus NPDC059776,NZ_JBHWHM010000024.1,36056,36944,1.0369,1
Streptomyces parvus F-G-2,NZ_CP135079.1,73426,74314,1.0364,1
Streptomyces parvus NPDC052511,NZ_JBFAUF010000051.1,33073,33961,1.0363,1
Streptomyces parvus NPDC093074,NZ_JBIVPF010000010.1,61881,62769,1.0357,1
Streptomyces durocortorensis C11-1,NZ_CP134500.1,133745,134690,1.0397,1
Streptomyces durocortorensis RHZ10,NZ_JAFEUF010000008.1,22685,23630,1.0366,1
Streptomyces globisporus M 1,JAJIRU010000037.1,21122,22067,1.0397,1
Streptomyces globisporus NPDC007889,NZ_JBIADW010000025.1,65485,66430,1.0379,1
Streptomyces globisporus NPDC050596,NZ_JBFAIY010000017.1,94523,95468,1.0377,1
Streptomyces globisporus NPDC057090,NZ_JBHUTR010000042.1,24910,25855,1.0377,1
Streptomyces globisporus NPDC016169,NZ_JBIBSK010000006.1,82304,83249,1.0377,1
Streptomyces globisporus NPDC017518,NZ_JBIRKC010000017.1,73721,74666,1.0377,1
Streptomyces globisporus NPDC017511,NZ_JBIRKH010000019.1,73721,74666,1.0377,1
Streptomyces globisporus NPDC017505,NZ_JBIRKJ010000021.1,43485,44430,1.0377,1
Streptomyces globisporus NPDC090636,NZ_JBIVXG010000020.1,21192,22137,1.0377,1
Streptomyces globisporus NPDC101763,NZ_JBIWMY010000005.1,101216,102104,1.0371,1
Streptomyces globisporus 1912-4Crt,QWFA01000085.1,14288,15233,1.0370,1
Streptomyces globisporus 1912-4Crt,NZ_QWFA01000085.1,14288,15176,1.0357,1
Streptomyces globisporus C-1027,CP013738.1,182216,183161,1.0370,1
Streptomyces globisporus C-1027,NZ_CP013738.1,182216,183104,1.0358,1
Streptomyces globisporus NBC_01078,CP108664.1,7790246,7791188,1.0367,1
Streptomyces globisporus NBC_01078,NZ_CP108664.1,7790303,7791188,1.0355,1
Streptomyces globisporus NPDC017537,NZ_JBIRJW010000007.1,100773,101715,1.0367,1
Streptomyces globisporus NBC 01745,CP109146.1,7700935,7701877,1.0367,1
Streptomyces globisporus NBC 01745,NZ_CP109146.1,7700992,7701877,1.0355,1
Streptomyces globisporus NBC_01211,CP108546.1,7461384,7462326,1.0367,1
Streptomyces globisporus NBC_01211,NZ_CP108546.1,7461441,7462326,1.0355,1
Streptomyces globisporus NPDC017420,NZ_JBEYKD010000022.1,19633,20575,1.0365,1
Streptomyces globisporus NPDC029786,NZ_JBFAFJ010000013.1,124865,125750,1.0364,1
Streptomyces globisporus NPDC048682,NZ_JBEZJW010000035.1,4806,5748,1.0365,1
Streptomyces globisporus NPDC036726,NZ_JBFAFC010000021.1,93828,94770,1.0365,1
Streptomyces globisporus NPDC059632,NZ_JBHWDF010000115.1,4704,5646,1.0365,1
Streptomyces globisporus NPDC127181,NZ_JBHXUZ010000024.1,39236,40178,1.0365,1
Streptomyces globisporus NPDC012598,NZ_JBIBEA010000006.1,97470,98412,1.0365,1
Streptomyces globisporus NPDC017276,NZ_JBIRMG010000014.1,208114,209056,1.0365,1
Streptomyces globisporus NPDC017273,NZ_JBIRMJ010000013.1,208098,209040,1.0365,1
Streptomyces globisporus NPDC017200,NZ_JBIRNR010000023.1,26729,27671,1.0365,1
Streptomyces globisporus NPDC017169,NZ_JBIRNW010000018.1,67978,68920,1.0365,1
Streptomyces globisporus NPDC102349,NZ_JBIWLM010000018.1,26705,27647,1.0365,1
Streptomyces globisporus TFH56,CP029361.1,7385908,7386850,1.0365,1
Streptomyces globisporus TFH56,NZ_CP029361.1,7385965,7386850,1.0352,1
Streptomyces globisporus,CAKXYP010000015.1,40037,40979,1.0365,1
Streptomyces globisporus,NZ_CAKXYP010000015.1,40037,40922,1.0352,1
Streptomyces globisporus JCM 4378,BMTG01000006.1,311011,311953,1.0365,1
Streptomyces globisporus JCM 4378,NZ_BMTG01000006.1,311068,311953,1.0352,1
Streptomyces globisporus NBC_01004,CP109059.1,7510459,7511401,1.0365,1
Streptomyces globisporus NBC_01004,NZ_CP109059.1,7510516,7511401,1.0352,1
Streptomyces globisporus NPDC015003,NZ_JBIBVT010000004.1,256015,256903,1.0359,1
Streptomyces globisporus NPDC058570,NZ_JBHXOZ010000005.1,161391,162276,1.0355,1
Streptomyces globisporus NPDC059200,NZ_JBHZBC010000094.1,26715,27600,1.0355,1
Streptomyces globisporus NPDC007109,NZ_JBEYKT010000015.1,94615,95500,1.0355,1
Streptomyces globisporus NPDC013833,NZ_JBICAX010000006.1,377748,378633,1.0355,1
Streptomyces globisporus NPDC017555,NZ_JBIRJP010000001.1,132259,133144,1.0355,1
Streptomyces globisporus NPDC017539,NZ_JBIRJV010000006.1,104548,105433,1.0355,1
Streptomyces globisporus NPDC017456,NZ_JBIRLJ010000003.1,382948,383833,1.0355,1
Streptomyces globisporus NPDC017427,NZ_JBIRLR010000006.1,288629,289514,1.0355,1
Streptomyces globisporus NPDC019569,NZ_JBIRYA010000008.1,141812,142697,1.0355,1
Streptomyces globisporus NPDC020133,NZ_JBEYJX010000041.1,26746,27631,1.0352,1
Streptomyces globisporus NPDC017421,NZ_JBEYKC010000010.1,100642,101527,1.0352,1
Streptomyces globisporus NPDC047211,NZ_JBEYUC010000007.1,373503,374388,1.0352,1
Streptomyces globisporus NPDC020346,NZ_JBFAFW010000021.1,4710,5595,1.0352,1
Streptomyces globisporus NPDC020318,NZ_JBFAFX010000059.1,4718,5603,1.0352,1
Streptomyces globisporus NPDC059635,NZ_JBHWDI010000016.1,101804,102689,1.0352,1
Streptomyces globisporus NPDC059662,NZ_JBHWEF010000043.1,26686,27571,1.0352,1
Streptomyces globisporus NPDC059666,NZ_JBHWEJ010000040.1,4697,5582,1.0352,1
Streptomyces globisporus NPDC059199,NZ_JBHZBD010000294.1,4742,5627,1.0352,1
Streptomyces globisporus NPDC015151,NZ_JBIBUT010000005.1,94303,95188,1.0352,1
Streptomyces globisporus NPDC014788,NZ_JBIBXM010000005.1,409994,410879,1.0352,1
Streptomyces globisporus NPDC014751,NZ_JBIBYB010000004.1,411468,412353,1.0352,1
Streptomyces globisporus NPDC014750,NZ_JBIBYC010000004.1,411323,412208,1.0352,1
Streptomyces globisporus NPDC014736,NZ_JBIBYL010000009.1,101941,102826,1.0352,1
Streptomyces globisporus NPDC014678,NZ_JBIBZG010000004.1,154579,155464,1.0352,1
Streptomyces globisporus NPDC014677,NZ_JBIBZH010000001.1,143765,144650,1.0352,1
Streptomyces globisporus NPDC017548,NZ_JBIRJR010000022.1,26806,27691,1.0352,1
Streptomyces globisporus NPDC017489,NZ_JBIRKQ010000012.1,116410,117295,1.0352,1
Streptomyces globisporus NPDC017464,NZ_JBIRLF010000018.1,100573,101458,1.0352,1
Streptomyces globisporus NPDC017463,NZ_JBIRLG010000005.1,411567,412452,1.0352,1
Streptomyces globisporus NPDC017461,NZ_JBIRLI010000007.1,370212,371097,1.0352,1
Streptomyces globisporus NPDC017426,NZ_JBIRLS010000010.1,240750,241635,1.0352,1
Streptomyces globisporus NPDC017423,NZ_JBIRLU010000012.1,157098,157983,1.0352,1
Streptomyces globisporus NPDC017404,NZ_JBIRLY010000005.1,100582,101467,1.0352,1
Streptomyces globisporus NPDC017400,NZ_JBIRMA010000017.1,24313,25198,1.0352,1
Streptomyces globisporus NPDC017196,NZ_JBIRNT010000021.1,45236,46121,1.0352,1
Streptomyces globisporus NPDC017128,NZ_JBIROK010000023.1,45416,46301,1.0352,1
Streptomyces globisporus NPDC020518,NZ_JBIRUV010000005.1,122538,123423,1.0352,1
Streptomyces globisporus NPDC020372,NZ_JBIRVT010000016.1,143802,144687,1.0352,1
Streptomyces globisporus NPDC087979,NZ_JBIUTR010000005.1,141290,142175,1.0352,1
Streptomyces globisporus NPDC092037,NZ_JBIVSE010000003.1,98110,98995,1.0352,1
Streptomyces globisporus NPDC091877,NZ_JBIVTB010000006.1,141290,142175,1.0352,1
Streptomyces globisporus NPDC102398,NZ_JBIWKT010000002.1,794877,795762,1.0352,1
Streptomyces globisporus NPDC015000,NZ_JBIBVV010000008.1,91711,92599,1.0351,1
Streptomyces globisporus NPDC017194,NZ_JBIRNU010000009.1,222901,223786,1.0349,1
Streptomyces globisporus NPDC058132,NZ_JBHVTX010000013.1,126338,127223,1.0348,1
Streptomyces anulatus NPDC058528,NZ_JBHXNR010000039.1,55435,56380,1.0396,1
Streptomyces anulatus NPDC059908,NZ_JBHWKW010000015.1,19077,20022,1.0396,1
Streptomyces anulatus NPDC059910,NZ_JBHWKY010000020.1,44762,45707,1.0396,1
Streptomyces anulatus NRRL B-3362,NZ_JNXS01000038.1,30032,30977,1.0395,1
Streptomyces anulatus NRRL B-2873,NZ_JOEZ01000037.1,41253,42198,1.0395,1
Streptomyces anulatus NPDC058510,NZ_JBHXNF010000020.1,23220,24165,1.0395,1
Streptomyces anulatus NPDC058511,NZ_JBHXNG010000003.1,110999,111944,1.0395,1
Streptomyces anulatus NPDC008038,NZ_JBEYEE010000017.1,29315,30260,1.0394,1
Streptomyces anulatus NPDC089390,JBIVIG010000014.1,29315,30260,1.0394,1
Streptomyces anulatus NBC_00171,NZ_CP108146.1,131863,132808,1.0394,1
Streptomyces anulatus NBC_00107,NZ_CP108207.1,131750,132695,1.0394,1
Streptomyces anulatus NPDC098075,NZ_JBEORV010000014.1,45097,46042,1.0394,1
Streptomyces anulatus NPDC059178,NZ_JBHZBW010000015.1,73536,74481,1.0394,1
Streptomyces anulatus NPDC059174,NZ_JBHZCA010000014.1,56248,57193,1.0394,1
Streptomyces anulatus NPDC059170,NZ_JBHZCE010000031.1,47877,48822,1.0394,1
Streptomyces anulatus NPDC092298,JBIVQZ010000007.1,59354,60299,1.0394,1
Streptomyces anulatus YINM00001,NZ_CP086102.1,8313009,8313954,1.0394,1
Streptomyces anulatus SID10689,NZ_JAAGLK010000241.1,17744,18689,1.0394,1
Streptomyces anulatus SID505,NZ_JAAGMK010000265.1,4030,4975,1.0394,1
Streptomyces anulatus NPDC055983,NZ_JBHJYA010000012.1,114672,115617,1.0394,1
Streptomyces anulatus NPDC059664,NZ_JBHWEH010000046.1,23358,24303,1.0394,1
Streptomyces anulatus SID7903,NZ_JAAGMS010000408.1,17790,18735,1.0394,1
Streptomyces anulatus SID9598,NZ_JAAGNH010000435.1,4636,5581,1.0394,1
Streptomyces anulatus NPDC057562,NZ_JBHVFS010000004.1,460755,461700,1.0394,1
Streptomyces anulatus NPDC020893,JBIRRW010000005.1,115805,116750,1.0394,1
Streptomyces anulatus NPDC088177,JBIUSL010000010.1,188319,189264,1.0394,1
Streptomyces anulatus NPDC088385,JBIVNE010000012.1,142653,143598,1.0394,1
Streptomyces anulatus NPDC089883,NZ_JBFBGO010000028.1,92801,93746,1.0393,1
Streptomyces anulatus NPDC090128,JBIVDD010000009.1,144597,145542,1.0393,1
Streptomyces anulatus NBC_00502,NZ_CP107857.1,8686002,8686947,1.0392,1
Streptomyces anulatus NPDC058415,NZ_JBHXKM010000003.1,81582,82527,1.0392,1
Streptomyces anulatus NPDC059481,NZ_JBHYUE010000073.1,4151,5096,1.0392,1
Streptomyces anulatus NBC_01598,NZ_CP109317.1,8366318,8367263,1.0392,1
Streptomyces anulatus NBC 01556,NZ_CP109368.1,8347183,8348128,1.0392,1
Streptomyces anulatus NBC_01414,NZ_CP109522.1,8405754,8406699,1.0392,1
Streptomyces anulatus K-31,NZ_CP127386.1,45582,46527,1.0392,1
Streptomyces anulatus NPDC018021,JBIRGB010000015.1,218433,219378,1.0392,1
Streptomyces anulatus NPDC053404,JBITYE010000007.1,429194,430139,1.0392,1
Streptomyces anulatus NBC_01582,NZ_CP109341.1,8507123,8508068,1.0392,1
Streptomyces anulatus NPDC050088,JBITJY010000017.1,156911,157871,1.0392,1
Streptomyces anulatus NPDC050093,JBITJX010000029.1,60804,61764,1.0392,1
Streptomyces anulatus NBC_00535,NZ_CP107823.1,8478930,8479875,1.0391,1
Streptomyces anulatus NBC 01543,NZ_CP109387.1,8556313,8557258,1.0391,1
Streptomyces anulatus NPDC051560,NZ_JBFAZS010000036.1,14318,15263,1.0391,1
Streptomyces anulatus NPDC058311,NZ_JBHVZD010000101.1,14892,15837,1.0391,1
Streptomyces anulatus NPDC059610,JBHWCS010000037.1,7013,7958,1.0391,1
Streptomyces anulatus NPDC020749,JBIRTI010000005.1,503728,504673,1.0391,1
Streptomyces anulatus NPDC020737,JBIRTL010000004.1,503710,504655,1.0391,1
Streptomyces anulatus NPDC090113,JBIVDN010000003.1,112575,113520,1.0391,1
Streptomyces anulatus NPDC091372,NZ_JBFBFO010000027.1,23327,24272,1.0391,1
Streptomyces anulatus NPDC057200,NZ_JBHUWJ010000017.1,106734,107679,1.0391,1
Streptomyces anulatus NPDC101398,JBIWNR010000008.1,154074,155019,1.0391,1
Streptomyces anulatus JCM 4721,NZ_BMVK01000012.1,95880,96825,1.0390,1
Streptomyces anulatus JCM 4721,BMVK01000012.1,95880,96807,1.0380,1
Streptomyces anulatus NBC_01196,NZ_CP108571.1,112895,113840,1.0390,1
Streptomyces anulatus NPDC056532,NZ_JBHTTV010000004.1,23271,24216,1.0390,1
Streptomyces anulatus NPDC056752,NZ_JBHTZO010000004.1,153091,154036,1.0390,1
Streptomyces anulatus NPDC056764,NZ_JBHTZU010000004.1,23272,24217,1.0390,1
Streptomyces anulatus NPDC056772,NZ_JBHTZZ010000092.1,8357,9302,1.0390,1
Streptomyces anulatus NPDC059609,NZ_JBHWCR010000043.1,41814,42759,1.0390,1
Streptomyces anulatus NPDC059790,NZ_JBHWHZ010000143.1,8400,9345,1.0390,1
Streptomyces anulatus NPDC059793,NZ_JBHWIB010000031.1,52070,53015,1.0390,1
Streptomyces anulatus NPDC127045,NZ_JBHXDU010000993.1,1372,2317,1.0390,1
Streptomyces anulatus NPDC004982,NZ_JBIALE010000005.1,115114,116059,1.0390,1
Streptomyces anulatus NPDC021217,JBIRPY010000008.1,88937,89882,1.0390,1
Streptomyces anulatus NBC 01759,NZ_CP109125.1,213753,214698,1.0390,1
Streptomyces anulatus NPDC058146,NZ_JBHVUI010000002.1,975078,976023,1.0390,1
Streptomyces anulatus NPDC060179,NZ_JBHWYU010000012.1,23311,24256,1.0390,1
Streptomyces anulatus NPDC060180,NZ_JBHWYV010000012.1,147045,147990,1.0390,1
Streptomyces anulatus NPDC059197,NZ_JBHZBE010000094.1,10641,11586,1.0390,1
Streptomyces anulatus NPDC059191,NZ_JBHZBK010000005.1,221824,222769,1.0390,1
Streptomyces anulatus NPDC056166,NZ_JBHJUR010000029.1,21949,22894,1.0390,1
Streptomyces anulatus NPDC057169,NZ_JBHUVU010000034.1,23427,24372,1.0390,1
Streptomyces anulatus AC569_RSS891,NZ_JAGMUG010000071.1,39632,40577,1.0389,1
Streptomyces anulatus NPDC088795,JBIVKA010000024.1,49522,50467,1.0389,1
Streptomyces anulatus NPDC001874,NZ_JBEOYN010000192.1,10573,11518,1.0389,1
