Organism,Scaffold,Start,End,Score,CAC36059.1,CAD55403.1,CAC44647.1,CAC44648.1,CAC44649.1,CAC44650.1,CAC44651.1,CAC44652.1,CAC44653.1
Streptomyces tendae NPDC004977,NZ_JBEXJE010000022.1,140924,149299,17.4971,1,1,1,1,1,1,1,1,1
Streptomyces tendae VITAKN,NZ_JAAIFS010000005.1,140509,148879,17.4957,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003830,NZ_JBIANO010000016.1,80266,88641,17.4951,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC052220,NZ_JBFAVG010000007.1,129146,137527,17.4991,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC047796,NZ_JBEYSF010000017.1,128868,137258,17.4967,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC092921,NZ_JBIVPV010000003.1,426896,435278,17.4967,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058912,NZ_JBHYLJ010000046.1,41870,50253,17.4955,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058889,NZ_JBHYLW010000045.1,15761,24144,17.4955,1,1,1,1,1,1,1,1,1
Streptomyces tendae SAI-227,NZ_JBIYET010000001.1,516577,524960,17.4961,1,1,1,1,1,1,1,1,1
Streptomyces tendae SAI-227,JBIYET010000001.1,516577,524960,17.4991,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC052110,NZ_JBFAWE010000028.1,6212,14587,17.4964,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC101120,NZ_JBIVZF010000005.1,140419,148806,17.4939,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048237,NZ_JBICZR010000003.1,253857,262238,17.4949,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048238,NZ_JBICZQ010000001.1,824201,832581,17.4952,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048075,NZ_JBIDBF010000006.1,301221,309611,17.4962,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048598,NZ_JBEZID010000002.1,100000,108378,17.4957,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048588,NZ_JBICWD010000012.1,171885,180266,17.4931,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC049647,NZ_JBITLT010000001.1,907272,915644,17.4930,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058331,NZ_JBHXHT010000016.1,67437,75818,17.4942,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058332,NZ_JBHXHU010000027.1,15552,23933,17.4941,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058343,NZ_JBHXIE010000012.1,15600,23981,17.4947,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058356,NZ_JBHXIR010000013.1,15547,23928,17.4944,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC058359,NZ_JBHXIU010000009.1,242947,251328,17.4942,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC006280,NZ_JBEXSB010000004.1,134467,142848,17.4967,1,1,1,1,1,1,1,1,1
Streptomyces tendae JCM 4610,NZ_BMUY01000015.1,129361,137751,17.4945,1,1,1,1,1,1,1,1,1
Streptomyces tendae JCM 4610,BMUY01000015.1,129361,137751,17.4968,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048173,NZ_JBEZMQ010000006.1,130748,139129,17.4973,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048183,NZ_JBIDAP010000008.1,327522,335903,17.4951,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC048226,NZ_JBICZZ010000011.1,134308,142700,17.4935,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC004691,NZ_JBEXJW010000017.1,91021,99402,17.4963,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC004678,NZ_JBEXJY010000013.1,90552,98933,17.4963,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC057734,NZ_JBHVJS010000029.1,15576,23957,17.4940,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC057753,NZ_JBHVKB010000015.1,129252,137633,17.4940,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC059843,NZ_JBHWJC010000025.1,89490,97871,17.4938,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC059847,NZ_JBHWJF010000003.1,129247,137628,17.4940,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003773,NZ_JBIANU010000006.1,129292,137673,17.4941,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003747,NZ_JBIANV010000006.1,129317,137698,17.4942,1,1,1,1,1,1,1,1,1
Streptomyces tendae NPDC003786,NZ_JBIANS010000006.1,414003,422384,17.4937,1,1,1,1,1,1,1,1,1
Streptomyces tendae UTMC 3329,NZ_RSEG01000018.1,89114,97495,17.4933,1,1,1,1,1,1,1,1,1
Streptomyces tendae,NZ_CANLXQ010000006.1,381435,389805,17.4938,1,1,1,1,1,1,1,1,1
Kitasatospora aureofaciens Tu117,AP028963.1,8231483,8238252,13.3970,1,1,1,1,1,1,1,0,0
Streptomyces coelicoflavus NPDC056610,NZ_JBHTVU010000010.1,17551,25915,17.4906,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus SID14163,NZ_JAAGMA010000423.1,20882,29246,17.4885,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059661,NZ_JBHWEE010000012.1,261009,269372,17.4931,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC056535,NZ_JBHTTY010000003.1,249062,257427,17.4921,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC089661,NZ_JBIVHO010000016.1,132114,140478,17.4892,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus S3018,NZ_JASDBW010000012.1,94901,103265,17.4902,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC058541,NZ_JBHXOB010000013.1,135017,143381,17.4893,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059674,NZ_JBHWEO010000069.1,8763,17127,17.4931,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus ZG0656,AHGS01000031.1,1594,9958,17.4917,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC003954,NZ_JBIANE010000006.1,396868,405232,17.4894,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059677,NZ_JBHWEQ010000036.1,63451,71815,17.4891,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC059415,NZ_JBHYWE010000013.1,17556,25920,17.4925,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NBC_00465,NZ_JAPENQ010000001.1,5786985,5795349,17.4896,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC060121,NZ_JBFBNC010000008.1,13569,21933,17.4892,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC057274,NZ_JBHUYM010000023.1,63194,71558,17.4895,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC060156,NZ_JBHWYF010000035.1,13474,21838,17.4892,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC060157,NZ_JBHWYG010000013.1,13474,21838,17.4892,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NPDC001050,NZ_JBEPBG010000013.1,131917,140281,17.4887,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus SID14172,NZ_JAAGMB010000802.1,19322,27686,17.4893,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NBC_00099,NZ_CP108218.1,7712365,7720729,17.4891,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus NBRC 15399,NZ_BEWB01000014.1,133010,141374,17.4892,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus DBR11,NZ_JAMOLO010000220.1,308,7045,13.3909,1,1,1,1,1,1,1,0,0
Streptomyces coelicoflavus NBC_00357,NZ_CP107977.1,266782,275197,17.4936,1,1,1,1,1,1,1,1,1
Streptomyces coelicoflavus LM32,NZ_JBAGKW010000015.1,75607,83965,17.4853,1,1,1,1,1,1,1,1,1
Streptomyces salinarius SS06011,NZ_JACLZH010000014.1,18423,26838,17.4892,1,1,1,1,1,1,1,1,1
Streptomyces salinarius CS29,NZ_JAVCWJ010000007.1,85183,93541,17.4886,1,1,1,1,1,1,1,1,1
Streptomyces salinarius Lnu-12,NZ_JAXLNW010000015.1,234900,243258,17.4886,1,1,1,1,1,1,1,1,1
Streptomyces salinarius VRMG2420,NZ_JBITPR010000040.1,127314,135671,17.4873,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000007.1,138118,146479,17.4808,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_JBHUEU010000002.1,468951,477312,17.4808,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,BAAATN010000007.1,138118,146479,17.4814,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,4452328,4460689,17.4808,1,1,1,1,1,1,1,1,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000011.1,118917,127299,17.4701,1,1,1,1,1,1,1,1,1
Streptomyces lancefieldiae DSM 40712,NZ_JAVRFH010000002.1,237887,246195,14.4130,1,1,1,1,1,1,0,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000026.1,18430,26810,17.4710,1,1,1,1,1,1,1,1,1
Streptomyces thinghirensis JCM 18306,BAABJR010000026.1,18430,26810,17.4721,1,1,1,1,1,1,1,1,1
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000001.1,87116,95507,17.4681,1,1,1,1,1,1,1,1,1
Streptomyces marokkonensis JCM 17027,BAABCQ010000001.1,87116,95507,17.4665,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000006.1,280201,288649,17.4685,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000014.1,94683,103131,14.4447,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000068.1,15786,24234,14.4462,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000025.1,10304,18748,14.4458,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000006.1,283532,291977,14.4439,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000011.1,133659,142103,14.4453,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000004.1,260743,269187,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000007.1,287048,295500,17.4699,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,JADOEJ010000007.1,287048,295500,17.4680,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000032.1,5264,13715,17.4707,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000011.1,136668,145119,17.4704,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000009.1,301749,310200,17.4681,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR27,JAHSSP010000009.1,301749,310200,14.4418,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000010.1,160117,168561,14.4457,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000018.1,5468,13920,14.4454,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000010.1,67796,76240,14.4449,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000019.1,133758,142202,14.4457,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000015.1,67870,76314,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000011.1,150781,159225,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000018.1,19802,28246,14.4457,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000018.1,5667,14111,14.4457,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000020.1,133711,142155,14.4452,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000018.1,133644,142088,14.4457,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000020.1,5526,13970,14.4457,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,7969694,7978145,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000055.1,16192,24643,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000053.1,33954,42405,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000018.1,35680,44131,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000017.1,136751,145202,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000013.1,35612,44063,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000006.1,298803,307254,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus N11-26,NZ_BNEG01000005.1,3265113,3273557,14.4452,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus N11-26,BNEG01000005.1,3265113,3273557,17.4715,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000005.1,278461,286912,17.4677,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000005.1,139145,147596,17.4677,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000012.1,133581,142037,14.4445,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000008.1,159174,167630,14.4445,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000009.1,287866,296317,17.4707,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR3,JAHSSJ010000009.1,287866,296317,14.4444,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000108.1,5264,13715,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000019.1,5506,13950,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000023.1,133714,142158,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000019.1,133610,142054,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000024.1,5511,13955,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000020.1,5506,13950,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000022.1,133610,142054,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000018.1,133610,142054,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000023.1,5511,13955,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000023.1,5511,13955,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000024.1,5506,13950,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000021.1,5511,13955,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000023.1,133708,142152,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000020.1,5511,13955,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000015.1,133624,142068,14.4444,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,456408,464850,17.4695,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000007.1,137321,145763,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000007.1,298836,307278,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000005.1,136883,145325,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000005.1,137541,145983,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000007.1,69738,78180,17.4702,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000082.1,5264,13721,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000011.1,123867,132324,14.4437,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000031.1,69619,78070,17.4674,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR18,JAHSSM010000031.1,69619,78070,14.4411,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000023.1,5487,13938,17.4674,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR22,JAHSSN010000023.1,5487,13938,14.4411,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000013.1,158455,166900,14.4451,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000008.1,282468,290919,17.4677,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000039.1,3162,11606,17.4698,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000021.1,133900,142344,17.4698,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000009.1,197425,205869,14.4449,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000011.1,133777,142221,14.4446,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.420,JAHSSY010000011.1,133777,142221,17.4691,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000015.1,69446,77890,14.4450,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000003.1,267282,275726,14.4448,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000009.1,267282,275726,14.4448,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000011.1,81967,90411,14.4448,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000009.1,267282,275726,14.4448,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000003.1,267282,275726,14.4448,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000002.1,267282,275726,14.4448,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000008.1,137004,145455,17.4681,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR2,JAHSSI010000008.1,137004,145455,14.4418,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000006.1,292610,301061,17.4681,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR12,JAHSSL010000006.1,292610,301061,14.4418,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000011.1,153501,161944,12.3616,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.417,JAHSSW010000011.1,153501,161944,14.4434,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000012.1,153501,161944,12.3616,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus FXJ2.418,JAHSSX010000012.1,153501,161944,14.4434,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,369994,378438,17.4706,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000005.1,2739908,2748350,17.4674,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus DC10-5,BNEF01000005.1,2739908,2748350,17.4673,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000025.1,69660,78111,17.4679,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR24,JAHSSO010000025.1,69660,78111,14.4416,1,1,1,0,1,1,1,1,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000125.1,115,8566,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000086.1,16042,24493,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000079.1,16100,24551,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000032.1,83602,92053,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000001.1,408557,417008,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000101.1,16073,24524,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000001.1,408557,417008,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000002.1,16088,24539,17.4670,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000030.1,28426,36869,14.4427,1,1,1,0,1,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000005.1,132858,141189,14.3984,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_JBHLVD010000007.1,130232,138563,14.3984,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis JCM 4400,BMTT01000005.1,132858,141189,14.3988,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000012.1,147955,156301,17.4631,1,1,1,1,1,1,1,1,1
Streptomyces mutabilis MPB24,NZ_CP176874.1,585472,593812,14.4004,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000096.1,4512,12851,14.4002,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000028.1,37057,45396,14.4002,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000007.1,146096,154441,14.4001,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000004.1,714726,723071,14.4001,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000003.1,714399,722744,14.4001,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000013.1,146903,155249,14.3996,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000022.1,66701,75047,14.4001,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058354,NZ_JBHXIP010000012.1,66564,74910,14.3999,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058363,NZ_JBHXIX010000008.1,176288,184634,14.3999,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000007.1,289746,298091,14.4003,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000030.1,15397,23737,14.4008,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000016.1,66364,74703,14.3998,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000009.1,61777,70122,14.3994,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis TRM 45540,NZ_KN039946.1,3198556,3206887,14.3999,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis TRM 45540,JNFQ01000001.1,3198556,3206887,14.4003,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000023.1,37022,45362,14.4000,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000036.1,42083,50423,14.4000,1,1,1,1,0,1,1,1,1
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000021.1,32813,41153,14.4000,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000001.1,740214,748577,14.3952,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000002.1,774865,783219,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000013.1,235474,243837,14.3955,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000003.1,469169,477509,14.3944,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000073.1,14829,23169,14.3949,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000014.1,143075,151415,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000039.1,14887,23250,14.3959,1,1,1,1,0,1,1,1,1
Streptomyces rochei SR1102,NZ_CP161948.1,7281157,7289497,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000002.1,236894,245234,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000019.1,146306,154646,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000048.1,14828,23168,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000014.1,143704,152044,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000001.1,904132,912472,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000004.1,424402,432742,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000020.1,145187,153527,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000048.1,14823,23163,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000078.1,19292,27632,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000041.1,14823,23163,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000003.1,423978,432318,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000120.1,3836,12176,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000073.1,19204,27544,14.3948,1,1,1,1,0,1,1,1,1
