Organism,Scaffold,Start,End,Score,CAB94607.1,CAB94608.1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000001.1,117826,120285,3.1560,1,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000001.1,117825,120284,3.1560,1,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000001.1,836015,838474,3.1560,1,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000004.1,195617,198076,3.1557,1,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000001.1,227808,230267,3.1557,1,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000009.1,138924,141383,3.1558,1,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000001.1,239153,241612,3.1558,1,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000001.1,117825,120284,3.1560,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000002.1,114920,117379,3.1560,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000001.1,215810,218269,3.1560,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000001.1,836015,838474,3.1560,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000008.1,137879,140338,3.1560,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000001.1,117825,120284,3.1560,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000001.1,117825,120284,3.1560,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000001.1,117825,120284,3.1560,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000001.1,836015,838474,3.1560,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000002.1,152337,154796,3.1560,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000001.1,215810,218269,3.1560,1,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000004.1,66518,68977,3.1560,1,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000016.1,13930,16389,3.1560,1,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000036.1,66526,68985,3.1560,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000006.1,223119,225578,3.1560,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000003.1,293146,295605,3.1560,1,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000006.1,66520,68979,3.1560,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000006.1,66537,68996,3.1560,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000007.1,66531,68990,3.1560,1,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000032.1,14063,16522,3.1560,1,1
Streptomyces olivaceus NPDC127083,NZ_JBHXEZ010000049.1,5557,8016,3.1558,1,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000003.1,314760,317219,3.1558,1,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000001.1,844524,846983,3.1558,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000001.1,646164,648623,3.1558,1,1
Streptomyces olivaceus N11-26,NZ_BNEG01000003.1,1331492,1333951,3.1557,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000010.1,237709,240168,3.1558,1,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000056.1,45295,47754,3.1558,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000001.1,7904,10363,3.1558,1,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000001.1,214030,216489,3.1558,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000001.1,843732,846191,3.1557,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000009.1,216190,218649,3.1558,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000008.1,232170,234629,3.1558,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000002.1,141678,144137,3.1558,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000002.1,174021,176480,3.1558,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000001.1,789423,791882,3.1558,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000009.1,173985,176444,3.1558,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000009.1,232171,234630,3.1558,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000004.1,7927,10386,3.1556,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000008.1,188054,190513,3.1557,1,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000015.1,10750,13209,3.1553,1,1
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000082.1,13790,16249,3.1553,1,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000011.1,223428,225887,3.1553,1,1
Streptomyces diastaticus SID7513,JAAGMO010000121.1,13314,15773,3.1598,1,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000005.1,199168,201627,3.1575,1,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000002.1,212588,215047,3.1574,1,1
Streptomyces parvulus JCM 4068,BMRX01000002.1,212588,214975,3.1524,1,1
Streptomyces parvulus 2297,NZ_CP015866.1,4839069,4841528,3.1574,1,1
Streptomyces parvulus 2297,NZ_QQBH01000007.1,69929,72388,3.1576,1,1
Streptomyces parvulus LP03,NZ_JAIWPL010000004.1,327130,329589,3.1574,1,1
Streptomyces parvulus SX6,NZ_JAJJMU010000006.1,151294,153753,3.1577,1,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000002.1,440620,443079,3.1577,1,1
Streptomyces parvulus PBR36,NZ_JAMOLM010000001.1,189051,191510,3.1574,1,1
Streptomyces parvulus A03,NZ_JAYMRR010000001.1,433476,435935,3.1574,1,1
Streptomyces parvulus NPDC097689,NZ_JBEORZ010000002.1,328027,330486,3.1573,1,1
Streptomyces parvulus NPDC005540,NZ_JBEXDJ010000003.1,66466,68925,3.1573,1,1
Streptomyces parvulus NPDC004997,NZ_JBEXJC010000002.1,198084,200543,3.1574,1,1
Streptomyces parvulus NPDC003845,NZ_JBEXMS010000002.1,193267,195726,3.1574,1,1
Streptomyces parvulus NPDC048712,NZ_JBEZGZ010000016.1,86093,88552,3.1574,1,1
Streptomyces parvulus NPDC048617,NZ_JBEZHY010000005.1,208943,211402,3.1574,1,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000002.1,247315,249774,3.1577,1,1
Streptomyces parvulus NPDC052119,NZ_JBFAVZ010000003.1,331175,333634,3.1574,1,1
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000003.1,188109,190568,3.1574,1,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000015.1,40847,43306,3.1577,1,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000003.1,577389,579848,3.1574,1,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000009.1,272798,275257,3.1572,1,1
Streptomyces parvulus NPDC052306,NZ_JBIUBC010000001.1,212735,215194,3.1574,1,1
Streptomyces parvulus NPDC046875,NZ_JBEYXL010000016.1,11394,13853,3.1574,1,1
Streptomyces parvulus NPDC003902,NZ_JBEXMQ010000014.1,40522,42981,3.1572,1,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000006.1,289585,292044,3.1576,1,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000003.1,440132,442591,3.1576,1,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000006.1,277897,280356,3.1576,1,1
Streptomyces parvulus NPDC048632,NZ_JBEZHT010000004.1,186339,188798,3.1569,1,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000008.1,280021,282480,3.1575,1,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000003.1,784943,787402,3.1575,1,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000033.1,55152,57611,3.1563,1,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000001.1,192126,194585,3.1569,1,1
Streptomyces parvulus NPDC048620,NZ_JBEZHW010000003.1,530397,532856,3.1562,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000006.1,184717,187182,3.1586,1,1
Streptomyces thinghirensis JCM 18306,BAABJR010000006.1,184717,187110,3.1538,1,1
Streptomyces mutabilis MPB24,NZ_CP176874.1,5184445,5186910,3.1590,1,1
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000008.1,238723,241188,3.1589,1,1
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000009.1,38788,41253,3.1589,1,1
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000006.1,212940,215405,3.1591,1,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000002.1,367180,369645,3.1589,1,1
Streptomyces mutabilis NPDC058354,NZ_JBHXIP010000001.1,627261,629726,3.1589,1,1
Streptomyces mutabilis NPDC058363,NZ_JBHXIX010000001.1,242450,244915,3.1589,1,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000024.1,34563,37028,3.1590,1,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000020.1,56758,59223,3.1590,1,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000026.1,34642,37107,3.1590,1,1
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000001.1,594317,596782,3.1590,1,1
Streptomyces mutabilis NPDC058827,NZ_JBHYNQ010000050.1,34591,37056,3.1590,1,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000008.1,228954,231419,3.1591,1,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000002.1,544838,547303,3.1591,1,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000001.1,833075,835540,3.1591,1,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000003.1,212814,215279,3.1591,1,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000027.1,38727,41192,3.1589,1,1
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000007.1,105968,108433,3.1589,1,1
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000055.1,15814,18279,3.1589,1,1
Streptomyces mutabilis TRM 76172,NZ_JAMYEN010000224.1,60087,62552,3.1580,1,1
Streptomyces mutabilis TRM76172,JAMYEN010000224.1,60087,62552,3.1580,1,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000008.1,212477,214942,3.1578,1,1
Streptomyces mutabilis JCM 4400,BMTT01000008.1,212477,214870,3.1535,1,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000010.1,96171,98630,3.1595,1,1
Streptomyces lienomycini JCM 6925,NZ_JBHUEU010000002.1,5172683,5175142,3.1595,1,1
Streptomyces lienomycini JCM 6925,BAAATN010000010.1,96171,98558,3.1547,1,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,1291279,1293738,3.1595,1,1
Streptomyces ambofaciens DSM 40697,NZ_CP012949.1,5136755,5139259,3.1549,1,1
Streptomyces ambofaciens ATCC 23877,NZ_CP012382.1,5312264,5314768,3.1547,1,1
Streptomyces lancefieldiae DSM 40712,NZ_JAVRFH010000013.1,89706,92174,3.1548,1,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000001.1,313383,315857,3.1564,1,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000001.1,305253,307727,3.1564,1,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000003.1,485518,487992,3.1564,1,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000002.1,505667,508141,3.1564,1,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000021.1,77904,80378,3.1564,1,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000031.1,45714,48188,3.1564,1,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000028.1,45700,48174,3.1564,1,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000004.1,222992,225466,3.1564,1,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000002.1,505569,508043,3.1564,1,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000040.1,13641,16115,3.1564,1,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000015.1,34240,36714,3.1564,1,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000061.1,204,2678,3.1564,1,1
Streptomyces rochei NPDC057778,NZ_JBHVKP010000183.1,199,2673,3.1564,1,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000162.1,209,2683,3.1564,1,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000003.1,505912,508386,3.1564,1,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000003.1,305272,307746,3.1564,1,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000001.1,505935,508409,3.1564,1,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000002.1,347811,350285,3.1564,1,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000015.1,201980,204454,3.1564,1,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000003.1,17959,20433,3.1564,1,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000003.1,505739,508213,3.1564,1,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000003.1,485538,488012,3.1564,1,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000002.1,262289,264763,3.1562,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000001.1,198442,200916,3.1564,1,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000001.1,197731,200205,3.1564,1,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000011.1,38404,40878,3.1564,1,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000008.1,396911,399385,3.1564,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000003.1,488357,490831,3.1564,1,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000128.1,29501,31975,3.1564,1,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000010.1,206432,208906,3.1564,1,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000172.1,13589,16063,3.1564,1,1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000014.1,103755,106229,3.1563,1,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000004.1,67088,69562,3.1563,1,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000001.1,67205,69679,3.1563,1,1
Streptomyces rochei SID8161,NZ_JAAGMZ010000238.1,13026,15500,3.1564,1,1
Streptomyces rochei NS1,NZ_JAJIRV010000005.1,38374,40848,3.1563,1,1
Streptomyces rochei CC36,NZ_JASCXS010000024.1,330287,332761,3.1561,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000012.1,38455,40929,3.1563,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000013.1,193521,195995,3.1563,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000003.1,200189,202663,3.1564,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000010.1,202662,205136,3.1563,1,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000013.1,38478,40952,3.1564,1,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000004.1,189001,191475,3.1564,1,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000062.1,13812,16286,3.1564,1,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000095.1,29675,32149,3.1564,1,1
Streptomyces rochei NPDC057773,NZ_JBHVKO010000183.1,209,2683,3.1564,1,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000001.1,71676,74150,3.1564,1,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000002.1,250429,252903,3.1563,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000007.1,55588,58062,3.1563,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000001.1,846113,848587,3.1561,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000009.1,62139,64613,3.1561,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000005.1,215772,218246,3.1561,1,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000010.1,297698,300172,3.1563,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000002.1,796877,799351,3.1564,1,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000002.1,496290,498764,3.1563,1,1
Streptomyces rochei MTOC-St3,NZ_JBIENY010000302.1,53635,56109,3.1564,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000006.1,38449,40923,3.1564,1,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000006.1,462159,464633,3.1563,1,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000001.1,494556,497030,3.1563,1,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000003.1,826947,829421,3.1563,1,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000001.1,793508,795982,3.1563,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000003.1,792045,794519,3.1564,1,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000006.1,501135,503609,3.1564,1,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000045.1,19989,22463,3.1564,1,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000006.1,394091,396565,3.1564,1,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000020.1,38443,40917,3.1562,1,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000012.1,197020,199494,3.1562,1,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000032.1,42283,44757,3.1562,1,1
Streptomyces rochei NPDC004652,NZ_JBEXKT010000001.1,34263,36737,3.1561,1,1
Streptomyces rochei JK1,NZ_CP121271.1,5409146,5411620,3.1562,1,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000015.1,38415,40889,3.1562,1,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000006.1,196913,199387,3.1563,1,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000002.1,507105,509579,3.1562,1,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000012.1,77769,80243,3.1563,1,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000089.1,32187,34661,3.1562,1,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000011.1,71423,73897,3.1562,1,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000165.1,13672,16146,3.1563,1,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000001.1,232628,235102,3.1563,1,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000004.1,207280,209754,3.1563,1,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000027.1,38332,40806,3.1562,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000006.1,38344,40818,3.1562,1,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000007.1,304414,306888,3.1562,1,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000005.1,390187,392661,3.1562,1,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000011.1,226295,228769,3.1562,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000011.1,201927,204401,3.1562,1,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000002.1,502867,505341,3.1562,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000002.1,799143,801617,3.1562,1,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000007.1,398939,401413,3.1562,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000006.1,71201,73675,3.1562,1,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000002.1,578557,581031,3.1562,1,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000003.1,398502,400976,3.1563,1,1
Streptomyces rochei S32,CP133098.1,2710738,2713212,3.1557,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000010.1,167251,169725,3.1561,1,1
Streptomyces rochei SR1102,NZ_CP161948.1,2707139,2709613,3.1561,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000011.1,38400,40874,3.1561,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000003.1,495460,497934,3.1561,1,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000013.1,96706,99180,3.1559,1,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000037.1,42271,44745,3.1562,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000005.1,283908,286382,3.1560,1,1
Streptomyces rochei NPDC006395,NZ_JBEXQE010000034.1,38445,40919,3.1560,1,1
Streptomyces enissocaesilis NBF 715,CP118027.1,5426833,5429307,3.1564,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,5291080,5293554,3.1564,1,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000021.1,45797,48271,3.1563,1,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,4977330,4979804,3.1564,1,1
Streptomyces sp. b94 B94,NZ_JAGPXM010000007.1,183721,186186,3.1562,1,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000001.1,192976,195450,3.1562,1,1
Streptomyces plicatus JCM 4504,NZ_JBHSUW010000001.1,5245666,5248140,3.1562,1,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,5197956,5200430,3.1558,1,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,5357515,5359989,3.1562,1,1
Streptomyces griseicoloratus TRM S81-3,NZ_JACVQF010000211.1,72629,75088,3.1538,1,1
Streptomyces viridiviolaceus JCM 4855,NZ_BMWA01000011.1,120105,122564,3.1523,1,1
Streptomyces viridiviolaceus JCM 4855,NZ_JBHSYM010000011.1,13569,16028,3.1523,1,1
Streptomyces solaniscabiei FS75,NZ_JADGFX010000036.1,29795,32293,3.1508,1,1
Streptomyces solaniscabiei FS66,NZ_JADGFY010000003.1,341038,343536,3.1508,1,1
Streptomyces solaniscabiei N26,NZ_WQLR01000032.1,44650,47148,3.1508,1,1
Streptomyces solaniscabiei FS70,NZ_WQLU01000004.1,341012,343510,3.1508,1,1
Streptomyces flaveolus NPDC097624,NZ_JBEOSC010000005.1,186050,188548,3.1518,1,1
Streptomyces flaveolus NPDC000175,NZ_JBEPEV010000004.1,190051,192510,3.1532,1,1
Streptomyces flaveolus NPDC018018,NZ_JBIRGE010000002.1,190051,192510,3.1532,1,1
Streptomyces flaveolus NPDC018017,NZ_JBIRGF010000006.1,286804,289263,3.1532,1,1
Streptomyces flaveolus NPDC015091,NZ_JBIBVL010000002.1,208113,210611,3.1518,1,1
Streptomyces flaveolus NPDC005559,NZ_JBEXDF010000001.1,212955,215453,3.1510,1,1
Streptomyces flaveolus JCM 4032,NZ_BMRV01000002.1,189220,191679,3.1519,1,1
Streptomyces flaveolus NPDC047111,NZ_JBEYUO010000006.1,36330,38828,3.1511,1,1
Streptomyces flaveolus NPDC005910,NZ_JBEXVU010000039.1,13549,16047,3.1509,1,1
Streptomyces flaveolus NPDC052248,NZ_JBFAUY010000021.1,36121,38583,3.1518,1,1
Streptomyces flaveolus NPDC102396,NZ_JBIWKU010000003.1,212697,215195,3.1518,1,1
Streptomyces flaveolus NPDC052219,NZ_JBFAVH010000009.1,72051,74513,3.1517,1,1
Streptomyces flaveolus NPDC000675,NZ_JBEPCO010000001.1,492428,494926,3.1514,1,1
Streptomyces flaveolus NPDC000632,NZ_JBEPCV010000001.1,394625,397123,3.1514,1,1
Streptomyces flaveolus NPDC044998,NZ_JBEZBB010000004.1,34447,36945,3.1514,1,1
Streptomyces flaveolus NPDC052172,NZ_JBFAVR010000004.1,81274,83736,3.1513,1,1
Streptomyces flaveolus NPDC059703,NZ_JBHWFN010000004.1,127770,130268,3.1515,1,1
Streptomyces flaveolus NPDC086842,NZ_JBIVAR010000004.1,319571,322069,3.1512,1,1
Streptomyces flaveolus NPDC014714,NZ_JBIBYU010000002.1,205611,208109,3.1511,1,1
Streptomyces flaveolus NPDC014719,NZ_JBIBYT010000002.1,608082,610580,3.1508,1,1
Streptomyces dubilierae DSM 41921,NZ_JAVREU010000002.1,195479,197932,3.1472,1,1
Streptomyces coeruleorubidus NPDC088741,NZ_JBIVLC010000017.1,94265,96718,3.1477,1,1
Streptomyces coeruleorubidus NPDC006533,NZ_JBEXOZ010000039.1,35737,38190,3.1472,1,1
Streptomyces coeruleorubidus NPDC012922,NZ_JBIBBD010000008.1,186892,189345,3.1471,1,1
Streptomyces coeruleorubidus DM,NZ_CP118527.1,6578659,6581112,3.1464,1,1
Streptomyces coeruleorubidus NPDC018020,NZ_JBIRGC010000004.1,236601,239054,3.1470,1,1
Streptomyces coeruleorubidus NPDC017888,NZ_JBIRHV010000011.1,188513,190966,3.1467,1,1
Streptomyces coeruleorubidus NPDC046585,NZ_JBEYZE010000007.1,149641,152094,3.1464,1,1
Streptomyces coeruleorubidus NPDC019882,NZ_JBEYAS010000023.1,70671,73124,3.1468,1,1
Streptomyces coeruleorubidus NPDC019885,NZ_JBIRXL010000021.1,42443,44896,3.1468,1,1
Streptomyces coeruleorubidus NPDC002993,NZ_JBEXNR010000005.1,324319,326772,3.1464,1,1
Streptomyces coeruleorubidus JCM 4359,NZ_BMTB01000004.1,581589,584042,3.1464,1,1
Streptomyces coeruleorubidus ATCC 13740,NZ_CP023694.1,6186739,6189192,3.1464,1,1
Streptomyces coeruleorubidus NPDC020515,NZ_JBFAEK010000018.1,126482,128935,3.1464,1,1
Streptomyces coeruleorubidus JCM 4292,NZ_BMSO01000002.1,559395,561848,3.1465,1,1
Streptomyces coeruleorubidus CICC 11043,NZ_CP137524.1,2160896,2163349,3.1465,1,1
Streptomyces coeruleorubidus NPDC017947,NZ_JBIRHF010000001.1,873471,875924,3.1465,1,1
Streptomyces coeruleorubidus NPDC060370,NZ_JBHXDF010000012.1,91225,93678,3.1460,1,1
Streptomyces coeruleorubidus NPDC013961,NZ_JBICAP010000004.1,620987,623440,3.1453,1,1
Streptomyces fuscus GXMU-J15,NZ_JASJUS010000028.1,73255,75714,3.1460,1,1
Streptomyces viridochromogenes DSM 40736,NZ_GG657757.1,5883531,5885984,3.1468,1,1
Streptomyces hawaiiensis NPDC058334,NZ_JBHXHW010000070.1,36876,39329,3.1466,1,1
Streptomyces hawaiiensis NPDC058361,NZ_JBHXIV010000021.1,114774,117227,3.1465,1,1
Streptomyces hawaiiensis ATCC 12236,NZ_CP021978.1,5829393,5831846,3.1456,1,1
Streptomyces hawaiiensis JCM 4172,NZ_BAAASC010000007.1,480903,483356,3.1451,1,1
Streptomyces afghaniensis W1I20,NZ_JAUSZO010000002.1,3342922,3345375,3.1460,1,1
Streptomyces afghaniensis NPDC018010,NZ_JBIRGJ010000010.1,229723,232176,3.1467,1,1
Streptomyces afghaniensis NPDC053553,NZ_JBITXJ010000002.1,155520,157973,3.1464,1,1
Streptomyces afghaniensis 772,NZ_KE354250.1,4288,6741,3.1465,1,1
Streptomyces afghaniensis NPDC017953,NZ_JBIRHD010000002.1,966267,968720,3.1460,1,1
Streptomyces afghaniensis NPDC006242,NZ_JBEXSO010000009.1,80904,83357,3.1459,1,1
Streptomyces africanus B3I12,NZ_JAUSYP010000001.1,5856831,5859284,3.1465,1,1
Streptomyces africanus NRRL B-24243,NZ_MUKA01000247.1,26395,28848,3.1460,1,1
