Organism,Scaffold,Start,End,Score,CAC17498.1,CAC17499.1,CAC17500.1,CAC17501.1,CAC17502.1,CAC17503.1,CAC17504.1,CAC17505.1,CAC17506.1,CAC17507.1,CAC17508.1
Streptomyces anulatus NPDC017294,JBIRMC010000009.1,113313,138684,22.3394,1,1,1,1,1,1,1,1,1,1,1
Streptomyces anulatus NPDC017292,JBIRME010000002.1,113543,138914,22.3394,1,1,1,1,1,1,1,1,1,1,1
Streptomyces anulatus NPDC008038,NZ_JBEYEE010000013.1,132719,158061,22.3420,1,1,1,1,1,1,1,1,1,1,1
Streptomyces anulatus NPDC089390,JBIVIG010000003.1,75642,100984,22.3430,1,1,1,1,1,1,1,1,1,1,1
Streptomyces anulatus NPDC017193,NZ_JBEYCO010000028.1,73237,96710,20.2437,0,1,1,1,1,1,1,1,1,1,1
Streptomyces atroolivaceus NPDC093820,NZ_JBFBDJ010000005.1,133755,159107,22.3379,1,1,1,1,1,1,1,1,1,1,1
Streptomyces flavovirens CCM 3243,NZ_JBHSCF010000006.1,215981,241316,22.3255,1,1,1,1,1,1,1,1,1,1,1
Streptomyces salyersiae DSM 41770,NZ_JAVREX010000008.1,159600,184935,22.3256,1,1,1,1,1,1,1,1,1,1,1
Streptomyces hebeiensis JCM 12696,NZ_BAAAKV010000019.1,4760,30139,22.3490,1,1,1,1,1,1,1,1,1,1,1
Streptomyces hebeiensis JCM 12696,BAAAKV010000019.1,4760,30139,22.3446,1,1,1,1,1,1,1,1,1,1,1
Streptomyces nodosus NPDC047001,NZ_JBEYWD010000005.1,149948,175505,22.3660,1,1,1,1,1,1,1,1,1,1,1
Streptomyces nodosus NPDC090066,NZ_JBIVEM010000002.1,1078130,1103648,22.3643,1,1,1,1,1,1,1,1,1,1,1
Streptomyces nodosus NPDC008179,NZ_JBIBHC010000016.1,93102,118618,22.3657,1,1,1,1,1,1,1,1,1,1,1
Streptomyces nodosus NPDC087978,NZ_JBIUTS010000018.1,55133,80688,22.3672,1,1,1,1,1,1,1,1,1,1,1
Streptomyces hygroscopicus subsp. hygroscopicus NRRL B-1477,NZ_JOIK01000019.1,71284,96809,22.3436,1,1,1,1,1,1,1,1,1,1,1
Streptomyces coffeae CA1R205,NZ_JAERRF010000020.1,19225,44700,22.3667,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sioyaensis NPDC127047,NZ_JBHXDW010000013.1,130412,155058,19.3119,1,1,1,1,1,0,1,1,1,1,1
Streptomyces tubercidicus NBC_00475,NZ_CP107884.1,462353,487217,19.3048,1,1,1,1,1,0,1,1,1,1,1
Streptomyces tubercidicus NBC 00383,NZ_CP107952.1,523693,548557,19.3050,1,1,1,1,1,0,1,1,1,1,1
Streptomyces tubercidicus NBC_01297,NZ_CP108419.1,466287,491151,19.3065,1,1,1,1,1,0,1,1,1,1,1
Streptomyces tubercidicus NBC_00975,CP108737.1,8140564,8165428,19.3063,1,1,1,1,1,0,1,1,1,1,1
Streptomyces tubercidicus NBC 00625,CP107742.1,466600,491464,19.3063,1,1,1,1,1,0,1,1,1,1,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000015.1,145620,170960,22.3254,1,1,1,1,1,1,1,1,1,1,1
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000003.1,88398,112032,20.2897,0,1,1,1,1,1,1,1,1,1,1
Streptomyces marokkonensis JCM 17027,BAABCQ010000003.1,88398,111954,20.2877,0,1,1,1,1,1,1,1,1,1,1
Streptomyces fumanus NPDC048122,NZ_JBEZMZ010000016.1,88097,113454,22.3448,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000008.1,90852,116296,22.3383,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus 6G-OA-21,NZ_JAMHJP010000020.1,99776,125219,22.3374,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000006.1,54932,80378,22.3407,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000010.1,54932,80378,22.3407,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000037.1,502,25940,22.3371,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000021.1,29050,54493,22.3389,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000019.1,38185,63644,22.3374,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000004.1,23357,48815,22.3365,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000001.1,1341576,1367038,22.3397,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000001.1,1446105,1471517,22.3368,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000001.1,1576716,1602175,22.3369,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000002.1,184716,210177,22.3364,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000013.1,71701,97163,22.3365,1,1,1,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000006.1,107645,133110,22.3377,1,1,1,1,1,1,1,1,1,1,1
Streptomyces tunisiensis NCA360,NZ_JBJOUZ010000002.1,146063,171361,22.3284,1,1,1,1,1,1,1,1,1,1,1
Streptomyces pacificus CWH03,NZ_BLLG01000023.1,74230,98738,19.2685,1,1,1,1,1,0,1,1,1,1,1
Streptomyces pacificus CWH03,BLLG01000023.1,74230,98738,19.2693,1,1,1,1,1,0,1,1,1,1,1
Streptomyces griseus NPDC058721,NZ_JBHYQY010000049.1,6108,31381,22.3124,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseus NPDC004318,NZ_JBIAMF010000003.1,512335,537611,22.3050,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. CFMR 7 DE0061,NZ_VEHK01000007.1,397649,422920,22.3109,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sparsogenes DSM 40356,NZ_ASQP01000391.1,13712,39010,22.3383,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sparsogenes DSM 40356,ASQP01000391.1,13712,39010,22.3320,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvus F-G-2,NZ_CP135079.1,6944480,6969807,22.3428,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvus NPDC090030,NZ_JBIVFH010000002.1,81491,106763,22.3080,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvus NPDC090020,NZ_JBIVFP010000003.1,81525,106797,22.3068,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvus NPDC090019,NZ_JBIVFQ010000006.1,384178,409453,22.3074,1,1,1,1,1,1,1,1,1,1,1
Streptomyces globisporus NPDC050596,NZ_JBFAIY010000027.1,12744,38071,22.3430,1,1,1,1,1,1,1,1,1,1,1
Streptomyces globisporus NPDC057090,NZ_JBHUTR010000002.1,12740,38067,22.3429,1,1,1,1,1,1,1,1,1,1,1
Streptomyces globisporus NPDC016169,NZ_JBIBSK010000030.1,12779,38106,22.3422,1,1,1,1,1,1,1,1,1,1,1
Streptomyces globisporus subsp. globisporus NRRL B-2709,NZ_JNZK01000032.1,12893,38220,22.3422,1,1,1,1,1,1,1,1,1,1,1
Streptomyces galbus NPDC089750,NZ_JBIVGQ010000024.1,37750,63055,22.3139,1,1,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC052219,NZ_JBFAVH010000061.1,7586,32956,22.3126,1,1,1,1,1,1,1,1,1,1,1
Streptomyces albus subsp. chlorinus NRRL B-24108,NZ_VJOK01000001.1,7482379,7507784,22.3095,1,1,1,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000001.1,217003,242328,22.3492,1,1,1,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,BMUN01000001.1,217003,242328,22.3491,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000001.1,20536,46033,22.2912,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR3,JAHSSJ010000001.1,20536,46033,22.2911,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000016.1,131837,157154,22.3037,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000001.1,1093010,1118327,22.3025,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000001.1,1118505,1143945,22.3032,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR27,JAHSSP010000001.1,1118505,1143945,22.3055,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000003.1,1040644,1065925,22.3064,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR8,JAHSSK010000003.1,1040644,1065925,22.3063,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000002.1,903544,928921,22.3048,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.409,JAHSST010000002.1,903544,928921,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000002.1,903534,928911,22.3048,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-13,JAHSTB010000002.1,903534,928911,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000002.1,52472,77849,22.3048,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-7,JAHSTC010000002.1,52472,77849,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000002.1,52472,77849,22.3048,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.012,JAHSTP010000002.1,52472,77849,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000002.1,52472,77849,22.3048,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.101,JAHSTR010000002.1,52472,77849,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR24,JAHSSO010000004.1,418397,443909,22.3011,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000007.1,500136,525507,22.3039,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.420,JAHSSY010000007.1,500136,525507,22.3037,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000001.1,1205311,1230622,22.3066,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000006.1,85587,110919,22.3039,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000011.1,85513,110845,22.3039,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus xian7,NZ_JAHSTF010000001.1,893668,919051,22.3049,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus xian7,JAHSTF010000001.1,893668,919051,22.3047,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000001.1,184766,210095,22.3030,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000001.1,273007,298336,22.3030,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000016.1,20527,45856,22.3030,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000001.1,184638,209967,22.3030,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000005.1,184798,210127,22.3030,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,3625685,3651074,22.3014,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000028.1,20747,46148,22.2979,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR18,JAHSSM010000028.1,20747,46148,22.2988,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000006.1,275288,300689,22.2979,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR22,JAHSSN010000006.1,275288,300689,22.2988,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus N11-26,NZ_BNEG01000002.1,285996,311361,22.3047,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus N11-26,BNEG01000002.1,285996,311361,22.2980,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000011.1,242467,267793,22.3054,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.410,JAHSSU010000011.1,242467,267793,22.3052,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000006.1,281386,306712,22.3054,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.411,JAHSSV010000006.1,281386,306712,22.3052,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000069.1,15370,40720,22.3042,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000027.1,17593,42946,22.3049,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,7026436,7051801,22.3022,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000001.1,376974,402321,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000003.1,116040,141405,22.3019,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus TRM81-6,JAHSTA010000003.1,116040,141405,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000003.1,1084650,1110006,22.3020,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus DC10-5,BNEF01000003.1,1084650,1110006,22.2922,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000015.1,169275,194652,22.3074,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000002.1,710806,736183,22.3074,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000022.1,32610,57987,22.3074,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000021.1,17684,43061,22.3074,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000026.1,52302,77679,22.3076,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000001.1,419254,444556,22.3050,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000048.1,12737,38111,22.3040,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000010.1,232528,257902,22.3040,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000098.1,72,25368,22.3043,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000009.1,272524,297829,22.3045,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000008.1,97134,122469,22.3027,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000005.1,149649,174972,22.3013,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000011.1,20519,45842,22.3013,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000005.1,244167,269547,22.3029,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000013.1,20300,45635,22.3027,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000034.1,20615,45947,22.3026,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,JADOEJ010000034.1,20615,45947,22.3050,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000032.1,73,25429,22.3003,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000021.1,156,25503,22.3006,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000006.1,311275,336631,22.3006,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000001.1,1230643,1255999,22.3006,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000001.1,101817,127173,22.3006,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000001.1,1230680,1256036,22.3006,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000091.1,13,25363,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000112.1,10,25360,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000004.1,49204,74554,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000002.1,290233,315583,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000004.1,162392,187742,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000118.1,61,25411,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000002.1,290217,315567,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000012.1,15103,40453,22.3065,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000023.1,52009,77236,22.2980,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000004.1,138281,163508,22.2980,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000004.1,307347,332628,22.2943,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000001.1,951260,976658,22.3016,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000011.1,306279,331677,22.3016,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000007.1,101739,127110,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000001.1,101709,127080,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000001.1,347539,372910,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000007.1,347569,372940,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000001.1,347387,372758,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000007.1,101814,127185,22.3018,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000006.1,5148,30291,22.3024,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.045,JAHSSQ010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000004.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.066,JAHSSR010000004.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000005.1,677137,702490,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ1.268,JAHSSS010000005.1,677137,702490,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ3.001,JAHSSZ010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000003.1,677092,702445,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM5-2,JAHSTD010000003.1,677092,702445,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000004.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.020,JAHSTI010000004.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000004.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.027,JAHSTJ010000004.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.023,JAHSTK010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.105,JAHSTL010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.129,JAHSTM010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7-4,JAHSTN010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.006,JAHSTO010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000003.1,52493,77846,22.3046,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.063,JAHSTQ010000003.1,52493,77846,22.3044,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000003.1,630570,655917,22.3033,1,1,1,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000007.1,308351,333701,22.3068,1,1,1,1,1,1,1,1,1,1,1
Streptomyces endocoffeicus CA3R110,NZ_JAERRG010000054.1,1079,26449,22.3348,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000001.1,182798,208198,22.3509,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000001.1,348942,374342,22.3501,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000010.1,122865,148226,22.3511,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000007.1,137449,162796,22.3540,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000001.1,157404,182748,22.3523,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000004.1,300560,325904,22.3516,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000001.1,626109,651501,22.3509,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei D21E05,NZ_CP139824.1,8010291,8035598,22.3545,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei D21E05,CP139824.1,8010291,8035598,22.3549,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000001.1,111809,137143,22.3537,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000038.1,23636,49055,22.3453,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000009.1,23705,49287,22.3267,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000001.1,138766,164161,22.3538,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000001.1,300210,325604,19.2512,1,1,1,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000003.1,666456,691842,22.3530,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000015.1,59618,85232,22.3239,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000027.1,57185,82544,22.3510,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000007.1,129431,154763,22.3514,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000006.1,267625,292957,22.3514,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000002.1,26885,52169,22.3479,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000007.1,269594,294980,22.3485,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000004.1,219923,245309,22.3482,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000009.1,228442,253828,22.3485,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000023.1,5710,31117,22.3523,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000001.1,217034,242359,22.3496,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NS1,NZ_JAJIRV010000001.1,300830,326177,22.3503,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000002.1,127760,153096,22.3505,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000008.1,127591,152927,22.3505,1,1,1,1,1,1,1,1,1,1,1
