Organism,Scaffold,Start,End,Score,CAB39692.1,CAB39693.1,CAB39695.1,CAB39696.1,CAB39697.1,CAB39699.1,CAB39701.1,CAB39702.1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000005.1,85472,98383,15.6833,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000001.1,447471,460382,15.6839,1,1,1,1,1,1,1,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000051.1,25990,38901,15.6845,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000001.1,625704,638615,15.6843,1,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000169.1,1553,14464,15.6841,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC000175,NZ_JBEPEV010000005.1,102826,115699,15.6545,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC018018,NZ_JBIRGE010000001.1,950894,963767,15.6545,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC018017,NZ_JBIRGF010000001.1,950725,963598,15.6545,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC086842,NZ_JBIVAR010000002.1,294070,306943,15.6556,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC005559,NZ_JBEXDF010000005.1,239958,252831,15.6510,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC005910,NZ_JBEXVU010000006.1,184234,197107,15.6517,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC015091,NZ_JBIBVL010000009.1,103723,115266,12.5358,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC052248,NZ_JBFAUY010000052.1,29207,40751,12.5308,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC052172,NZ_JBFAVR010000043.1,24873,36417,12.5309,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC000675,NZ_JBEPCO010000002.1,349796,361340,12.5337,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC000632,NZ_JBEPCV010000030.1,34364,45908,12.5337,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC044998,NZ_JBEZBB010000027.1,29415,40959,12.5337,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC047111,NZ_JBEYUO010000032.1,31409,44282,15.6532,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC014719,NZ_JBIBYT010000012.1,63962,75506,12.5375,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC014714,NZ_JBIBYU010000003.1,217852,229396,12.5357,1,1,1,1,1,1,0,1
Streptomyces flaveolus JCM 4032,NZ_BMRV01000008.1,200382,213255,15.6532,1,1,1,1,1,1,1,1
Streptomyces flaveolus JCM 4032,BMRV01000008.1,200382,213255,15.6536,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC059703,NZ_JBHWFN010000006.1,185856,196397,12.5327,1,1,1,1,1,1,0,1
Streptomyces solaniscabiei FS75,NZ_JADGFX010000004.1,168102,180975,15.6526,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei FS66,NZ_JADGFY010000005.1,187786,200659,15.6526,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei N26,NZ_WQLR01000084.1,9431,22304,15.6526,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei FS70,NZ_WQLU01000015.1,37629,50502,15.6526,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000024.1,31212,44112,12.5565,1,1,1,1,1,1,0,1
Streptomyces lienomycini JCM 6925,NZ_JBHSJO010000001.1,988127,1001027,12.5576,1,1,1,1,1,1,0,1
Streptomyces lienomycini JCM 6925,NZ_JBHUEU010000002.1,6871484,6884384,12.5576,1,1,1,1,1,1,0,1
Streptomyces lienomycini JCM 6925,BAAATN010000024.1,31212,44112,12.5583,1,1,1,1,1,1,0,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,2989986,3002886,12.5576,1,1,1,1,1,1,0,1
Streptomyces pactum ACT12,NZ_CP019724.1,1270186,1283128,15.6535,1,1,1,1,1,1,1,1
Streptomyces pactum ACT12,CP019724.1,1270186,1283128,15.6579,1,1,1,1,1,1,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000015.1,200809,209234,11.4479,1,1,1,1,1,1,0,0
Streptomyces thinghirensis JCM 18306,BAABJR010000015.1,200809,209234,11.4486,1,1,1,1,1,1,0,0
Streptomyces mutabilis TRM 76172,NZ_JAMYEN010000190.1,1035,9521,11.4480,1,1,1,1,1,1,0,0
Streptomyces mutabilis NPDC006342,NZ_JBEXQT010000001.1,35740,48685,15.6567,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058347,NZ_JBHXII010000001.1,145334,158279,15.6573,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058354,NZ_JBHXIP010000002.1,430915,443860,15.6568,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058363,NZ_JBHXIX010000002.1,291297,304242,15.6568,1,1,1,1,1,1,1,1
Streptomyces mutabilis TRM76172,JAMYEN010000190.1,1035,9521,11.4480,1,1,1,1,1,1,0,0
Streptomyces mutabilis PU_KB6-10,NZ_JASHLU010000012.1,95899,108844,15.6531,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC007820,NZ_JBIAEN010000026.1,18620,31565,15.6597,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC008028,NZ_JBIBIS010000001.1,955823,968768,15.6597,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC008027,NZ_JBIBIT010000015.1,31384,44329,15.6597,1,1,1,1,1,1,1,1
Streptomyces mutabilis MPB24,NZ_CP176874.1,6804132,6817077,15.6561,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058841,NZ_JBHYNE010000001.1,178096,191041,15.6560,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058836,NZ_JBHYNH010000055.1,18191,31136,15.6563,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058835,NZ_JBHYNI010000103.1,540,8996,11.4484,1,1,1,1,1,1,0,0
Streptomyces mutabilis NPDC058831,NZ_JBHYNM010000007.1,267960,280905,15.6558,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058827,NZ_JBHYNQ010000104.1,3901,12357,11.4483,1,1,1,1,1,1,0,0
Streptomyces mutabilis NPDC058824,NZ_JBHYNT010000002.1,572,9028,11.4486,1,1,1,1,1,1,0,0
Streptomyces mutabilis NPDC058816,NZ_JBHYNX010000010.1,3286,16231,15.6563,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC058833,NZ_JBHYNK010000085.1,16608,25064,11.4484,1,1,1,1,1,1,0,0
Streptomyces mutabilis NPDC052167,NZ_JBFAVS010000001.1,629820,642765,15.6567,1,1,1,1,1,1,1,1
Streptomyces mutabilis NPDC017130,NZ_JBIROJ010000006.1,464494,477439,15.6558,1,1,1,1,1,1,1,1
Streptomyces mutabilis TRM 45540,NZ_KN039947.1,114480,127418,15.6477,1,1,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,NZ_BMTT01000030.1,45194,53644,11.4438,1,1,1,1,1,1,0,0
Streptomyces mutabilis JCM 4400,NZ_JBHLVD010000015.1,86445,99383,15.6485,1,1,1,1,1,1,1,1
Streptomyces mutabilis JCM 4400,BMTT01000030.1,45194,53644,11.4478,1,1,1,1,1,1,0,0
Streptomyces olivaceus NPDC057211,NZ_JBHUWP010000143.1,312,8744,8.3918,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC057214,NZ_JBHUWQ010000027.1,19572,32527,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057215,NZ_JBHUWR010000004.1,19585,32540,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057216,NZ_JBHUWS010000002.1,332247,345202,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057224,NZ_JBHUWX010000004.1,132773,145728,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057228,NZ_JBHUXB010000056.1,16641,29596,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057233,NZ_JBHUXF010000002.1,332231,345186,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057252,NZ_JBHUXU010000012.1,57117,70072,12.6042,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000003.1,238312,246744,8.3920,1,1,1,0,1,1,0,0
Streptomyces olivaceus CR3,JAHSSJ010000003.1,238312,246744,8.3908,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000023.1,21827,34785,12.6050,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000002.1,35817,48775,12.6050,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000012.1,6637,19613,12.6038,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000001.1,6638,19614,12.6038,1,1,1,0,1,1,1,1
Streptomyces olivaceus xian20,NZ_JAHSTG010000022.1,74472,87439,12.6045,1,1,1,0,1,1,1,1
Streptomyces olivaceus xian20,JAHSTG010000022.1,74472,87439,12.6033,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000016.1,84410,97377,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000001.1,1152787,1165754,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000001.1,226784,239751,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000001.1,243351,256318,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000004.1,647,9088,8.3908,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000001.1,226656,239623,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000005.1,226816,239783,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000003.1,1126686,1139662,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus DC10-5,BNEF01000003.1,1126686,1139662,15.6714,1,1,1,1,1,1,1,1
Streptomyces olivaceus N11-26,NZ_BNEG01000002.1,256548,269524,12.6045,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000006.1,127600,140576,12.6034,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR2,JAHSSI010000006.1,127600,140576,12.6023,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000011.1,127526,140502,12.6034,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR12,JAHSSL010000011.1,127526,140502,12.6023,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000034.1,86526,94976,8.3904,1,1,1,0,1,1,0,0
Streptomyces olivaceus CR18,JAHSSM010000034.1,86526,94976,8.3893,1,1,1,0,1,1,0,0
Streptomyces olivaceus CR22,NZ_JAHSSN010000006.1,245627,258603,12.6038,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR22,JAHSSN010000006.1,245627,258603,12.6027,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.045,NZ_JAHSSQ010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.045,JAHSSQ010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.066,NZ_JAHSSR010000004.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.066,JAHSSR010000004.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.268,NZ_JAHSSS010000005.1,718951,731927,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ1.268,JAHSSS010000005.1,718951,731927,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000002.1,945393,958369,12.6047,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.409,JAHSST010000002.1,945393,958369,12.6035,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.410,NZ_JAHSSU010000011.1,284269,297245,12.6050,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.410,JAHSSU010000011.1,284269,297245,12.6038,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.411,NZ_JAHSSV010000006.1,323188,336164,12.6050,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.411,JAHSSV010000006.1,323188,336164,12.6038,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.417,NZ_JAHSSW010000015.1,211137,224113,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.417,JAHSSW010000015.1,211137,224113,12.6031,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.418,NZ_JAHSSX010000002.1,752668,765644,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.418,JAHSSX010000002.1,752668,765644,12.6031,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000025.1,356,8806,8.3907,1,1,1,0,1,1,0,0
Streptomyces olivaceus FXJ2.420,JAHSSY010000025.1,356,8806,8.3895,1,1,1,0,1,1,0,0
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ3.001,JAHSSZ010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000003.1,86510,99486,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus TRM81-6,JAHSTA010000003.1,86510,99486,12.6024,1,1,1,0,1,1,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000002.1,945383,958359,12.6047,1,1,1,0,1,1,1,1
Streptomyces olivaceus MM1-13,JAHSTB010000002.1,945383,958359,12.6035,1,1,1,0,1,1,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000002.1,23024,36000,12.6047,1,1,1,0,1,1,1,1
Streptomyces olivaceus MM1-7,JAHSTC010000002.1,23024,36000,12.6035,1,1,1,0,1,1,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000003.1,718906,731882,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus MM5-2,JAHSTD010000003.1,718906,731882,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000001.1,1014225,1022675,8.3908,1,1,1,0,1,1,0,0
Streptomyces olivaceus CGMCC 4.1369,JAHSTE010000001.1,1014225,1022675,8.3896,1,1,1,0,1,1,0,0
Streptomyces olivaceus xian7,NZ_JAHSTF010000001.1,935541,948517,12.6046,1,1,1,0,1,1,1,1
Streptomyces olivaceus xian7,JAHSTF010000001.1,935541,948517,12.6034,1,1,1,0,1,1,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000021.1,59546,72522,12.6051,1,1,1,0,1,1,1,1
Streptomyces olivaceus KLBMP 1036,JAHSTH010000021.1,59546,72522,12.6039,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000004.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ6.020,JAHSTI010000004.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000004.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ6.027,JAHSTJ010000004.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.023,JAHSTK010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.105,JAHSTL010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7.129,JAHSTM010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ7-4,JAHSTN010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.006,JAHSTO010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000002.1,23024,36000,12.6047,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.012,JAHSTP010000002.1,23024,36000,12.6035,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000003.1,23056,36032,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.063,JAHSTQ010000003.1,23056,36032,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000002.1,23024,36000,12.6047,1,1,1,0,1,1,1,1
Streptomyces olivaceus FXJ8.101,JAHSTR010000002.1,23024,36000,12.6035,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000026.1,22841,35817,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC127083,NZ_JBHXEZ010000064.1,4966,13693,8.3896,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000132.1,14575,23185,8.3908,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000005.1,214715,227691,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000027.1,59433,72409,12.6047,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000001.1,1175673,1188649,12.6039,1,1,1,0,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000034.1,328,8778,8.3896,1,1,1,0,1,1,0,0
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000043.1,302,8752,8.3898,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000005.1,191512,204488,12.6029,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000049.1,22862,31312,8.3896,1,1,1,0,1,1,0,0
Streptomyces olivaceus CR27,NZ_JAHSSP010000011.1,263,8713,8.3911,1,1,1,0,1,1,0,0
Streptomyces olivaceus CR27,JAHSSP010000011.1,263,8713,8.3899,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000004.1,16653,29638,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,1324946,1337922,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000032.1,42273,55448,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000021.1,42188,55164,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000006.1,353316,366292,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000001.1,1272684,1285660,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000001.1,72156,85132,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000001.1,1272721,1285697,12.6036,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000041.1,58012,66453,8.3887,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000026.1,95395,103836,8.3887,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000003.1,674456,687423,12.6043,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000004.1,460587,473563,12.6027,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR24,JAHSSO010000004.1,460587,473563,12.6016,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000007.1,350189,363165,12.6035,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000001.1,461001,473977,12.6041,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000007.1,72060,85036,12.6040,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000001.1,72030,85006,12.6040,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000001.1,389613,402589,12.6040,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000007.1,389643,402619,12.6040,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000001.1,389461,402437,12.6040,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000007.1,72135,85111,12.6040,1,1,1,0,1,1,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000001.1,2072,10513,8.3901,1,1,1,0,1,1,0,0
Streptomyces olivaceus CR8,JAHSSK010000001.1,2072,10513,8.3889,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000008.1,295973,304414,8.3900,1,1,1,0,1,1,0,0
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000009.1,243262,256229,12.6033,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000006.1,46591,59558,12.6032,1,1,1,0,1,1,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,3667755,3680731,12.6019,1,1,1,0,1,1,1,1
Streptomyces olivaceus B-81,CP098608.1,3667755,3680731,12.6059,1,1,1,0,1,1,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000001.1,418621,431582,12.6018,1,1,1,0,1,1,1,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000007.1,347576,360490,15.6580,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000015.1,95484,108398,15.6576,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000001.1,594021,606935,15.6576,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000002.1,260961,273875,15.6574,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000002.1,1125403,1138317,15.6570,1,1,1,1,1,1,1,1
Streptomyces parvulus 2297,NZ_QQBH01000022.1,323,8738,11.4485,1,1,1,1,1,1,0,0
Streptomyces parvulus 2297,QQBH01000022.1,323,8738,11.4487,1,1,1,1,1,1,0,0
Streptomyces parvulus 2297,NZ_CP015866.1,6258978,6271892,15.6532,1,1,1,1,1,1,1,1
Streptomyces parvulus 2297,CP015866.1,6258978,6271892,15.6496,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000008.1,325745,338659,15.6552,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000019.1,78259,91173,12.5804,1,1,0,1,1,1,1,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000016.1,105222,118136,15.6534,1,1,1,1,1,1,1,1
Streptomyces parvulus JCM 4068,BMRX01000016.1,105222,118136,15.6498,1,1,1,1,1,1,1,1
Streptomyces parvulus SX6,NZ_JAJJMU010000026.1,965,13879,15.6525,1,1,1,1,1,1,1,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000025.1,962,13876,15.6525,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000032.1,336,8751,11.4448,1,1,1,1,1,1,0,0
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000020.1,45463,58377,15.6528,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000052.1,45468,58382,15.6533,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000001.1,889080,901994,15.6529,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000006.1,403238,416152,15.6534,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000004.1,336,8751,11.4452,1,1,1,1,1,1,0,0
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000168.1,191,8629,11.4450,1,1,1,1,1,1,0,0
Streptomyces marokkonensis JCM 17027,BAABCQ010000168.1,191,8629,11.4488,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC004652,NZ_JBEXKT010000057.1,18525,31405,15.6493,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000001.1,755312,768191,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000007.1,375097,387976,12.5340,1,1,1,1,1,1,0,1
Streptomyces rochei SR1102,NZ_CP161948.1,1152902,1165781,15.6500,1,1,1,1,1,1,1,1
Streptomyces rochei CC36,NZ_JASCXS010000044.1,1121,9511,11.4448,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC000158,NZ_JBEPFA010000011.1,151098,163978,15.6497,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057769,NZ_JBHVKL010000030.1,39290,52169,15.6497,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000015.1,158733,171612,15.6500,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000004.1,228084,240964,15.6494,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000010.1,138639,151518,15.6499,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000010.1,154272,167151,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000009.1,151077,163956,15.6498,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000017.1,133589,146469,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000003.1,204593,217472,15.6500,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000017.1,18356,31235,15.6500,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000011.1,156458,169337,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000010.1,16889,29768,15.6497,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000002.1,519361,532240,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000001.1,519238,532117,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000017.1,145127,158006,15.6497,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000003.1,518991,531870,15.6496,1,1,1,1,1,1,1,1
